,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe)",KUMMER,391749,https://open.spotify.com/track/2FQRZLR31e3423Nmrgv0Pv
2,"Do It To It",ACRAZE,360289,https://open.spotify.com/track/20on25jryn53hWghthWWW3
3,HIGH,Hava,345451,https://open.spotify.com/track/2PDM9Byxz5crB2IXuh2Oal
4,Shivers,"Ed Sheeran",338215,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
5,"paris freestyle - skrilla remix",Pashanim,326908,https://open.spotify.com/track/6fuO9uk9wbjCHvQJqk2Qpx
6,"Heat Waves","Glass Animals",322237,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
7,"Where Are You Now","Lost Frequencies",290294,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
8,B.I.B.O.,Dardan,267930,https://open.spotify.com/track/5F3sqL2deoeV2kr8Vn9H4V
9,"Cold Heart - PNAU Remix","Elton John",262977,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
10,"Schlechtes Vorbild","Shirin David",262026,https://open.spotify.com/track/0oD0xGRc0X3GSv82JtH736
11,"STAY (with Justin Bieber)","The Kid LAROI",261689,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
12,Pepas,Farruko,253363,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
13,"Easy On Me",Adele,247336,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX
14,Lautlos,"Mario Novembre",243922,https://open.spotify.com/track/3wyLJfkbukEpP3oMp6Typx
15,"Auf & Ab",Montez,237453,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
16,Toxic,BoyWithUke,223925,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
17,"Already Dead","Juice WRLD",219002,https://open.spotify.com/track/7qM1BWAsZMTYh4BcYLb0uQ
18,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",209264,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
19,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",208889,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
20,"Bad Habits","Ed Sheeran",192762,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
21,"BLEIB' ÜBER NACHT (feat. Luciano)",KALIM,192682,https://open.spotify.com/track/6jnR8dYSsKNqj1lVVFT5R0
22,Gelebt,"KC Rebell",191177,https://open.spotify.com/track/2zc3acsVhebCn3oYmBh51v
23,"Blaues Licht","RAF Camora",183247,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
24,"Be a Hoe/Break a Hoe","Shirin David",182166,https://open.spotify.com/track/2NkKIjlfLa9o9Yfsq2tl99
25,Späti,Gzuz,180187,https://open.spotify.com/track/1S4Ehm8b7O4n9lIy3uAMS1
26,10von10,Pajel,177328,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
27,Acapulco,"Jason Derulo",169231,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
28,abcdefu,GAYLE,168569,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
29,"Küsse wie Gift",LEA,166698,https://open.spotify.com/track/30YfM60marCBbIDOVxa7Lk
30,MONEY,LISA,163699,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
31,"Belgisches Viertel",ART,162217,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
32,Raindrops,"Katja Krasavice",156119,https://open.spotify.com/track/3sZOiHgkXpDcilUBtHSixK
33,Sommergewitter,Pashanim,152109,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
34,"Dein Song",CRO,151817,https://open.spotify.com/track/4VIyBZioj5khxauaZJexks
35,2CB,"RAF Camora",144464,https://open.spotify.com/track/2r9gIpt17PhZv0y2nCpFHC
36,"One Right Now (with The Weeknd)","Post Malone",144380,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
37,"Friendships (Lost My Love)","Pascal Letoublon",143016,https://open.spotify.com/track/0lQ2obtzmAsJu9xk3D6FqH
38,„Hahaha“,badmómzjay,138847,https://open.spotify.com/track/3d6qirAvHEpdM6Ky5OKFQ8
39,"THATS WHAT I WANT","Lil Nas X",138837,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
40,"Love Tonight - Edit",Shouse,136527,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
41,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",133196,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
42,"Thunfisch & Weinbrand","Apache 207",130779,https://open.spotify.com/track/0m4ZKA2izLfFp74EOu5ob5
43,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",129350,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
44,"Because You Move Me",Tinlicker,129325,https://open.spotify.com/track/1F80MEkZA9yTlpMQp9dhht
