,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Leere Hände (feat. Sido & Samra)",SANTOS,505175,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
2,"MONTERO (Call Me By Your Name)","Lil Nas X",486941,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
3,"Frag mich nicht","Miksu / Macloud",473467,https://open.spotify.com/track/46zfTi4Wg6mmkOBPimtg6X
4,"KIDS FROM THE BLOCK",Luciano,439690,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
5,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",396941,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
6,Madonna,Bausa,346049,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
7,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,332953,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
8,"Astronaut In The Ocean","Masked Wolf",328998,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
9,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",292003,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
10,"Your Love (9PM)",ATB,256032,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
11,"Cover Me In Sunshine",P!nk,253097,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
12,"Wasted Love (feat. Lagique)",Ofenbach,241185,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
13,"The Business",Tiësto,238101,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
14,"Ohne Dich",KASIMIR1441,235930,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
15,ZART,Nimo,231428,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
16,"Save Your Tears","The Weeknd",211646,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
17,"Girls Like Us","Zoe Wees",197297,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
18,PEPPERMINT,Luciano,196559,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
19,Overdose,Jamule,196071,https://open.spotify.com/track/0iSNXzEBlNNJrqRiEIAw1s
20,RAPSTAR,"Polo G",194674,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
21,"Drei Uhr Nachts","Mark Forster",194637,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
22,badmómz.,badmómzjay,189780,https://open.spotify.com/track/20IGCreXC8TeuEo3RoQZwh
23,BOBBY,Veysel,189541,https://open.spotify.com/track/5z9GzmGD3bXsSXQHqMCON7
24,"BAD EYEZ",Nimo,184510,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
25,"Das ist alles von der Kunstfreiheit gedeckt","Danger Dan",181406,https://open.spotify.com/track/4ioQKdmkdBTkqjhfHeu4YU
26,"WITHOUT YOU","The Kid LAROI",177938,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
27,Runaway,AURORA,177625,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
28,"Niemand bringt Marten um",Marteria,172318,https://open.spotify.com/track/0nYSnbFVX5ghrERjwVZgwZ
29,Arcade,"Duncan Laurence",163426,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
30,Diebe,Samra,162957,https://open.spotify.com/track/4allObWlgZ21WeVKbxSIlk
31,"drivers license","Olivia Rodrigo",162720,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
32,Turtlez,"Big Toe",159593,https://open.spotify.com/track/5KQuQptKeiPuCVRHAEfBHW
33,"Faded Love",Leony,159544,https://open.spotify.com/track/3RcXFW8aiRYHRaDDYBqJ76
34,Ordentlich,t-low,157698,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv
35,"White Lies",VIZE,157672,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
36,"Head & Heart (feat. MNEK)","Joel Corry",156996,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
37,"Paradise (feat. Dermot Kennedy)",MEDUZA,156623,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
38,"Deine Schuld",AYLIVA,150973,https://open.spotify.com/track/1dXz1boMWgpeiNcTK3jRtU
39,"Tut mir leid","Miksu / Macloud",150168,https://open.spotify.com/track/46wfWiR8pRgKWcE8KOGbpp
40,"Wellerman - Sea Shanty","Nathan Evans",149690,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
41,"Kiss Me More (feat. SZA)","Doja Cat",145751,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
42,"Blinding Lights","The Weeknd",144735,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
43,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,143450,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
44,"Wer wenn nicht wir","Wincent Weiss",142275,https://open.spotify.com/track/5jYDCxuSx1mfApeWA4SlqX
45,"Love Not War (The Tampa Beat)","Jason Derulo",141583,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
46,"Love Again (feat. Alida)",Alok,137968,https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB
47,"Mood (feat. iann dior)",24kGoldn,137391,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
48,"Rise Up (feat. Vamero)",VINAI,137380,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
49,Roller,"Apache 207",136727,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
50,"Hold On","Justin Bieber",132317,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
51,Goosebumps,HVME,127396,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
52,Verpennt,"187 Strassenbande",127282,https://open.spotify.com/track/38ymFU7u5XorxpySYJT0FA
53,"Fuck Love",Samo104,123127,https://open.spotify.com/track/0HhifV2v8vcNC4I3gpnwf3
