,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe)",KUMMER,462502,https://open.spotify.com/track/2FQRZLR31e3423Nmrgv0Pv
2,abcdefu,GAYLE,409088,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
3,"Mit Dir",Sido,386206,https://open.spotify.com/track/2xFMvrqk99biaLQavjufta
4,"Do It To It",ACRAZE,381724,https://open.spotify.com/track/20on25jryn53hWghthWWW3
5,"All I Want for Christmas Is You","Mariah Carey",377968,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
6,"Last Christmas",Wham!,371362,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
7,Sport,"Apache 207",369350,https://open.spotify.com/track/0rRn3j1DLkhEI6XL52Gaie
8,Schockstarre,Samra,359058,https://open.spotify.com/track/5iddrTFG7zJ4g9UkgpPxJv
9,"Heat Waves","Glass Animals",282129,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
10,"Ein Jahr (feat. Montez)","Capital Bra",281677,https://open.spotify.com/track/1umWYzhtxWxlVvnvfWLbT4
11,"paris freestyle - skrilla remix",Pashanim,279598,https://open.spotify.com/track/6fuO9uk9wbjCHvQJqk2Qpx
12,Shivers,"Ed Sheeran",268828,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
13,"Easy On Me",Adele,264433,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
14,"Teil von mir","KC Rebell",256358,https://open.spotify.com/track/6kezdAUvjvgZJcxrSH5c2W
15,"Merry Christmas Everyone","Shakin' Stevens",254202,https://open.spotify.com/track/2TE4xW3ImvpltVU0cPcKUn
16,"Where Are You Now","Lost Frequencies",252975,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
