,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ohne Dich",KASIMIR1441,1105304,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
2,Paradies,Gzuz,709305,https://open.spotify.com/track/6qNLO4HzHeVvHxTaCFMXrf
3,Hell,"PA Sports",632626,https://open.spotify.com/track/1CFBjAXDYaKLyxGMrijeo1
4,"drivers license","Olivia Rodrigo",548946,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
5,"WO DU",Nimo,432389,https://open.spotify.com/track/27jutMh8QmJfaJrMFEnTDN
6,Angst,"Apache 207",394720,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
7,"The Business",Tiësto,372677,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
8,Regen,Ali471,337105,https://open.spotify.com/track/02y8kYqCkzAxVqLEsnIXNS
9,"Lost (feat. TOPIC42)",Samra,334003,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
10,Lonely,"Miksu / Macloud",318300,https://open.spotify.com/track/2YjkalYiseRDPYjpzLu8Vl
11,"PELICAN FLY",Veysel,288632,https://open.spotify.com/track/5VTiVfXyhYTy8HIJxU4BIm
12,"All We Got (feat. KIDDO)","Robin Schulz",272179,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
13,"HIGHWAY (feat. ELIF)","Katja Krasavice",272083,https://open.spotify.com/track/2UD1csihq8aPrpM69C2XrW
14,Whoopty,CJ,262209,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
15,"WITHOUT YOU","The Kid LAROI",258833,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
16,"Mood (feat. iann dior)",24kGoldn,252105,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
17,Goosebumps,HVME,249938,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
18,"vija vija",Dardan,249053,https://open.spotify.com/track/5Hplvh1ZoVp6SNPvLIpcgS
19,"Head & Heart (feat. MNEK)","Joel Corry",246101,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
20,Verlierer,LUNA,234445,https://open.spotify.com/track/6ZklqpekeC0KFGzyFVjQuj
