,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"BLESSED (feat. Capital Bra)",CRO,854725,https://open.spotify.com/track/6kxErsVgalFeBlxRfHCuUv
2,"PINKY RING",Ufo361,601031,https://open.spotify.com/track/6hxUttbBVSshNTeW6OdLbx
3,"Liege wieder wach",Jamule,584783,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
4,"San Andreas",RIN,498454,https://open.spotify.com/track/1VuBab65w8vPFeFvREDA32
5,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,481423,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
6,"MONTERO (Call Me By Your Name)","Lil Nas X",465447,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
7,"Frag mich nicht","Miksu / Macloud",457586,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
8,Heimkommen,FOURTY,405397,https://open.spotify.com/track/64ZyI00DBUUigpTanQqA0l
9,"Allein sein","Mario Novembre",386143,https://open.spotify.com/track/11NFxVnEwPDz4LjIyKazxV
10,"Asphalt & Tennissocken","Kontra K",369745,https://open.spotify.com/track/3sT1dFHUVRx4xVvvcDHp03
11,Madonna,Bausa,359968,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
12,"Leere Hände (feat. Sido & Samra)",SANTOS,343072,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
13,"Your Power","Billie Eilish",339077,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
14,Schizophren,Jamule,332265,https://open.spotify.com/track/1rdeP7Y3TSz6zVbejuGIFx
15,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",330802,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
16,"Astronaut In The Ocean","Masked Wolf",317914,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
17,ANGELDUST,Ufo361,312228,https://open.spotify.com/track/7AxzB5qIG0GmbRliUetHOi
18,MANCHESTER,reezy,302539,https://open.spotify.com/track/1e2dv35yQh0yNKyZ6Nmw4h
19,"Ich ficke euch (alle)",K.I.Z,299180,https://open.spotify.com/track/6ONKZO5NqZvQpCpNdVnMhC
20,"4 Kanaken",Haftbefehl,293835,https://open.spotify.com/track/7zjm7wvjfDxrhkN2kPqjWn
21,READY,Ufo361,293223,https://open.spotify.com/track/5QuFo1KkBS188f11OVrlxl
22,"KIDS FROM THE BLOCK",Luciano,288905,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
23,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",285327,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
24,"Cover Me In Sunshine",P!nk,282851,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
25,"Your Love (9PM)",ATB,274970,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
26,"Wasted Love (feat. Lagique)",Ofenbach,262454,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
27,"HARD WORK PAYS OFF",Ufo361,256915,https://open.spotify.com/track/21GDm5ByHc0bUzlTxhqAb8
28,Rapstar,Jumpa,250275,https://open.spotify.com/track/7kdaCxpimI5DhNJcGjw3NY
29,"KONTOSTAND 2.0",Ufo361,249849,https://open.spotify.com/track/4i2gmIhXX6c6EsAEoOqVpH
30,"The Business",Tiësto,244863,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
31,ANGEKOMMEN,Ufo361,240949,https://open.spotify.com/track/4dcuH2CsVfDjMQrJrBRhLX
32,TEUFELSKREIS,Ufo361,229081,https://open.spotify.com/track/5f2nU3DxWwSLHJJfRcKGeY
33,"Levitating (feat. DaBaby)","Dua Lipa",226872,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
34,FLAWLESS,Ufo361,225428,https://open.spotify.com/track/62oO7h9MmrF5bC67yUzcl5
35,"Drei Uhr Nachts","Mark Forster",224190,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
36,"Ohne Dich",KASIMIR1441,223402,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
37,"Girls Like Us","Zoe Wees",211656,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
38,"JIMMY TORRIO",Ufo361,209398,https://open.spotify.com/track/0TRSwbPzJ5KniTBYD6yYYZ
39,"NO HUGS",Ufo361,206770,https://open.spotify.com/track/52fOuGX5c12jRyzyV2IXJL
40,"ALLES DOPE",CRO,203850,https://open.spotify.com/track/4J3biLjC3kOx2h82QTnNHK
41,"LOW LIFE",Ufo361,202692,https://open.spotify.com/track/1mUPZ5KoCrjByCFcoK5EQA
42,"KANN NICHT MEHR VERLIEREN",Ufo361,201945,https://open.spotify.com/track/4QaD8UeS6EWl1cYFFtL5gd
43,ZART,Nimo,198981,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
44,SUPERWOMAN,CRO,197388,https://open.spotify.com/track/39fpM7K4GUnqVkRkk9wgvA
45,"BAD BIH",Ufo361,196851,https://open.spotify.com/track/7tLBBmPElxJlBTRFqlvgun
46,RAPSTAR,"Polo G",194409,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
47,"Das ist alles von der Kunstfreiheit gedeckt","Danger Dan",194187,https://open.spotify.com/track/5axr5HmbZwBFHkc9mlU5aC
48,"1 INSTAGRAMM",CRO,192892,https://open.spotify.com/track/7lfY7tAziSWH0WFvFEniey
49,"Save Your Tears","The Weeknd",192572,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
50,"Paradise Delay",Marteria,191892,https://open.spotify.com/track/1cscA6lDRWDZW0rvGqih34
51,"Tokyo Drift",Elias,190308,https://open.spotify.com/track/4O1cXtoJwLhD9wfFouPoTb
52,Overdose,BHZ,190217,https://open.spotify.com/track/5atP3ie7LMNWcSu8iNHAjo
53,"KEIN RENTAL",Ufo361,187523,https://open.spotify.com/track/7xiUGPQImEFcjv8XPZY6q1
54,"Kiss Me More (feat. SZA)","Doja Cat",185782,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
55,"HÖR NICHT AUF (feat. Teesy)",CRO,183411,https://open.spotify.com/track/1t4HNI5XrtN3rq5zHDUbdT
56,"Head & Heart (feat. MNEK)","Joel Corry",181742,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
57,Overdose,Jamule,181477,https://open.spotify.com/track/2z7QFsLAqNTGEtgAU6rS6W
58,"Faded Love",Leony,178327,https://open.spotify.com/track/3RcXFW8aiRYHRaDDYBqJ76
59,"GOOD VIBES",CRO,176646,https://open.spotify.com/track/6zQMH08DIdONuGBVtCF1hS
60,"BAD EYEZ",Nimo,176413,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
61,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",175822,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
62,Runaway,AURORA,174895,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
63,SMOOTH,CRO,174850,https://open.spotify.com/track/1WcS73cQLM4mCOUrDanFKj
64,7,Ufo361,173423,https://open.spotify.com/track/5EySJD7eYMlZFHMTbsmOkd
65,BED,"Joel Corry",173405,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
