,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"STAY (with Justin Bieber)","The Kid LAROI",487443,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
2,10von10,Pajel,476959,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
3,"Auf & Ab",Montez,472790,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
4,2CB,"RAF Camora",454953,https://open.spotify.com/track/2r9gIpt17PhZv0y2nCpFHC
5,"Heat Waves","Glass Animals",444112,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
6,"Where Are You Now","Lost Frequencies",391067,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
7,Shivers,"Ed Sheeran",352516,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r
8,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",347005,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
9,"Blaues Licht","RAF Camora",336537,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
10,"Belgisches Viertel",ART,318383,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
11,"Bad Habits","Ed Sheeran",310293,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
12,OZEAN,KALIM,301780,https://open.spotify.com/track/3vQqFgN3bhO1Lim4yXzmi5
13,Polizei,"KC Rebell",277036,https://open.spotify.com/track/21nMasJVN7cJ9gxtxUEPsu
14,Sommergewitter,Pashanim,266475,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
15,"Gut im Geschäft","AK AUSSERKONTROLLE",258371,https://open.spotify.com/track/7yLsJKvUGkfjg8gkXSJhDF
16,"THATS WHAT I WANT","Lil Nas X",254323,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
17,"Wenn du mich siehst","RAF Camora",239642,https://open.spotify.com/track/3AVC5l5wCEALuj4tg02uIL
18,"Love Tonight - Edit",Shouse,231545,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
19,Woman,"Doja Cat",227655,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
20,Beggin',Måneskin,223028,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
21,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",211596,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
22,Crashen,t-low,209518,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
23,"good 4 u","Olivia Rodrigo",206330,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
24,"Sterne unterm Dach",badmómzjay,186056,https://open.spotify.com/track/1edUWAS1x66v10yguQ6qkO
25,"Wenn Du mich lässt",LEA,184763,https://open.spotify.com/track/6Ey7KSTV0Zx0fnxOw6bdK8
26,"I WANNA BE YOUR SLAVE",Måneskin,183628,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
27,"MONTERO (Call Me By Your Name)","Lil Nas X",182204,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
28,"Because You Move Me",Tinlicker,181001,https://open.spotify.com/track/1F80MEkZA9yTlpMQp9dhht
29,"love nwantiti (feat. ElGrande Toto) - North African Remix",CKay,170776,https://open.spotify.com/track/1EYeZGTMCjV7uVey5fNWXM
