,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,10von10,Pajel,623511,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
2,"STAY (with Justin Bieber)","The Kid LAROI",583700,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
3,"Auf & Ab",Montez,576874,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
4,"Blaues Licht","RAF Camora",427318,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
5,"Heat Waves","Glass Animals",417388,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
6,"Bad Habits","Ed Sheeran",358480,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
7,2sad2disco,"Apache 207",354685,https://open.spotify.com/track/3HJKVymmisbtzi3s0hFCG4
8,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",342735,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
9,"Wenn du mich siehst","RAF Camora",332266,https://open.spotify.com/track/3hxJ3qXqg8ysYBF1QmO8Ir
10,Sommergewitter,Pashanim,326137,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
11,"Belgisches Viertel",ART,307068,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
12,Mandarinen,Shindy,294293,https://open.spotify.com/track/4HOWTItpwHvQSNyyiwWsPT
13,"Love Tonight - Edit",Shouse,289471,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
14,Beggin',Måneskin,276032,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
15,"Fair Trade (with Travis Scott)",Drake,264639,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
16,Woman,"Doja Cat",263423,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
17,"good 4 u","Olivia Rodrigo",244849,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
18,Crashen,t-low,239826,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
19,"Where Are You Now","Lost Frequencies",236337,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
20,"Girls Want Girls (with Lil Baby)",Drake,231449,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
