,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Easy On Me",Adele,424043,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX
2,"Heat Waves","Glass Animals",412868,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
3,Shivers,"Ed Sheeran",368751,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r
4,Späti,Gzuz,364741,https://open.spotify.com/track/1S4Ehm8b7O4n9lIy3uAMS1
5,"Where Are You Now","Lost Frequencies",346742,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
6,"STAY (with Justin Bieber)","The Kid LAROI",344617,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
7,"Auf & Ab",Montez,307676,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
8,10von10,Pajel,272521,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
9,MONEY,LISA,272011,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
10,"Happy End (feat. Sido)","Vanessa Mai",267845,https://open.spotify.com/track/1YRaS0rNK8y9E5NeTrKe03
11,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",267714,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
12,Mosaik,"kid kapri",262734,https://open.spotify.com/track/3x9fMzoAPNxEFVrP6kU1f7
13,"Belgisches Viertel",ART,259343,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
14,Pepas,Farruko,257791,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
15,"Per Ty (feat. Mozzik)",Dardan,246611,https://open.spotify.com/track/1KwLkHOnyWedxyhZBOIHUM
16,"Blaues Licht","RAF Camora",237574,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
17,Guapa,"RAF Camora",237063,https://open.spotify.com/track/5FsV0biZgb8tmQtau5LxKz
18,"Bad Habits","Ed Sheeran",232757,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
19,Vodka,"Apache 207",218203,https://open.spotify.com/track/5axqVsveGtmOkq7H1wV3c0
20,"Ich bin weg - BoroBoro",Samra,214574,https://open.spotify.com/track/1f6Paz0Vf1CPhcNDs1vMyR
21,Mond,Montez,208143,https://open.spotify.com/track/7ucTEwb8eRMpRlA744gjOo
22,2CB,"RAF Camora",206767,https://open.spotify.com/track/2r9gIpt17PhZv0y2nCpFHC
23,"Cold Heart - PNAU Remix","Elton John",205443,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
24,"Moje Sve",Hava,197527,https://open.spotify.com/track/1LBWVVGfTCr8EYNSd92W81
25,Sommergewitter,Pashanim,190746,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
26,Acapulco,"Jason Derulo",188662,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
27,"Love Tonight - Edit",Shouse,182724,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
28,Infinity,"Jaymes Young",175951,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
29,"love nwantiti (ah ah ah)",CKay,175779,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
30,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",175521,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
31,"THATS WHAT I WANT","Lil Nas X",169674,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
32,"good 4 u","Olivia Rodrigo",168137,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
33,Woman,"Doja Cat",166477,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
34,"Friendships (Lost My Love)","Pascal Letoublon",163297,https://open.spotify.com/track/0lQ2obtzmAsJu9xk3D6FqH
35,Beggin',Måneskin,158808,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
36,"Gib ihr Flex",NGEE,157473,https://open.spotify.com/track/58e1uwNJd1b3cm93KruQjo
37,"Because You Move Me",Tinlicker,157183,https://open.spotify.com/track/1F80MEkZA9yTlpMQp9dhht
38,"My Universe",Coldplay,154596,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
39,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,154126,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
40,Colorado,"Milky Chance",152806,https://open.spotify.com/track/0eZmBWVC1HYayrP2fqQ7nu
41,"Life Goes On","Oliver Tree",148398,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
42,BLUEPRINT,KALIM,146576,https://open.spotify.com/track/70PzQc4vr6iLKa2z2IZ9l0
43,Crashen,t-low,141793,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
44,"Baby 2.0",Zuna,141074,https://open.spotify.com/track/4mc0wGvP83zeFlhuatdyXM
45,"Wenn du mich siehst","RAF Camora",139322,https://open.spotify.com/track/3AVC5l5wCEALuj4tg02uIL
46,"DOLLARS & ISYANS (feat. BILLA JOE)","Scorpion Gang",132336,https://open.spotify.com/track/2TtnAY1oHYA7UTh4FQIEBm
47,"MONTERO (Call Me By Your Name)","Lil Nas X",132036,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
48,"In Da Getto","J Balvin",130123,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn
49,"I WANNA BE YOUR SLAVE",Måneskin,129482,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
50,"Wenn Du mich lässt",LEA,128285,https://open.spotify.com/track/6Ey7KSTV0Zx0fnxOw6bdK8
51,Verkackt,Pajel,112750,https://open.spotify.com/track/6Eb1a9wOHEAAuUrpzytZ4E
52,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,112716,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
53,"Never Going Home",Kungs,109267,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
54,RAFFAELO,BOJAN,108098,https://open.spotify.com/track/0DCzcpbdO1tMMlRRQ1txZy
55,Fair,Nura,104798,https://open.spotify.com/track/3uSWJuI3SGbn2HGKrhM3Mn
56,"Null auf 100","Helene Fischer",102546,https://open.spotify.com/track/2YyIZVbxDKCWolKTcbdp6B
57,u.,niteboi,102083,https://open.spotify.com/track/0J7oHYxjF6Oln61wy0kP2i
58,"Vergesse nie die Street","RAF Camora",101401,https://open.spotify.com/track/3ZDXLSUZpKx8pspNBOdVr5
59,"Lüg mich an","Pietro Lombardi",101249,https://open.spotify.com/track/2PtNuLMikmNybz4nhIqgOq
60,"61 Grad",Endzone,99932,https://open.spotify.com/track/5Z7J2Au61uO7K1ZPNG1eTv
61,"ICH WILL DICH",Rubi,99350,https://open.spotify.com/track/6TVjsvC0IzHsVwfSmt2EjO
62,"Chosen (feat. Ty Dolla $ign)",Blxst,98606,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
