,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ohne Dich",KASIMIR1441,841369,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
2,"drivers license","Olivia Rodrigo",568312,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
3,Angst,"Apache 207",413951,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
4,"The Business",Tiësto,347584,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
5,Lonely,"Miksu / Macloud",325555,https://open.spotify.com/track/2YjkalYiseRDPYjpzLu8Vl
6,"vija vija",Dardan,315043,https://open.spotify.com/track/5Hplvh1ZoVp6SNPvLIpcgS
7,"Lost (feat. TOPIC42)",Samra,307473,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
8,"Dirty South",RIN,301513,https://open.spotify.com/track/51Gj7QV1S482b5g9jRU4zc
9,"Mood (feat. iann dior)",24kGoldn,271102,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
10,Warum,"Pietro Lombardi",264561,https://open.spotify.com/track/426VLlB1Zlhm5utUE3lO2l
11,"Head & Heart (feat. MNEK)","Joel Corry",256707,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
12,Goosebumps,HVME,255577,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
13,"All We Got (feat. KIDDO)","Robin Schulz",252216,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
14,7,Ufo361,251678,https://open.spotify.com/track/3ipliatTDndCmnYGaNiAbI
15,Whoopty,CJ,242215,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
16,"Birkin Bag (feat. Luciano, reezy & KALIM)","DJ JEEZY",241019,https://open.spotify.com/track/6DYhtpfCTasCnkDJAFMqGJ
17,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,234116,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
18,"WITHOUT YOU","The Kid LAROI",228996,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
19,"Auf mein Fahrrad",LX,228135,https://open.spotify.com/track/45e6Qb3cu7z96jPdyIzugR
20,Goldjunge,Samra,226212,https://open.spotify.com/track/7wgkebUBtfN1dY3UikcYpm
21,"Paradise (feat. Dermot Kennedy)",MEDUZA,219933,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
22,"HIGHWAY (feat. ELIF)","Katja Krasavice",216848,https://open.spotify.com/track/2UD1csihq8aPrpM69C2XrW
23,Habibi,"Ricky Rich",213658,https://open.spotify.com/track/6G0503JielRvasifhBznrX
24,"Rap über Hass",K.I.Z,208590,https://open.spotify.com/track/1parCywpMDF9i6sO13kyvc
25,"Blinding Lights","The Weeknd",207836,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
26,Verlierer,LUNA,207436,https://open.spotify.com/track/6ZklqpekeC0KFGzyFVjQuj
27,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",193832,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
28,HOLIDAY,"Lil Nas X",185290,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
29,"Love Not War (The Tampa Beat)","Jason Derulo",182769,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
30,"gebe auf.",Lune,181237,https://open.spotify.com/track/1upzszB5JxMfNUEBmkcgaO
31,"SUICIDE DOORS",Luciano,176455,https://open.spotify.com/track/2m7m1EMhMP02OhBZOWkdUV
32,"Jerusalema (feat. Nomcebo Zikode)","Master KG",176254,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
33,"you broke me first","Tate McRae",171787,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
34,"Prisoner (feat. Dua Lipa)","Miley Cyrus",168643,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
35,"Bayrisch Drip",Sääftig,162056,https://open.spotify.com/track/3ECbHfRSFMjfm99YFvAD4x
36,Anyone,"Justin Bieber",158693,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
37,Roller,"Apache 207",157561,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
38,Hypnotized,"Purple Disco Machine",156006,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
39,Angeklagt,"Bonez MC",151203,https://open.spotify.com/track/5eu4Lxm5TlI0tKSTTDWJAT
40,"Roses - Imanbek Remix","SAINt JHN",150703,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
41,"What You Know Bout Love","Pop Smoke",149165,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
42,Afterglow,"Ed Sheeran",147535,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
43,Paradise,VIZE,146001,https://open.spotify.com/track/2qpZjutAe3pstQsjwSXQb4
44,"Tag und Nacht",Zuna,145219,https://open.spotify.com/track/0Piato0t4F36fA4unaMVww
45,"Breaking Me",Topic,133261,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
46,Lovefool,twocolors,132793,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
47,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,132656,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
