,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Auf & Ab",Montez,700998,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
2,"Blaues Licht","RAF Camora",649716,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
3,"STAY (with Justin Bieber)","The Kid LAROI",611052,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
4,Sommergewitter,Pashanim,518835,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
5,"Bad Habits","Ed Sheeran",473581,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
6,Beggin',Måneskin,424166,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
7,"Love Tonight - Edit",Shouse,325163,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
8,"good 4 u","Olivia Rodrigo",312421,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
9,"I WANNA BE YOUR SLAVE",Måneskin,304370,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
10,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",273475,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
11,"Wenn ich geh",Jamule,228974,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
12,Zukunft,"RAF Camora",219081,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L
13,"Because You Move Me",Tinlicker,218712,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
14,"Lieben wir","Shirin David",214812,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
15,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,212815,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
16,"MONTERO (Call Me By Your Name)","Lil Nas X",207547,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
17,"Happier Than Ever","Billie Eilish",196570,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
18,Durstlöscher,01099,194963,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
19,SCHMETTERLING,Luciano,186948,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
20,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",177369,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
21,"Nese Don",Loredana,166299,https://open.spotify.com/track/6ZVpk9bSJGebJJzJmMocua
22,"King Kong",HBz,163142,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
23,"Iko Iko (My Bestie)","Justin Wellington",162941,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
24,"Ramenez la coupe à la maison",Vegedream,159874,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
25,"Liege wieder wach",Jamule,159490,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
26,Schwarz,LEA,157502,https://open.spotify.com/track/0XpTuvT4Yueddiv20w6M9a
27,Run,OneRepublic,152590,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
28,"Love Tonight - David Guetta Remix Edit",Shouse,152481,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
29,"Ich darf das","Shirin David",150362,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
30,"Levitating (feat. DaBaby)","Dua Lipa",143016,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
31,"Heat Waves","Glass Animals",139487,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
32,Redlight,Glockenbach,139212,https://open.spotify.com/track/24osWl0SQSyHzGyEMdf394
33,"Kapitel III","PA Sports",135030,https://open.spotify.com/track/6RzVaXlIIr8aQPGciqMN8q
34,"Your Love (9PM)",ATB,134823,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
35,Extasy,"187 Strassenbande",134141,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
36,Crashen,t-low,134008,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
37,Madonna,Bausa,131855,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
38,Frisch,01099,129247,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
39,GHETTOGIRL,Capo,128110,https://open.spotify.com/track/0G5x5rALxKOkwicMjKta79
40,Tränen,Lucio101,127403,https://open.spotify.com/track/3cWzy2XDyZP5OT5MygdxHt
41,"The Business",Tiësto,127019,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
42,Erlkönig,"Kool Savas",124975,https://open.spotify.com/track/1V3QUMgDGBUgDwWxbCydVy
43,"Following the Sun",SUPER-Hi,124559,https://open.spotify.com/track/2sFbdDiEDpyCdP5nUCuGBm
44,"Rote Augen 2",Kalazh44,122853,https://open.spotify.com/track/5eaGYeLg9N3ngZVd0DUWQm
45,"Wasted Love (feat. Lagique)",Ofenbach,122821,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
46,"Astronaut In The Ocean","Masked Wolf",122794,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
47,"Kiss Me More (feat. SZA)","Doja Cat",120571,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
48,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",118994,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
49,"Checkst du?!",badmómzjay,117222,https://open.spotify.com/track/6tXHhSUH7B9lY0a0PEwjpA
50,Rasputin,Majestic,112191,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
51,"Cover Me In Sunshine",P!nk,112128,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
52,"Frag mich nicht","Miksu / Macloud",109321,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
53,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",107309,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
54,"Don't Go Yet","Camila Cabello",104602,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
55,"Für dich (feat. ille & MABU)",lityway,103779,https://open.spotify.com/track/2e9SUhfqprCWCWNXcZNjxP
56,"Wenn ich wein",AYLIVA,103461,https://open.spotify.com/track/4Wuu6qS3D0Veevv2ZtbbrD
57,"Blinding Lights","The Weeknd",101984,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
58,River,"Tom Gregory",101492,https://open.spotify.com/track/6jmIUrOD5seJEh6Z6RP2xz
59,"Need to Know","Doja Cat",100246,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
60,Dinero,"Trinidad Cardona",98568,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
61,"Drei Uhr Nachts","Mark Forster",98426,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
62,"Motley Crew","Post Malone",97516,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
63,blau,LUNA,97182,https://open.spotify.com/track/75J8OuOkEyMIG9scAuuwew
64,NDA,"Billie Eilish",97115,https://open.spotify.com/track/38GBNKZUhfBkk3oNlWzRYd
65,"Little Bit of Love","Tom Grennan",96854,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
66,"Vergesse nie die Street","RAF Camora",96556,https://open.spotify.com/track/3ZDXLSUZpKx8pspNBOdVr5
67,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,94814,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
68,"Head & Heart (feat. MNEK)","Joel Corry",94212,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
69,Eternity,Elias,93165,https://open.spotify.com/track/34YadxBGkKUSCJ3mZ5IIhy
70,BED,"Joel Corry",92878,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
71,"Fireworks (feat. Moss Kena & The Knocks)","Purple Disco Machine",92617,https://open.spotify.com/track/1kTlT3phtU2yqTJYT1x6hb
72,"61 Grad",Endzone,92597,https://open.spotify.com/track/5Z7J2Au61uO7K1ZPNG1eTv
73,Roller,"Apache 207",91201,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
