,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Sommergewitter,Pashanim,684583,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
2,Beggin',Måneskin,548345,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
3,"Bad Habits","Ed Sheeran",468291,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
4,"STAY (with Justin Bieber)","The Kid LAROI",450885,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20
5,"I WANNA BE YOUR SLAVE",Måneskin,394496,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
6,"good 4 u","Olivia Rodrigo",378474,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
7,"Lieben wir","Shirin David",374155,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
8,SCHMETTERLING,Luciano,276636,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
9,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",253620,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
10,"Love Tonight - Edit",Shouse,246755,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
11,"Ramenez la coupe à la maison",Vegedream,243685,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
12,"MONTERO (Call Me By Your Name)","Lil Nas X",242060,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
13,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,235204,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
14,Schwarz,LEA,232016,https://open.spotify.com/track/0XpTuvT4Yueddiv20w6M9a
15,Durstlöscher,01099,216605,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
16,"Ich darf das","Shirin David",202351,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
17,"Motley Crew","Post Malone",200314,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
18,"Die zwei kenn ich","Capital Bra",195426,https://open.spotify.com/track/5enpyouTxbz2pK3qZpH5Qw
19,"Liege wieder wach",Jamule,194836,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
20,"Iko Iko (My Bestie)","Justin Wellington",186278,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
21,GHETTOGIRL,Capo,176390,https://open.spotify.com/track/0G5x5rALxKOkwicMjKta79
22,"Wenn ich wein",AYLIVA,170095,https://open.spotify.com/track/4Wuu6qS3D0Veevv2ZtbbrD
23,Redlight,Glockenbach,168596,https://open.spotify.com/track/24osWl0SQSyHzGyEMdf394
24,"Levitating (feat. DaBaby)","Dua Lipa",162948,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
25,"Because You Move Me",Tinlicker,156135,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
26,Extasy,"187 Strassenbande",155314,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
27,Run,OneRepublic,154158,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
28,Dinero,"Trinidad Cardona",153844,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
29,"King Kong",HBz,152166,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
30,Frisch,01099,149485,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
31,Madonna,Bausa,147748,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
32,"Daniel Lee",Ufo361,146400,https://open.spotify.com/track/11NL4WkilMYNvu1iQrzCLL
33,"Your Love (9PM)",ATB,145671,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
34,NDA,"Billie Eilish",144832,https://open.spotify.com/track/6uqyE384HDSsuwpoF4mjrL
35,"The Business",Tiësto,143008,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
36,"Astronaut In The Ocean","Masked Wolf",142859,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
37,"Following The Sun",SUPER-Hi,140379,https://open.spotify.com/track/2JzXBqTIVHYX43t7EcLyMs
38,"Cover Me In Sunshine",P!nk,137245,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
39,"BLESSED (feat. Capital Bra)",CRO,135305,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
40,PROMISE,Luciano,134103,https://open.spotify.com/track/2y50t3ORpk3mCj3mPxVG3V
41,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",131873,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
42,"Wasted Love (feat. Lagique)",Ofenbach,130415,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
43,"ZITTI E BUONI",Måneskin,128327,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
44,"Drink Ist Kalt",BHZ,126026,https://open.spotify.com/track/4rewc9tTT02T7Tfxpd0mo4
45,"Für dich (feat. ille & MABU)",lityway,125496,https://open.spotify.com/track/2e9SUhfqprCWCWNXcZNjxP
46,"Permission to Dance",BTS,123576,https://open.spotify.com/track/0LThjFY2iTtNdd4wviwVV2
47,GTA,Dardan,120928,https://open.spotify.com/track/1bQduKjv7s88QkGmzcxHMh
48,"Frag mich nicht","Miksu / Macloud",120465,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
49,KAMPFSPORT,"Farid Bang",120429,https://open.spotify.com/track/326YJamh2CKMWGH0EbQXM2
50,"Nice To Meet Ya (feat. Loredana)","Wes Nelson",119278,https://open.spotify.com/track/3YBptdhN3auOv82LEXosuJ
51,"Kiss Me More (feat. SZA)","Doja Cat",118581,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
52,"Fireworks (feat. Moss Kena & The Knocks)","Purple Disco Machine",117453,https://open.spotify.com/track/1kTlT3phtU2yqTJYT1x6hb
53,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",115111,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
54,River,"Tom Gregory",114849,https://open.spotify.com/track/6jmIUrOD5seJEh6Z6RP2xz
55,Rasputin,Majestic,112460,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
56,"Drei Uhr Nachts","Mark Forster",110599,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
57,"Little Bit of Love","Tom Grennan",109771,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
58,ELMAS,Luciano,109016,https://open.spotify.com/track/3g1xpWXrQT5KriZ381i9Zg
