,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Sommergewitter,Pashanim,873752,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
2,Beggin',Måneskin,608090,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
3,"I WANNA BE YOUR SLAVE",Måneskin,472752,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
4,"good 4 u","Olivia Rodrigo",464431,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
5,"Bad Habits","Ed Sheeran",392851,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
6,"Ramenez la coupe à la maison",Vegedream,361406,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
7,SCHMETTERLING,Luciano,350513,https://open.spotify.com/track/0it0PhmH2Tq2Xl5o49pdMo
8,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",303196,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
9,"MONTERO (Call Me By Your Name)","Lil Nas X",288441,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
10,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,256797,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
11,"Liege wieder wach",Jamule,255790,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
12,GTA,Dardan,249454,https://open.spotify.com/track/1bQduKjv7s88QkGmzcxHMh
13,"Ich darf das","Shirin David",241698,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
14,Durstlöscher,01099,239505,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
15,GHETTOGIRL,Capo,229781,https://open.spotify.com/track/3idbCPumlga23rxFA08fZE
16,"Vergib mir",NGEE,222395,https://open.spotify.com/track/6uMbcYQjDxHeZNMyQqT2t3
17,Dinero,"Trinidad Cardona",203704,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
18,"Wenn ich wein",AYLIVA,201153,https://open.spotify.com/track/4Wuu6qS3D0Veevv2ZtbbrD
19,Extasy,"187 Strassenbande",197713,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
20,"Iko Iko (My Bestie)","Justin Wellington",194330,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
21,"Levitating (feat. DaBaby)","Dua Lipa",191533,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
22,Shawty,"PA Sports",190513,https://open.spotify.com/track/3quQYEq6YMZmSmHpc2UKkc
23,"Drink Ist Kalt",BHZ,180118,https://open.spotify.com/track/4rewc9tTT02T7Tfxpd0mo4
24,Redlight,Glockenbach,174427,https://open.spotify.com/track/24osWl0SQSyHzGyEMdf394
25,"Astronaut In The Ocean","Masked Wolf",168330,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
26,"BLESSED (feat. Capital Bra)",CRO,168265,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
27,Madonna,Bausa,167221,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
28,Frisch,01099,165335,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
29,"ZITTI E BUONI",Måneskin,163597,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
30,MAHALLE,Capo,163496,https://open.spotify.com/track/7eXnaPqRon4nlnRRdaNubB
31,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",158417,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
32,"Your Love (9PM)",ATB,158116,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
33,Run,OneRepublic,154812,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
34,"Cover Me In Sunshine",P!nk,154584,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
35,"Frag mich nicht","Miksu / Macloud",153468,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
36,"You Right","Doja Cat",152031,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
37,"Insomnia (feat. Giant Rooks)",RIN,151846,https://open.spotify.com/track/3wvC1UaLIFHnUyq2u5KliM
38,Herzalarm,FiNCH,150286,https://open.spotify.com/track/4bLeejo8b8IuSWxwdKXEvY
39,"Oh Digga",Loredana,149233,https://open.spotify.com/track/68g2bb1Vb2NfARwZ4pLA4Z
40,"Fireworks (feat. Moss Kena & The Knocks)","Purple Disco Machine",148746,https://open.spotify.com/track/1kTlT3phtU2yqTJYT1x6hb
41,"The Business",Tiësto,148042,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
42,"King Kong",HBz,147945,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
43,Sommer,"Beatzarre & Djorkaeff",145933,https://open.spotify.com/track/3sqZwhR5UFmHAh1KLXGOgq
