,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Angst,"Apache 207",725180,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
2,7,Ufo361,531226,https://open.spotify.com/track/3ipliatTDndCmnYGaNiAbI
3,"Lost (feat. TOPIC42)",Samra,356181,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
4,"The Business",Tiësto,266475,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
5,"Mood (feat. iann dior)",24kGoldn,261962,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
6,"Head & Heart (feat. MNEK)","Joel Corry",236579,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
7,Whoopty,CJ,223381,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
8,Verlierer,LUNA,218944,https://open.spotify.com/track/6ZklqpekeC0KFGzyFVjQuj
9,"All We Got (feat. KIDDO)","Robin Schulz",217194,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
10,Goosebumps,HVME,212373,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
11,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,205716,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
12,HOLIDAY,"Lil Nas X",202288,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
13,"WITHOUT YOU","The Kid LAROI",198776,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
14,"Blinding Lights","The Weeknd",198040,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
15,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",196655,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
16,SHAWTY,Luciano,195573,https://open.spotify.com/track/2zeWbdSyAcN0O0r7em4j3B
17,Europol,"Miami Yacine",188315,https://open.spotify.com/track/25UeoyPPgMgvmQVhUBhlow
18,"gebe auf.",Lune,186670,https://open.spotify.com/track/1upzszB5JxMfNUEBmkcgaO
19,Angeklagt,"Bonez MC",179973,https://open.spotify.com/track/5eu4Lxm5TlI0tKSTTDWJAT
20,"istanbul freestyle",Pashanim,179918,https://open.spotify.com/track/2ZiltmlAPVrh2ZSDlrxwsE
21,"Centre Court",Bausa,173383,https://open.spotify.com/track/6Xlske5nAmkPb123IfyZ5S
22,Afterglow,"Ed Sheeran",170559,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
23,"Paradise (feat. Dermot Kennedy)",MEDUZA,169938,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
24,"junge ceos",Pashanim,159215,https://open.spotify.com/track/7BBmK5XPK2nKfWMFtxgOJJ
25,"you broke me first","Tate McRae",159208,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
26,"Love Not War (The Tampa Beat)","Jason Derulo",153717,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
27,"Jerusalema (feat. Nomcebo Zikode)","Master KG",153595,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
28,"What You Know Bout Love","Pop Smoke",147008,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
29,Anyone,"Justin Bieber",145635,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
30,Paradise,VIZE,141835,https://open.spotify.com/track/2qpZjutAe3pstQsjwSXQb4
31,Roller,"Apache 207",140739,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
32,Hypnotized,"Purple Disco Machine",137216,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
33,"Prisoner (feat. Dua Lipa)","Miley Cyrus",134934,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
34,"Therefore I Am","Billie Eilish",134045,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
35,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,133724,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
36,"ka je",Dardan,133427,https://open.spotify.com/track/0IhTszc48NK2EBCvvc1KKU
37,"Roses - Imanbek Remix","SAINt JHN",133235,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
38,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",129677,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
39,Bläulich,"Apache 207",124255,https://open.spotify.com/track/2WRTnY0slmFgWcrmEr8dPj
40,Elbe,Bozza,123023,https://open.spotify.com/track/2kvJnNMqnimkCZUUWjOINy
41,"1,50",KASIMIR1441,122793,https://open.spotify.com/track/0FUDSjFuqeVwGFVsZMByZp
42,Unterwegs,KitschKrieg,122540,https://open.spotify.com/track/7mrWTjhYctgEQb0lJKrVWy
43,"Breaking Me",Topic,122339,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
44,Airwaves,Pashanim,118606,https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD
45,"FN21 (feat. Olexesh)","Celo & Abdi",118163,https://open.spotify.com/track/4iPElkkIU4A0QZQOntwNlA
46,Lovefool,twocolors,117134,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
47,"Blutige Tränen X Rockstar",Jamule,114453,https://open.spotify.com/track/3dX5xqgjvDCtwth8zyso6n
