,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"good 4 u","Olivia Rodrigo",464733,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
2,Sommer,"Beatzarre & Djorkaeff",313525,https://open.spotify.com/track/3sqZwhR5UFmHAh1KLXGOgq
3,"Ich darf das","Shirin David",292698,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
4,"Liege wieder wach",Jamule,282843,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
5,"I WANNA BE YOUR SLAVE",Måneskin,280038,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
6,DRILLA,Luciano,274349,https://open.spotify.com/track/4P9lNdUhVPhwfVxZlgjWlL
7,Rosenkrieg,Loredana,259152,https://open.spotify.com/track/6DiaHETMcKdX7FwuGXwp1O
8,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",258621,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
9,GHETTOGIRL,Capo,252658,https://open.spotify.com/track/3idbCPumlga23rxFA08fZE
10,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,249514,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
11,"MONTERO (Call Me By Your Name)","Lil Nas X",236271,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
12,Extasy,"187 Strassenbande",222127,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
13,Beggin',Måneskin,203715,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
14,"ZITTI E BUONI",Måneskin,196766,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
15,"Drink Ist Kalt",BHZ,195341,https://open.spotify.com/track/2CF0s1PAImWgGhEr7W6iY2
16,"Frag mich nicht","Miksu / Macloud",189175,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
17,"BLESSED (feat. Capital Bra)",CRO,188102,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
18,"Levitating (feat. DaBaby)","Dua Lipa",178135,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
19,Madonna,Bausa,176702,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
20,"Your Love (9PM)",ATB,166735,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
21,"Astronaut In The Ocean","Masked Wolf",166731,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
22,Frisch,01099,162565,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
23,ELMAS,Luciano,161798,https://open.spotify.com/track/37yAd2kwEI9axbB6UznrOQ
24,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",160607,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
25,"HAPPY BIRTHDAY","Farid Bang",156630,https://open.spotify.com/track/3bmhalgSjoDFfDwdu21aws
26,"Cover Me In Sunshine",P!nk,155845,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
27,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",152574,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
28,"Lost Cause","Billie Eilish",150562,https://open.spotify.com/track/2xdwCJLfKCkat14mlgR26M
29,"The Business",Tiësto,149110,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
30,"Alles nach Plan","187 Strassenbande",145780,https://open.spotify.com/track/1fW5PpJSmPiVXAi0l92PHm
31,Traffic,Lucio101,143845,https://open.spotify.com/track/5KM1EXLcddixJNYv1Hqukk
32,"Wasted Love (feat. Lagique)",Ofenbach,143736,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
33,"Tu nicht so",badmómzjay,143128,https://open.spotify.com/track/4rs0jr2tC1Qg32Fm7zfdsT
34,Durstlöscher,01099,139303,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
35,"Leere Hände (feat. Sido & Samra)",SANTOS,135608,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
36,"Kiss Me More (feat. SZA)","Doja Cat",135327,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
37,"Vielen Dank","187 Strassenbande",134439,https://open.spotify.com/track/4xN9cgMVhYyhnugUFZdhcZ
38,Rasputin,Majestic,133613,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
39,"DU BIST DER FEHLER.",Lune,131969,https://open.spotify.com/track/7Fz8qYsfyRfUCKCzdiCiaV
40,Flugangst,FOURTY,130135,https://open.spotify.com/track/35sMaFXKwu4q4o19iLpdxC
41,"Iko Iko (My Bestie)","Justin Wellington",129200,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
42,Run,OneRepublic,127357,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
43,"Ohne Dich",KASIMIR1441,126661,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
44,"Girls Like Us","Zoe Wees",126616,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
45,"Head & Heart (feat. MNEK)","Joel Corry",121320,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
46,"Drei Uhr Nachts","Mark Forster",120179,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
47,"drivers license","Olivia Rodrigo",116405,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
48,"KIDS FROM THE BLOCK",Luciano,115762,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
49,ZART,Nimo,115588,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
50,BED,"Joel Corry",115553,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
51,Butter,BTS,115399,https://open.spotify.com/track/3VqeTFIvhxu3DIe4eZVzGq
52,"deja vu","Olivia Rodrigo",112515,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
53,"Ti Harro",Azet,112351,https://open.spotify.com/track/0WixzPVNqTdkvkm8WyBKxE
54,"Save Your Tears","The Weeknd",110911,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
55,"Fireworks (feat. Moss Kena & The Knocks)","Purple Disco Machine",108960,https://open.spotify.com/track/1kTlT3phtU2yqTJYT1x6hb
56,"Blinding Lights","The Weeknd",108754,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
57,"White Lies",VIZE,107580,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
58,"Another Love","Tom Odell",107391,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
59,3065,"AK AUSSERKONTROLLE",104687,https://open.spotify.com/track/4tow4iBkVBJvmvMohCygQH
60,"Build a Bitch","Bella Poarch",101538,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
61,"Little Bit of Love","Tom Grennan",101406,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
62,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,100786,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
63,Redlight,Glockenbach,100353,https://open.spotify.com/track/24osWl0SQSyHzGyEMdf394
64,Magia,"Alvaro Soler",99056,https://open.spotify.com/track/3KJ1QkwWObfuq54pgwTRyW
65,"Wer wenn nicht wir","Wincent Weiss",98835,https://open.spotify.com/track/4eNW5iyZwK6ZgyZTojV4vI
66,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",97668,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
67,"Fuck Love",Samo104,96451,https://open.spotify.com/track/0HhifV2v8vcNC4I3gpnwf3
68,Arcade,"Duncan Laurence",95806,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
69,"Mood (feat. iann dior)",24kGoldn,95285,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
70,Roller,"Apache 207",95219,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
71,RAPSTAR,"Polo G",94201,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
72,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",92297,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
73,"Faded Love",Leony,92240,https://open.spotify.com/track/3RcXFW8aiRYHRaDDYBqJ76
74,Dynamite,ILIRA,91931,https://open.spotify.com/track/3HqQpSTLHJRKDhulVacRFb
75,"Paradise (feat. Dermot Kennedy)",MEDUZA,91179,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
76,Lila,Kida,90220,https://open.spotify.com/track/4uzjXVcYivDXD5FHKwVVTR
77,"WITHOUT YOU","The Kid LAROI",90103,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
78,PEPPERMINT,Luciano,87946,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
79,BOUNCE,KALIM,87440,https://open.spotify.com/track/1SVI1xBJz23bUK3HrX8Kka
80,"Following The Sun",SUPER-Hi,86262,https://open.spotify.com/track/2JzXBqTIVHYX43t7EcLyMs
81,"Love Not War (The Tampa Beat)","Jason Derulo",82100,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
82,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,81729,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
83,"Follow You","Imagine Dragons",81481,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
84,"BAD EYEZ",Nimo,80341,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
85,traitor,"Olivia Rodrigo",80057,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
86,"Wellerman - Sea Shanty","Nathan Evans",79679,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
87,"Ramenez la coupe à la maison",Vegedream,79092,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
88,"Bessere Fehler",Nessi,78016,https://open.spotify.com/track/3qOgpguipSTOahuNq2z31T
89,"Wenn das Schicksal trifft","Kontra K",76379,https://open.spotify.com/track/1g7alT46CACdfftqj1wxm9
90,"All We Got (feat. KIDDO)","Robin Schulz",74024,https://open.spotify.com/track/1iAyJBksvAI6DQEnzv8l1E
91,"Heat Waves","Glass Animals",73853,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
92,"Alles nur Image",Soufian,73641,https://open.spotify.com/track/5afmVzxz4UwrFfnJeijzVK
93,"Love Again (feat. Alida)",Alok,73637,https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB
94,happier,"Olivia Rodrigo",73283,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
95,"DIS IS FASTLIFE",NGEE,73117,https://open.spotify.com/track/686JMwtROED9urmcVAwbUK
96,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",73016,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
97,WEEE,"Scorpion Gang",72383,https://open.spotify.com/track/5R2HaFZUDpMNo9RslRAkSf
98,"Ich ficke euch (alle)",K.I.Z,71698,https://open.spotify.com/track/0ggal2fI5xr8gtOVIhLKke
99,"Rise Up (feat. Vamero)",VINAI,71519,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
100,"you broke me first","Tate McRae",71207,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
101,"One More Time (feat. Alida)","Robin Schulz",70910,https://open.spotify.com/track/2REu6wX4KKrG6uGlTKVqu6
102,"Gangsta's Paradise",Coolio,70447,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
103,"Unterfickt und geistig behindert",K.I.Z,70442,https://open.spotify.com/track/52P6IsUUXpVlYagiqc9lo3
104,Airwaves,Pashanim,70253,https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD
105,"The One","Rea Garvey",69182,https://open.spotify.com/track/6j0l7Hjt6qeDCQnYBZuJXY
106,Freaks,"Surf Curse",68944,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
107,Bloodstream,twocolors,68875,https://open.spotify.com/track/236irGwQHCBQnRJs2zgoib
108,"Roses - Imanbek Remix","SAINt JHN",68801,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
109,Kinderkram,K.I.Z,68714,https://open.spotify.com/track/0674eBMZxpwxHWOz1pxly4
110,Lovefool,twocolors,68632,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
111,"Das ist alles von der Kunstfreiheit gedeckt","Danger Dan",68550,https://open.spotify.com/track/5axr5HmbZwBFHkc9mlU5aC
112,"King Kong",HBz,68023,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
113,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",67782,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
114,"Allein sein","Mario Novembre",67327,https://open.spotify.com/track/11NFxVnEwPDz4LjIyKazxV
115,Anytime,"Phil The Beat",67174,https://open.spotify.com/track/58VgSGe9D9xz3BSvY9Gpua
116,"My Head & My Heart","Ava Max",65890,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
117,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,65754,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
118,Runaway,AURORA,65316,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
119,"Goosebumps - Remix","Travis Scott",65108,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
120,"Watermelon Sugar","Harry Styles",64899,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
121,Goosebumps,HVME,64891,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
122,"Breaking Me",Topic,64805,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
123,"favorite crime","Olivia Rodrigo",64423,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
124,"Dance Monkey","Tones And I",63973,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
125,Clubhouse,SSIO,63968,https://open.spotify.com/track/0oSIYJiJNBXIMVCUEhsN1q
126,"Niemand bringt Marten um",Marteria,63883,https://open.spotify.com/track/0nYSnbFVX5ghrERjwVZgwZ
127,Unterwegs,KitschKrieg,63784,https://open.spotify.com/track/7mrWTjhYctgEQb0lJKrVWy
128,Filmriss,K.I.Z,62819,https://open.spotify.com/track/1b3thE0t0BxzLqCuRkqKZE
129,brutal,"Olivia Rodrigo",62737,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
130,Hypnotized,"Purple Disco Machine",61809,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
131,Whoopty,CJ,61706,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
132,Strip,Lena,61633,https://open.spotify.com/track/6YAbciQiCPFDURL31TgtdH
133,Ordentlich,t-low,61620,https://open.spotify.com/track/40mI1rlWiHarvMDtBvPnhW
134,Heimkommen,FOURTY,61033,https://open.spotify.com/track/64ZyI00DBUUigpTanQqA0l
135,"Favourite Artist",Ufo361,60629,https://open.spotify.com/track/6z7fOAKMA2CcnVzRrNR2T3
136,"Where The Lights Are Low","Toby Romeo",60353,https://open.spotify.com/track/0Cnb8XdGDMHAmIRBUJMkIS
137,"Easy Peasy",FiNCH,60247,https://open.spotify.com/track/6bW4olKzz8M2BRYNU1ASUi
138,"Rap über Hass",K.I.Z,60032,https://open.spotify.com/track/21ownMQ51Jqlv8si9CTI6R
139,"Someone You Loved","Lewis Capaldi",59729,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
140,"Savage Love (Laxed - Siren Beat)","Jawsh 685",59714,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
141,"Lost (feat. TOPIC42)",Samra,59388,https://open.spotify.com/track/6ScxCBZE1yKr8Y0Ynl7kTl
142,"Sweater Weather","The Neighbourhood",59043,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
143,"PHONKY TOWN",PlayaPhonk,58981,https://open.spotify.com/track/0BRbI3ZMPXuj9yA7ChDGOW
