,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Zukunft,"RAF Camora",842770,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L
2,Sommergewitter,Pashanim,816378,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
3,Beggin',Måneskin,625697,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
4,"Wenn ich geh",Jamule,547200,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
5,"Bad Habits","Ed Sheeran",537791,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
6,"STAY (with Justin Bieber)","The Kid LAROI",503620,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20
7,"I WANNA BE YOUR SLAVE",Måneskin,446078,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
8,"good 4 u","Olivia Rodrigo",426679,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
9,Benzin,"RAF Camora",410657,https://open.spotify.com/track/7aeNNhFoheKQOSEeQEbDrI
10,"Lieben wir","Shirin David",400463,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
11,Realität,"RAF Camora",372765,https://open.spotify.com/track/4aCtiux4NfWF0Kx88YAA5e
12,Chromosom,"RAF Camora",370199,https://open.spotify.com/track/1pxWHJuBJNCJPhj7biFzbN
13,Intro,"RAF Camora",351289,https://open.spotify.com/track/0M6quWAqeqAtZe7HP2a270
14,"Kapuze im Club","RAF Camora",344550,https://open.spotify.com/track/5oYyn8FqSRuOjMB4OVXqWk
15,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,344465,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
16,"Wenn es schlecht läuft","RAF Camora",327323,https://open.spotify.com/track/3iJHblQ5cJJdWY77WsyOqz
17,Mbappé,"Capital Bra",314268,https://open.spotify.com/track/0tjfduLn5jfa8bGTwZ2NgU
