,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Eine Pille","Bonez MC",664740,https://open.spotify.com/track/54mztWQ0VfH2pqw0jRROZC
2,"STAY (with Justin Bieber)","The Kid LAROI",559053,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
3,"Auf & Ab",Montez,526661,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
4,10von10,Pajel,522348,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
5,"Heat Waves","Glass Animals",506844,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
6,"Ich bin weg - BoroBoro",Samra,505142,https://open.spotify.com/track/1f6Paz0Vf1CPhcNDs1vMyR
7,"Baby 2.0",Zuna,497332,https://open.spotify.com/track/4mc0wGvP83zeFlhuatdyXM
8,2CB,"RAF Camora",477967,https://open.spotify.com/track/2r9gIpt17PhZv0y2nCpFHC
9,"Para Drill",Dardan,462747,https://open.spotify.com/track/1JOAfPOJkTIdrVdrYMF9LD
10,"Where Are You Now","Lost Frequencies",456492,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
11,"Immer wenn es regnet",Loredana,418931,https://open.spotify.com/track/1ET2yDvPFLjWGNUoZHPbSh
12,Shivers,"Ed Sheeran",414744,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r
13,"Blaues Licht","RAF Camora",403970,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
14,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",398196,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
15,"Belgisches Viertel",ART,388169,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
16,"Bad Habits","Ed Sheeran",377174,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
17,Sommergewitter,Pashanim,311886,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
18,"Love Tonight - Edit",Shouse,299085,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
19,OZEAN,KALIM,293900,https://open.spotify.com/track/3vQqFgN3bhO1Lim4yXzmi5
20,Beggin',Måneskin,265600,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
21,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",264446,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
22,Woman,"Doja Cat",256800,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
23,Polizei,"KC Rebell",255980,https://open.spotify.com/track/21nMasJVN7cJ9gxtxUEPsu
24,"Wenn du mich siehst","RAF Camora",250232,https://open.spotify.com/track/3AVC5l5wCEALuj4tg02uIL
25,leer,Milano,250113,https://open.spotify.com/track/7BCuji0Q2jK2kmt5RstQiS
26,"THATS WHAT I WANT","Lil Nas X",245102,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
27,"Gut im Geschäft","AK AUSSERKONTROLLE",244236,https://open.spotify.com/track/7yLsJKvUGkfjg8gkXSJhDF
28,"good 4 u","Olivia Rodrigo",242031,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
29,Crashen,t-low,239650,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
