,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mit Dir",Sido,449459,https://open.spotify.com/track/2xFMvrqk99biaLQavjufta
2,"Do It To It",ACRAZE,427631,https://open.spotify.com/track/20on25jryn53hWghthWWW3
3,abcdefu,GAYLE,402966,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
4,"Ein Jahr (feat. Montez)","Capital Bra",392971,https://open.spotify.com/track/1umWYzhtxWxlVvnvfWLbT4
5,"DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe)",KUMMER,373586,https://open.spotify.com/track/2FQRZLR31e3423Nmrgv0Pv
6,"Easy On Me",Adele,319671,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
7,Shivers,"Ed Sheeran",318695,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
8,"Heat Waves","Glass Animals",312444,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
9,"paris freestyle - skrilla remix",Pashanim,300209,https://open.spotify.com/track/6fuO9uk9wbjCHvQJqk2Qpx
10,"Where Are You Now","Lost Frequencies",286309,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
11,HIGH,Hava,271685,https://open.spotify.com/track/2PDM9Byxz5crB2IXuh2Oal
12,"Cold Heart - PNAU Remix","Elton John",270427,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
13,"All I Want for Christmas Is You","Mariah Carey",269164,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
14,"STAY (with Justin Bieber)","The Kid LAROI",260306,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
15,"Last Christmas",Wham!,256894,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
16,Pepas,Farruko,245590,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
17,B.I.B.O.,Dardan,237333,https://open.spotify.com/track/5F3sqL2deoeV2kr8Vn9H4V
18,"Auf & Ab",Montez,235272,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
19,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",221544,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
20,Toxic,BoyWithUke,210701,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
21,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",207422,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
22,Violett,Jamule,204873,https://open.spotify.com/track/6tTHWYH8frkyqwAvGjGvXS
23,NDA's,"Shirin David",194296,https://open.spotify.com/track/4mIWLMi5SAeX6FhnlaOj1y
24,Lautlos,"Mario Novembre",191511,https://open.spotify.com/track/3wyLJfkbukEpP3oMp6Typx
25,"Bad Habits","Ed Sheeran",186436,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
26,"Blaues Licht","RAF Camora",184649,https://open.spotify.com/track/2Oi1IJ6JEUX1aya9VUAA1Z
27,"Schlechtes Vorbild","Shirin David",183618,https://open.spotify.com/track/3y8BOdCyXS6xlJq75lBDKw
28,"Be a Hoe/Break a Hoe","Shirin David",173942,https://open.spotify.com/track/0AbWRjGhzZDlWEoUs4VOUQ
29,"Merry Christmas Everyone","Shakin' Stevens",173465,https://open.spotify.com/track/2TE4xW3ImvpltVU0cPcKUn
30,Späti,Gzuz,173041,https://open.spotify.com/track/1S4Ehm8b7O4n9lIy3uAMS1
31,"Oh My God",Adele,171239,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
32,10von10,Pajel,169138,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
33,"BLEIB' ÜBER NACHT (feat. Luciano)",KALIM,163825,https://open.spotify.com/track/6jnR8dYSsKNqj1lVVFT5R0
34,"Santa Tell Me","Ariana Grande",161982,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
35,"It's Beginning to Look a Lot like Christmas","Michael Bublé",161689,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
36,"Driving Home for Christmas - 2019 Remaster","Chris Rea",158974,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
37,Acapulco,"Jason Derulo",158095,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
38,"Underneath the Tree","Kelly Clarkson",154743,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
39,"Belgisches Viertel",ART,153520,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
40,"Babsi Bars","Shirin David",151903,https://open.spotify.com/track/6JOAAQNp721ZTe48yoX42A
41,Sommergewitter,Pashanim,149858,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
42,"Küsse wie Gift",LEA,149195,https://open.spotify.com/track/30YfM60marCBbIDOVxa7Lk
43,"Already Dead","Juice WRLD",149147,https://open.spotify.com/track/7qM1BWAsZMTYh4BcYLb0uQ
44,MONEY,LISA,148895,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
45,"Ghetto Gemälde",Anonym,148436,https://open.spotify.com/track/6TzjSTZpVkYuPKsBF4qg9u
46,"THATS WHAT I WANT","Lil Nas X",145266,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
47,"Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton",136549,https://open.spotify.com/track/0SvD6EdetxVtXei2JhkV4B
