,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"paris freestyle - skrilla remix",Pashanim,400551,https://open.spotify.com/track/6fuO9uk9wbjCHvQJqk2Qpx
2,Shivers,"Ed Sheeran",375253,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
3,B.I.B.O.,Dardan,353563,https://open.spotify.com/track/5F3sqL2deoeV2kr8Vn9H4V
4,"Heat Waves","Glass Animals",345770,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
5,"Where Are You Now","Lost Frequencies",318977,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
6,Gelebt,"KC Rebell",317562,https://open.spotify.com/track/2zc3acsVhebCn3oYmBh51v
7,"STAY (with Justin Bieber)","The Kid LAROI",282306,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
8,"Easy On Me",Adele,277951,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX
9,"Auf & Ab",Montez,267346,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
10,"Thunfisch & Weinbrand","Apache 207",266894,https://open.spotify.com/track/0m4ZKA2izLfFp74EOu5ob5
11,"Cold Heart - PNAU Remix","Elton John",266834,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
12,"BLEIB' ÜBER NACHT (feat. Luciano)",KALIM,259912,https://open.spotify.com/track/6jnR8dYSsKNqj1lVVFT5R0
13,Pepas,Farruko,258603,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
14,"Be a Hoe/Break a Hoe","Shirin David",250386,https://open.spotify.com/track/2NkKIjlfLa9o9Yfsq2tl99
15,"Do It To It",ACRAZE,239920,https://open.spotify.com/track/20on25jryn53hWghthWWW3
16,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",224261,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
17,"Canada Goose",Samra,220740,https://open.spotify.com/track/6CL9ip2mMQzm8atRzahP5F
18,"Bad Habits","Ed Sheeran",219378,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
19,Späti,Gzuz,218642,https://open.spotify.com/track/1S4Ehm8b7O4n9lIy3uAMS1
20,Raindrops,"Katja Krasavice",217397,https://open.spotify.com/track/3sZOiHgkXpDcilUBtHSixK
21,"Küsse wie Gift",LEA,215444,https://open.spotify.com/track/30YfM60marCBbIDOVxa7Lk
22,10von10,Pajel,211680,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
23,"Blaues Licht","RAF Camora",207785,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
24,"Dein Song",CRO,191972,https://open.spotify.com/track/4VIyBZioj5khxauaZJexks
25,MONEY,LISA,191660,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
26,"Belgisches Viertel",ART,190336,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
