,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Do It To It",ACRAZE,827735,https://open.spotify.com/track/20on25jryn53hWghthWWW3
2,Pepas,Farruko,524458,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
3,"10von10 - Remix",Pajel,515883,https://open.spotify.com/track/5aoj3AXkJ7K2h5r8mmD6FS
4,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,515788,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
5,"Cold Heart - PNAU Remix","Elton John",513567,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
6,abcdefu,GAYLE,482259,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
7,"Bad Habits","Ed Sheeran",458590,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
8,"allein allein",Ufo361,452593,https://open.spotify.com/track/0pA0BVXTONNqSldC9FdiaU
9,"STAY (with Justin Bieber)","The Kid LAROI",451612,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
10,"Heat Waves","Glass Animals",451027,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
11,Shivers,"Ed Sheeran",412850,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
12,Pourquoi,Samra,412758,https://open.spotify.com/track/6I36pBjiMiLQLF4cRMdtZ0
13,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",408397,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
14,"Where Are You Now","Lost Frequencies",392001,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
15,"Love Tonight - Edit",Shouse,368764,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
16,"The Motto",Tiësto,360871,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
17,"Mit Dir",Sido,348503,https://open.spotify.com/track/2xFMvrqk99biaLQavjufta
18,"I Gotta Feeling","Black Eyed Peas",346460,https://open.spotify.com/track/4kLLWz7srcuLKA7Et40PQR
19,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",331819,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
20,Rasputin,Majestic,330924,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
21,"Blinding Lights","The Weeknd",315935,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
22,"Memories (feat. Kid Cudi)","David Guetta",309546,https://open.spotify.com/track/0Xh6R6XLoTDRBYriQRgkHj
23,Acapulco,"Jason Derulo",309126,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
24,"DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe)",KUMMER,291883,https://open.spotify.com/track/2FQRZLR31e3423Nmrgv0Pv
25,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",287710,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
26,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",283441,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
27,"Head & Heart (feat. MNEK)","Joel Corry",276884,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
28,"Friendships (Lost My Love)","Pascal Letoublon",274157,https://open.spotify.com/track/0lQ2obtzmAsJu9xk3D6FqH
29,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",272945,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
30,"Blaues Licht","RAF Camora",266898,https://open.spotify.com/track/2Oi1IJ6JEUX1aya9VUAA1Z
31,"Rubinroter Wein",ART,265939,https://open.spotify.com/track/5aYQ6eeE2qIDI4Nkp3P4DP
32,Madonna,Bausa,260667,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
33,"Auf & Ab",Montez,257776,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
34,"The Business",Tiësto,255317,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
35,"good 4 u","Olivia Rodrigo",248451,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
36,"Butterfly (feat. NGEE)",Kurdo,237352,https://open.spotify.com/track/7t3ZSHztE2QmX8uxRpz0Qx
37,"Easy On Me",Adele,236126,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
38,Späti,Gzuz,230685,https://open.spotify.com/track/1S4Ehm8b7O4n9lIy3uAMS1
39,Thunder,"Gabry Ponte",228985,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
40,"paris freestyle - skrilla remix",Pashanim,226919,https://open.spotify.com/track/6fuO9uk9wbjCHvQJqk2Qpx
41,"Never Going Home",Kungs,225193,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
42,"Yeah! (feat. Lil Jon & Ludacris)",Usher,221232,https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX
43,Monsta,"Culcha Candela",213868,https://open.spotify.com/track/3RM5RpRDDdST1njqOMG141
44,"King Kong",HBz,213574,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
45,Infinity,"Jaymes Young",210727,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
46,10von10,Pajel,209916,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
47,"Blunt für dich",Jazeek,209388,https://open.spotify.com/track/2ez3Jmw9dFAJEGX1naEqBg
48,"Love Tonight - David Guetta Remix Edit",Shouse,204754,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
49,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,202828,https://open.spotify.com/track/4QNpBfC0zvjKqPJcyqBy9W
50,Wannabe,"Spice Girls",200269,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
51,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,199455,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
52,"Your Love (9PM)",ATB,197656,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
53,Roller,"Apache 207",196946,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
54,"Like A G6","Far East Movement",195305,https://open.spotify.com/track/5AyL2kgLtTWEu3qO3B9SqK
55,"Low (feat. T-Pain)","Flo Rida",193968,https://open.spotify.com/track/0CAfXk7DXMnon4gLudAp7J
56,"Levitating (feat. DaBaby)","Dua Lipa",193383,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
57,"Club Can't Handle Me (feat. David Guetta)","Flo Rida",192846,https://open.spotify.com/track/6ebkx7Q5tTxrCxKq4GYj0Y
58,S&M,Rihanna,191851,https://open.spotify.com/track/7ySUcLPVX7KudhnmNcgY2D
59,"Von Party zu Party",SXTN,189994,https://open.spotify.com/track/4h6UIDvGWTYZvu4BLf2GpO
60,Hangover,"Taio Cruz",188789,https://open.spotify.com/track/5pmL3RzOy3IvGFaSDi4hZL
61,Dynamite,"Taio Cruz",186556,https://open.spotify.com/track/2CEgGE6aESpnmtfiZwYlbV
62,Sommergewitter,Pashanim,185979,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
63,"Where The Lights Are Low","Toby Romeo",185754,https://open.spotify.com/track/0Cnb8XdGDMHAmIRBUJMkIS
64,"Heads Will Roll - A-Trak Remix","Yeah Yeah Yeahs",185065,https://open.spotify.com/track/5bs8OXiOt4BPF2FAnRFP1u
65,"Because You Move Me",Tinlicker,184679,https://open.spotify.com/track/1F80MEkZA9yTlpMQp9dhht
66,"Ich schwanke noch","Ikke Hüftgold",184661,https://open.spotify.com/track/6myefhZIHsPCDloC1iu8KS
67,"Dopamine (feat. Eyelar)","Purple Disco Machine",184436,https://open.spotify.com/track/5JBtWpLoGO62gb5vax505b
68,"Wasted Love (feat. Lagique)",Ofenbach,183518,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
69,Anytime,"Phil The Beat",180741,https://open.spotify.com/track/58VgSGe9D9xz3BSvY9Gpua
70,Beggin',Måneskin,176790,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
71,"My Universe",Coldplay,175689,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
72,"My Heart Goes (La Di Da) (feat. Topic)","Becky Hill",175418,https://open.spotify.com/track/2dWNKXTs5z7Iu1g0kYh4Xe
73,"Where Them Girls At (feat. Nicki Minaj & Flo Rida)","David Guetta",174697,https://open.spotify.com/track/7yO48FWUkqsrdxrwkGcnwl
74,"Rise Up (feat. Vamero)",VINAI,173373,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
75,"THATS WHAT I WANT","Lil Nas X",173322,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
76,"If You Really Love Me (How Will I Know)","David Guetta",171920,https://open.spotify.com/track/1V7bZ9gEIwFQpm8yGxRHNA
77,"Crazy In Love (feat. Jay-Z)",Beyoncé,169677,https://open.spotify.com/track/0TwBtDAWpkpM3srywFVOV5
78,Brooklyn,Glockenbach,167743,https://open.spotify.com/track/6VcBDMF2ykm5HDcJMVLRZW
79,"MONTERO (Call Me By Your Name)","Lil Nas X",167211,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
80,"Hey Ya!",Outkast,167210,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM
81,"Alors on danse - Radio Edit",Stromae,166462,https://open.spotify.com/track/2GYHyAoLWpkxLVa4oYTVko
82,"Roses - Imanbek Remix","SAINt JHN",165770,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
83,Jung,Jamule,162724,https://open.spotify.com/track/5wCdJxq3lbU71XllH2BuWW
84,"TO THE",GoldSkull,161979,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf
85,"I AM WOMAN","Emmy Meli",161718,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb
86,"What Is Love - 7"" Mix",Haddaway,160918,https://open.spotify.com/track/2IHaGyfxNoFPLJnaEg4GTs
87,"Genau so Eine",Gzuz,159943,https://open.spotify.com/track/46OCZYetGZYSxpKRJ8epzp
88,SUVs,Luciano,159834,https://open.spotify.com/track/01I8aPBUJIMzCtHsCVvmq5
89,"Timber (feat. Ke$ha)",Pitbull,158891,https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS
90,"White Lies",VIZE,157728,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
91,"Fireworks (feat. Moss Kena & The Knocks)","Purple Disco Machine",156834,https://open.spotify.com/track/5Iv4HuT9pKPi5WuE2ii3vs
92,"DJ Got Us Fallin' In Love (feat. Pitbull)",Usher,155364,https://open.spotify.com/track/4356Typ82hUiFAynbLYbPn
93,"Paradise (feat. Dermot Kennedy)",MEDUZA,154238,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
94,B.I.B.O.,Dardan,153711,https://open.spotify.com/track/5F3sqL2deoeV2kr8Vn9H4V
95,"Calabria (feat. Fallen Roses, Lujavo & Lunis)","Strange Fruits Music",153490,https://open.spotify.com/track/69Kuc3S2vAWbAxjXAmYg97
96,Sport,"Apache 207",153114,https://open.spotify.com/track/5ewhpp17f3pUSx9xCwC6b1
97,"All We Got (feat. KIDDO)","Robin Schulz",152765,https://open.spotify.com/track/1iAyJBksvAI6DQEnzv8l1E
98,"Belgisches Viertel",ART,150548,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
99,Paradise,VIZE,150524,https://open.spotify.com/track/2qpZjutAe3pstQsjwSXQb4
100,Toxic,BoyWithUke,149890,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
101,"Don't Start Now","Dua Lipa",149641,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
102,"Gimme Gimme Gimme (a man after midnight) - Club Mix",Syzz,149320,https://open.spotify.com/track/6HnMViOtSLFKr7KI8846Ek
103,"Mambo No. 5 (a Little Bit of...)","Lou Bega",149229,https://open.spotify.com/track/6x4tKaOzfNJpEJHySoiJcs
104,Woman,"Doja Cat",149104,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
105,"Ohne Dich",KASIMIR1441,147865,https://open.spotify.com/track/1BHgWnOYgtAHhMZU73co1D
106,BED,"Joel Corry",146408,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
107,"Atemlos durch die Nacht","Helene Fischer",144294,https://open.spotify.com/track/1cSXzDZt8vzuUp2XREQEJN
108,"Dancing Queen",ABBA,143792,https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr
109,"EveryTime I Cry","Ava Max",143483,https://open.spotify.com/track/0mV43B6pJWRjcM5TmzNe6d
110,"I Ke Harru",Eddin,143189,https://open.spotify.com/track/6KKEjDiimNHEHRixna4Dtt
111,"It'll Be Okay","Shawn Mendes",140529,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD
112,"Ohne mein Team","Bonez MC",138579,https://open.spotify.com/track/05Mp2UJulSttxQ4E6hQPH3
113,"The People",Common,135109,https://open.spotify.com/track/3r7WTNjlxxTXParQCQeGZ8
114,"Lemon Tree","Alle Farben",134893,https://open.spotify.com/track/6sGeBxS4PIEtZdWpgdnitV
115,"Young Right Now","Robin Schulz",133968,https://open.spotify.com/track/0JpEMzTHbt2zBIXrntrXzG
116,Extasy,"187 Strassenbande",131852,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
117,"The Final Countdown",Europe,131182,https://open.spotify.com/track/3MrRksHupTVEQ7YbA0FsZK
118,"Don't Stop Me Now - Remastered 2011",Queen,130911,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
119,"Hips Don't Lie (feat. Wyclef Jean)",Shakira,130801,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V
120,"Five More Hours",Deorro,130744,https://open.spotify.com/track/3MOECVkNshqHYTPt5DZcdN
121,"Gimme! Gimme! Gimme! (A Man After Midnight)",ABBA,130700,https://open.spotify.com/track/3vkQ5DAB1qQMYO4Mr9zJN6
122,Temperature,"Sean Paul",129976,https://open.spotify.com/track/0k2GOhqsrxDTAbFFSdNJjT
123,"Mood (feat. iann dior)",24kGoldn,129680,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
124,"Ein Jahr (feat. Montez)","Capital Bra",129130,https://open.spotify.com/track/1umWYzhtxWxlVvnvfWLbT4
125,Colorado,"Milky Chance",129088,https://open.spotify.com/track/35iR1qzexmbcUSgA01S4gI
126,Toxic,"Britney Spears",128168,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak
127,"Mr. Vain - Original Radio Edit","Culture Beat",127682,https://open.spotify.com/track/4ih3dyFZoeTdaeJW9mPbOI
128,"Null auf 100","Helene Fischer",127539,https://open.spotify.com/track/2YyIZVbxDKCWolKTcbdp6B
129,"Frag mich nicht","Miksu / Macloud",127526,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
130,"Ich darf das","Shirin David",126439,https://open.spotify.com/track/0i239e7IfbcMy4xx3FGMNz
131,"Summer Of '69","Bryan Adams",126304,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa
