,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Sommergewitter,Pashanim,903444,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
2,Beggin',Måneskin,596709,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
3,"I WANNA BE YOUR SLAVE",Måneskin,457404,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
4,"good 4 u","Olivia Rodrigo",454927,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
5,SCHMETTERLING,Luciano,367265,https://open.spotify.com/track/0it0PhmH2Tq2Xl5o49pdMo
6,"Ramenez la coupe à la maison",Vegedream,344531,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
7,"Bad Habits","Ed Sheeran",314365,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
8,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",306027,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
9,GTA,Dardan,289518,https://open.spotify.com/track/1bQduKjv7s88QkGmzcxHMh
10,"MONTERO (Call Me By Your Name)","Lil Nas X",276889,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
11,"Vergib mir",NGEE,258659,https://open.spotify.com/track/6uMbcYQjDxHeZNMyQqT2t3
12,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,250650,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
13,"Liege wieder wach",Jamule,241505,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
14,Durstlöscher,01099,230590,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
15,"Ich darf das","Shirin David",224808,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
16,GHETTOGIRL,Capo,223847,https://open.spotify.com/track/3idbCPumlga23rxFA08fZE
17,Dinero,"Trinidad Cardona",202653,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
18,Shawty,"PA Sports",200793,https://open.spotify.com/track/3quQYEq6YMZmSmHpc2UKkc
19,"Iko Iko (My Bestie)","Justin Wellington",197315,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
20,MAHALLE,Capo,193939,https://open.spotify.com/track/7eXnaPqRon4nlnRRdaNubB
21,"Levitating (feat. DaBaby)","Dua Lipa",190612,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
22,Extasy,"187 Strassenbande",190241,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
23,"Drink Ist Kalt",BHZ,187544,https://open.spotify.com/track/4rewc9tTT02T7Tfxpd0mo4
24,"Insomnia (feat. Giant Rooks)",RIN,184986,https://open.spotify.com/track/3wvC1UaLIFHnUyq2u5KliM
25,"Oh Digga",Loredana,180340,https://open.spotify.com/track/68g2bb1Vb2NfARwZ4pLA4Z
26,Herzalarm,FiNCH,171512,https://open.spotify.com/track/4bLeejo8b8IuSWxwdKXEvY
27,"BLESSED (feat. Capital Bra)",CRO,161323,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
28,"ZITTI E BUONI",Måneskin,159555,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
