,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Liege wieder wach",Jamule,505307,https://open.spotify.com/track/0ZqL6UhrqydZE4DaXvCMeT
2,"MONTERO (Call Me By Your Name)","Lil Nas X",436550,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
3,"Frag mich nicht","Miksu / Macloud",424837,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
4,"Allein sein","Mario Novembre",369452,https://open.spotify.com/track/11NFxVnEwPDz4LjIyKazxV
5,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,338329,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
6,"Leere Hände (feat. Sido & Samra)",SANTOS,337010,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
7,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",328127,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
8,Madonna,Bausa,325017,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
9,"Astronaut In The Ocean","Masked Wolf",290542,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
10,"KIDS FROM THE BLOCK",Luciano,284824,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
11,"Cover Me In Sunshine",P!nk,269178,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
12,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",259129,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
13,"Your Love (9PM)",ATB,248129,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
14,"Wasted Love (feat. Lagique)",Ofenbach,239312,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
15,"The Business",Tiësto,217907,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
16,"Ohne Dich",KASIMIR1441,213052,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
17,"Levitating (feat. DaBaby)","Dua Lipa",201713,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
18,"Drei Uhr Nachts","Mark Forster",197926,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
19,"Girls Like Us","Zoe Wees",192557,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
20,Aventador,Azet,191233,https://open.spotify.com/track/1Cyn9zw9ZakCeOsmbPwpxi
21,RAPSTAR,"Polo G",180154,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
22,"Save Your Tears","The Weeknd",178343,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
23,Runaway,AURORA,170731,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
24,"UNTER VERDACHT","Capital Bra",168499,https://open.spotify.com/track/54AnAMobwJ5ElDCTcPFJk5
25,ZART,Nimo,168104,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
26,Star,Samra,167261,https://open.spotify.com/track/7chi59IEpZJyTan2zwdagF
27,"BAD EYEZ",Nimo,166864,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
28,"WITHOUT YOU","The Kid LAROI",165337,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
29,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",163840,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
30,"Head & Heart (feat. MNEK)","Joel Corry",163214,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
31,"Faded Love",Leony,162696,https://open.spotify.com/track/3RcXFW8aiRYHRaDDYBqJ76
32,PEPPERMINT,Luciano,158939,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
33,"Kiss Me More (feat. SZA)","Doja Cat",158925,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
34,"Wer wenn nicht wir","Wincent Weiss",151621,https://open.spotify.com/track/5jYDCxuSx1mfApeWA4SlqX
35,"Paradise (feat. Dermot Kennedy)",MEDUZA,149724,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
36,BED,"Joel Corry",149040,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
37,Arcade,"Duncan Laurence",148527,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
38,Frisch,01099,146716,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
39,"Niemand bringt Marten um",Marteria,146437,https://open.spotify.com/track/0nYSnbFVX5ghrERjwVZgwZ
40,"Blinding Lights","The Weeknd",146290,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
41,"White Lies",VIZE,145082,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
42,"Love Again (feat. Alida)",Alok,143935,https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB
43,"drivers license","Olivia Rodrigo",141232,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
44,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,140907,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
45,Overdose,Jamule,140865,https://open.spotify.com/track/0iSNXzEBlNNJrqRiEIAw1s
46,"Love Not War (The Tampa Beat)","Jason Derulo",137546,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
47,"Fuck Love",Samo104,136926,https://open.spotify.com/track/0HhifV2v8vcNC4I3gpnwf3
48,"Unter dem Radar","AK AUSSERKONTROLLE",130863,https://open.spotify.com/track/4NOSbom2QAjXJoyoJZehGe
49,"Wellerman - Sea Shanty","Nathan Evans",129955,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
50,ANGEKOMMEN,Ufo361,128839,https://open.spotify.com/track/0MYlBBu6RZktCUKz9If4wF
51,"Mood (feat. iann dior)",24kGoldn,127340,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
52,Diebe,Samra,127327,https://open.spotify.com/track/3u4SMHeB0CqEIxLe2EejeZ
53,"Das ist alles von der Kunstfreiheit gedeckt","Danger Dan",125919,https://open.spotify.com/track/4ioQKdmkdBTkqjhfHeu4YU
54,Roller,"Apache 207",123531,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
55,Ordentlich,t-low,120128,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv
56,SUPERWOMAN,CRO,118396,https://open.spotify.com/track/4dal09q6f5ZYP20QefD23D
57,"Rise Up (feat. Vamero)",VINAI,118283,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
58,"Where The Lights Are Low","Toby Romeo",115428,https://open.spotify.com/track/0Cnb8XdGDMHAmIRBUJMkIS
59,"deja vu","Olivia Rodrigo",114823,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
60,"Deine Schuld",AYLIVA,112545,https://open.spotify.com/track/1dXz1boMWgpeiNcTK3jRtU
61,"Lost (feat. TOPIC42)",Samra,112161,https://open.spotify.com/track/6ScxCBZE1yKr8Y0Ynl7kTl
62,"Heat Waves","Glass Animals",111624,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
63,"My Head & My Heart","Ava Max",110040,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
64,Goosebumps,HVME,105257,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
65,"Another Love","Tom Odell",104760,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
66,"Hold On","Justin Bieber",103115,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
67,"The One","Rea Garvey",100289,https://open.spotify.com/track/6j0l7Hjt6qeDCQnYBZuJXY
68,"All We Got (feat. KIDDO)","Robin Schulz",97635,https://open.spotify.com/track/1iAyJBksvAI6DQEnzv8l1E
69,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",96729,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
70,"Rap hat mich gerettet","Miksu / Macloud",94394,https://open.spotify.com/track/0MToPNyHBXwCkzJYjv3QC2
71,"Floating Through Space",Sia,93518,https://open.spotify.com/track/0XwSUpdrF7nR7hVxbDs7mb
72,Dynamite,ILIRA,93275,https://open.spotify.com/track/3HqQpSTLHJRKDhulVacRFb
73,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,89583,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
74,"Wein für mich",KASIMIR1441,89441,https://open.spotify.com/track/5hCtPGRLgeF05Q902Qdxe2
75,Verpennt,"187 Strassenbande",88384,https://open.spotify.com/track/38ymFU7u5XorxpySYJT0FA
76,"Ramenez la coupe à la maison",Vegedream,87231,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
77,Lovefool,twocolors,86552,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
78,"you broke me first","Tate McRae",86529,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
79,"Heartbreak Anniversary",Giveon,86324,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
80,Whoopty,CJ,86218,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
81,"Roses - Imanbek Remix","SAINt JHN",85196,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
82,"HÖR NICHT AUF (feat. Teesy)",CRO,84697,https://open.spotify.com/track/1CLYKdAae2TfCAHZM752sm
83,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",84531,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
84,"Easy Peasy",FiNCH,84004,https://open.spotify.com/track/6bW4olKzz8M2BRYNU1ASUi
85,Airwaves,Pashanim,83355,https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD
86,Unterwegs,KitschKrieg,82938,https://open.spotify.com/track/7mrWTjhYctgEQb0lJKrVWy
87,"Irgendwann ist jetzt","Max Giesinger",82911,https://open.spotify.com/track/3gMi9DLCVNNAnj9URmWNlD
88,"Leave The Door Open","Bruno Mars",82149,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
89,"Wenn sie ruft","Miksu / Macloud",80693,https://open.spotify.com/track/2uCxBNk9jl1QsJ3R1Pb1q0
90,Anytime,"Phil The Beat",80097,https://open.spotify.com/track/58VgSGe9D9xz3BSvY9Gpua
91,"Goosebumps - Remix","Travis Scott",80037,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
92,"Never Not Try","Jan-Marten Block",79855,https://open.spotify.com/track/0AKxA0LR1eHNIiyg4KMZGy
93,"Breaking Me",Topic,79796,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
94,"Rohdiamant ٢٠٢٠",Samra,79658,https://open.spotify.com/track/4pVpnGzK2JTHpf01Iyg5VS
95,Hypnotized,"Purple Disco Machine",79562,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
