,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Sommergewitter,Pashanim,649574,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
2,Beggin',Måneskin,527918,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
3,"Bad Habits","Ed Sheeran",496541,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
4,"STAY (with Justin Bieber)","The Kid LAROI",476091,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20
5,Zukunft,"RAF Camora",427120,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L
6,"I WANNA BE YOUR SLAVE",Måneskin,379627,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
7,"good 4 u","Olivia Rodrigo",367980,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
8,"Wenn ich geh",Jamule,353590,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
9,"Lieben wir","Shirin David",311343,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
10,"Love Tonight - Edit",Shouse,308672,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
11,SCHMETTERLING,Luciano,256849,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
12,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,247044,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
13,"MONTERO (Call Me By Your Name)","Lil Nas X",235812,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
14,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",235232,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
15,Durstlöscher,01099,228708,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
16,"Ramenez la coupe à la maison",Vegedream,216384,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
17,Schwarz,LEA,203360,https://open.spotify.com/track/0XpTuvT4Yueddiv20w6M9a
18,"Ich darf das","Shirin David",194935,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
19,"Iko Iko (My Bestie)","Justin Wellington",193114,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
20,"Because You Move Me",Tinlicker,190104,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
21,"Liege wieder wach",Jamule,187539,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
22,"Vergesse nie die Street","RAF Camora",179642,https://open.spotify.com/track/3ZDXLSUZpKx8pspNBOdVr5
23,"Levitating (feat. DaBaby)","Dua Lipa",168408,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
24,"Motley Crew","Post Malone",167154,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
25,"King Kong",HBz,166293,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
