,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Madonna,Bausa,690174,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
2,"Ohne Dich",KASIMIR1441,474976,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
3,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",445268,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
4,"Astronaut In The Ocean","Masked Wolf",405918,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
5,"Keiner kann mich ficken!","187 Strassenbande",388093,https://open.spotify.com/track/7M4zWJmzuf8aZ2aEQUnzU3
6,"The Business",Tiësto,378568,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
7,"Your Love (9PM)",ATB,329823,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
8,"Save Your Tears","The Weeknd",296734,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
9,"drivers license","Olivia Rodrigo",292471,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
10,"BAD EYEZ",Nimo,282084,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
11,"White Lies",VIZE,273057,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
12,"WITHOUT YOU","The Kid LAROI",261779,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
13,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,250432,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
14,"All We Got (feat. KIDDO)","Robin Schulz",244408,https://open.spotify.com/track/1iAyJBksvAI6DQEnzv8l1E
15,"Head & Heart (feat. MNEK)","Joel Corry",244167,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
16,"Girls Like Us","Zoe Wees",242095,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
17,"Weisst wie es ist",Bausa,241811,https://open.spotify.com/track/2Roj3Kvhy5BCjkSSJ2Q3Nz
18,"No Comprendo",Jamule,240052,https://open.spotify.com/track/5ezbc8nalmV7JqLQQfHwTV
19,"Paradise (feat. Dermot Kennedy)",MEDUZA,235100,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
20,SMS,Samra,226692,https://open.spotify.com/track/65WZOMvIcnObuLEEZvlksc
21,"Blinding Lights","The Weeknd",226505,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
22,"Love Not War (The Tampa Beat)","Jason Derulo",225298,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
23,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,218251,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
24,"Mood (feat. iann dior)",24kGoldn,217667,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
25,"Lost (feat. TOPIC42)",Samra,216490,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
26,"Wellerman - Sea Shanty","Nathan Evans",204432,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
27,"Wenn sie ruft","Miksu / Macloud",203997,https://open.spotify.com/track/0O214XAfoQz8VVH83xpAjz
28,Goosebumps,HVME,203044,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
29,"Where The Lights Are Low","Toby Romeo",199667,https://open.spotify.com/track/0Cnb8XdGDMHAmIRBUJMkIS
30,Whoopty,CJ,193548,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
31,"Verdammt ich lieb' Dich","Mike Singer",193511,https://open.spotify.com/track/6PA5kMfB3Hbi7rFFKiRIf4
32,"My Head & My Heart","Ava Max",192528,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
33,Warum?,Ra'is,191338,https://open.spotify.com/track/6yhEFpIxCz0TXnEpKYoPjZ
34,"Rise Up (feat. Vamero)",VINAI,187648,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
35,Ordentlich,t-low,181733,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv
36,"Calling My Phone","Lil Tjay",181240,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
37,Angst,"Apache 207",177744,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
38,Roller,"Apache 207",174928,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
39,Arcade,"Duncan Laurence",170402,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
40,Subwoofer,"SHINSKY x DIMA",169082,https://open.spotify.com/track/5zPT86unoFaNP2J348n1p0
41,"Wer wenn nicht wir","Wincent Weiss",163847,https://open.spotify.com/track/5jYDCxuSx1mfApeWA4SlqX
42,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",162641,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
43,"VIP in der Psychiatrie",K.I.Z,157618,https://open.spotify.com/track/0Dpng1mlDYSt3X6506kdsT
44,Hypnotized,"Purple Disco Machine",155213,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
45,Afterglow,"Ed Sheeran",151826,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
46,Lonely,"Miksu / Macloud",142705,https://open.spotify.com/track/2YjkalYiseRDPYjpzLu8Vl
47,Verlierer,LUNA,141994,https://open.spotify.com/track/6ZklqpekeC0KFGzyFVjQuj
48,"Prisoner (feat. Dua Lipa)","Miley Cyrus",141654,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
49,"you broke me first","Tate McRae",141599,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
50,"Fly Away","Tones And I",137858,https://open.spotify.com/track/5ri4zqtWhG07hIuNNDWP76
51,"The One","Rea Garvey",137577,https://open.spotify.com/track/6j0l7Hjt6qeDCQnYBZuJXY
52,Adé,"PA Sports",137437,https://open.spotify.com/track/6ux4jXnopxlCQJM76XJRxf
53,"Jerusalema (feat. Nomcebo Zikode)","Master KG",137120,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
54,"Der letzte Tanz",Bosse,133199,https://open.spotify.com/track/3JtIS5WNPJokeMeEVnWWEM
55,"One More Time (feat. Alida)","Robin Schulz",127820,https://open.spotify.com/track/2REu6wX4KKrG6uGlTKVqu6
56,"Roses - Imanbek Remix","SAINt JHN",126328,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
57,Paradise,VIZE,124102,https://open.spotify.com/track/2qpZjutAe3pstQsjwSXQb4
58,Lovefool,twocolors,120668,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
