,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Sommergewitter,Pashanim,696470,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
2,Beggin',Måneskin,531384,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
3,"Lieben wir","Shirin David",528739,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
4,"good 4 u","Olivia Rodrigo",400319,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
5,"I WANNA BE YOUR SLAVE",Måneskin,398613,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
6,"Bad Habits","Ed Sheeran",349175,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
7,SCHMETTERLING,Luciano,307151,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
8,"Ramenez la coupe à la maison",Vegedream,283579,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
9,"Daniel Lee",Ufo361,264637,https://open.spotify.com/track/11NL4WkilMYNvu1iQrzCLL
10,PROMISE,Luciano,253790,https://open.spotify.com/track/2y50t3ORpk3mCj3mPxVG3V
11,"MONTERO (Call Me By Your Name)","Lil Nas X",247498,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
12,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",244282,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
13,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,243114,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
14,KAMPFSPORT,"Farid Bang",237771,https://open.spotify.com/track/326YJamh2CKMWGH0EbQXM2
15,"Ich darf das","Shirin David",228748,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
16,Schwarz,LEA,225932,https://open.spotify.com/track/0XpTuvT4Yueddiv20w6M9a
17,Durstlöscher,01099,212419,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
18,"Liege wieder wach",Jamule,197814,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
19,"Iko Iko (My Bestie)","Justin Wellington",184611,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
20,GHETTOGIRL,Capo,183816,https://open.spotify.com/track/0G5x5rALxKOkwicMjKta79
21,Dinero,"Trinidad Cardona",169408,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
22,"Levitating (feat. DaBaby)","Dua Lipa",167381,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
23,ARRIVED,Luciano,166157,https://open.spotify.com/track/65U2jvRzP5dqAj004FVtHw
24,"Love Tonight - Edit",Shouse,162078,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
25,"Wenn ich wein",AYLIVA,155561,https://open.spotify.com/track/4Wuu6qS3D0Veevv2ZtbbrD
26,FLYY,KALIM,151387,https://open.spotify.com/track/4HAzTQo22iVcz9KIkTjlpz
27,Redlight,Glockenbach,150037,https://open.spotify.com/track/24osWl0SQSyHzGyEMdf394
28,Extasy,"187 Strassenbande",144515,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
29,"Your Love (9PM)",ATB,144424,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
30,ELMAS,Luciano,143854,https://open.spotify.com/track/3g1xpWXrQT5KriZ381i9Zg
31,"Astronaut In The Ocean","Masked Wolf",143566,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
32,"Cover Me In Sunshine",P!nk,143172,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
33,GTA,Dardan,142289,https://open.spotify.com/track/1bQduKjv7s88QkGmzcxHMh
34,Frisch,01099,140740,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
35,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",138917,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
36,"Purple Rain",JAZN,138162,https://open.spotify.com/track/5nYkfmKEscQb8RdGfCYDln
37,"KIDS FROM THE BLOCK",Luciano,136872,https://open.spotify.com/track/1PA74X8eXACUS8WnUF5IqI
38,"Fireworks (feat. Moss Kena & The Knocks)","Purple Disco Machine",135462,https://open.spotify.com/track/1kTlT3phtU2yqTJYT1x6hb
39,Madonna,Bausa,133557,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
40,DRILLA,Luciano,133080,https://open.spotify.com/track/6NvSpY7aZpcO0SQUMWJECl
41,"The Business",Tiësto,132436,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
42,"Drink Ist Kalt",BHZ,132068,https://open.spotify.com/track/4rewc9tTT02T7Tfxpd0mo4
43,"Following The Sun",SUPER-Hi,129759,https://open.spotify.com/track/2JzXBqTIVHYX43t7EcLyMs
44,Run,OneRepublic,128971,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
45,"King Sonny Black",Bushido,128621,https://open.spotify.com/track/4qRJsMWWpezvWOiXpz96fp
46,"SOLL KOMMEN WER WILL",Luciano,127340,https://open.spotify.com/track/6hDXNYlSbJb5kpB3lfHxb0
47,"Wasted Love (feat. Lagique)",Ofenbach,127118,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
48,"BLESSED (feat. Capital Bra)",CRO,127021,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
49,PEPPERMINT,Luciano,127013,https://open.spotify.com/track/2TcWjEXtpzziW28yOEiUPJ
50,"ZITTI E BUONI",Måneskin,124217,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
51,Rasputin,Majestic,123221,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
52,"King Kong",HBz,122971,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
53,"Because You Move Me",Tinlicker,120313,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
54,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",116865,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
