,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,2CB,"RAF Camora",1015426,https://open.spotify.com/track/2r9gIpt17PhZv0y2nCpFHC
2,10von10,Pajel,681228,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
3,"STAY (with Justin Bieber)","The Kid LAROI",625412,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
4,"Auf & Ab",Montez,610367,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
5,"Roid Rage",Kollegah,534280,https://open.spotify.com/track/1NuypJsLPLx3sRGtq0U5rR
6,"Heat Waves","Glass Animals",467217,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
7,"Blaues Licht","RAF Camora",454141,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
8,"Bad Habits","Ed Sheeran",413337,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
9,"Sterne unterm Dach",badmómzjay,395658,https://open.spotify.com/track/0Gj6aUE3y9Pcjm9Lr3IcH9
10,DUFT,Nimo,387084,https://open.spotify.com/track/04JZSMxttodAJaA1bhrbJg
11,Sommergewitter,Pashanim,378251,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
12,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",374937,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
13,Moncler,SSIO,370862,https://open.spotify.com/track/6ekW1oiSgYxhXUwomHQzW0
14,"Belgisches Viertel",ART,349043,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
15,"Wenn du mich siehst","RAF Camora",333965,https://open.spotify.com/track/3AVC5l5wCEALuj4tg02uIL
16,"Love Tonight - Edit",Shouse,332157,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
17,2sad2disco,"Apache 207",330713,https://open.spotify.com/track/3HJKVymmisbtzi3s0hFCG4
18,50km/h,Azet,307071,https://open.spotify.com/track/2doQEUAL5bzUVG6fP07VWV
19,Beggin',Måneskin,303166,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
20,Woman,"Doja Cat",280610,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
21,Mandarinen,Shindy,269800,https://open.spotify.com/track/4HOWTItpwHvQSNyyiwWsPT
22,"good 4 u","Olivia Rodrigo",266933,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
23,Shivers,"Ed Sheeran",265149,https://open.spotify.com/track/6bQfNiqyCX7UaQSvVVGo4I
24,"Where Are You Now","Lost Frequencies",264291,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
25,"Fair Trade (with Travis Scott)",Drake,262137,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
26,Crashen,t-low,260599,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
27,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",253503,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
28,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,243596,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
29,"Because You Move Me",Tinlicker,238388,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
30,"61 Grad",Endzone,234065,https://open.spotify.com/track/5Z7J2Au61uO7K1ZPNG1eTv
31,"I WANNA BE YOUR SLAVE",Måneskin,231149,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
32,Sterne,Monet192,205988,https://open.spotify.com/track/2u6bOElAumW6DiNbOv69we
33,Vollmond,Eno,199695,https://open.spotify.com/track/7fAzrCS4F29tUvXxi4PcRR
34,"Wenn Du mich lässt",LEA,195890,https://open.spotify.com/track/6Ey7KSTV0Zx0fnxOw6bdK8
35,"Girls Want Girls (with Lil Baby)",Drake,194319,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
36,"Mit Mir",Loredana,192132,https://open.spotify.com/track/5RWOCS1epJ5Sm6Gu4k8FVo
37,"Lieben wir","Shirin David",186522,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
38,Colorado,"Milky Chance",182306,https://open.spotify.com/track/0eZmBWVC1HYayrP2fqQ7nu
39,"MONTERO (Call Me By Your Name)","Lil Nas X",180812,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
40,"King Kong",HBz,172520,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
41,"Chosen (feat. Ty Dolla $ign)",Blxst,171678,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
42,Habit,Laurell,168735,https://open.spotify.com/track/4bnutybG1itDcpyoQo2Uoc
43,Durstlöscher,01099,162666,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
44,"Im Schatten der Feigenbäume",Shindy,162233,https://open.spotify.com/track/0xE2vexzJ6Q2qtl3zT98BT
45,MONDSCHEIN,Lune,161405,https://open.spotify.com/track/6QOyA8xqk23lddgX62zfXh
46,Hurricane,"Kanye West",158380,https://open.spotify.com/track/0RbW8kWozrVSIGb4V13o0o
47,"Way 2 Sexy (with Future & Young Thug)",Drake,155496,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
48,SCHMETTERLING,Luciano,154838,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
49,"Iko Iko (My Bestie)","Justin Wellington",150120,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
50,"HAB NUR EINE BITTE.",Lune,149809,https://open.spotify.com/track/3wuZr8TDtyvJWVIpSKK4HZ
51,"If You Really Love Me (How Will I Know)","David Guetta",148187,https://open.spotify.com/track/1V7bZ9gEIwFQpm8yGxRHNA
52,"Liege wieder wach",Jamule,146632,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
53,"Need to Know","Doja Cat",143667,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
54,"Happier Than Ever","Billie Eilish",142552,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
55,Paradies,Samra,136365,https://open.spotify.com/track/0DsZj4PVVZjYCjhvibE5wp
56,Madonna,Bausa,135483,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
57,BASS,GRiNGO,134466,https://open.spotify.com/track/19YDxP2SobkJeJmiXS6i6K
58,"Love Tonight - David Guetta Remix Edit",Shouse,134117,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
