,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Auf & Ab",Montez,705212,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
2,"Blaues Licht","RAF Camora",632451,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
3,"STAY (with Justin Bieber)","The Kid LAROI",625994,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
4,Sommergewitter,Pashanim,505691,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
5,"Bad Habits","Ed Sheeran",470190,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
6,Beggin',Måneskin,415015,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
7,"Love Tonight - Edit",Shouse,322183,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
8,"good 4 u","Olivia Rodrigo",306860,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
9,"I WANNA BE YOUR SLAVE",Måneskin,298550,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
10,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",278798,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
11,"Wenn ich geh",Jamule,225391,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
12,"Because You Move Me",Tinlicker,220642,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
13,Zukunft,"RAF Camora",214462,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L
14,"Happier Than Ever","Billie Eilish",210569,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
15,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,209985,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
16,"Lieben wir","Shirin David",209798,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
17,"MONTERO (Call Me By Your Name)","Lil Nas X",207538,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
18,Durstlöscher,01099,190034,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
19,SCHMETTERLING,Luciano,185038,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
20,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",171319,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
21,"King Kong",HBz,164362,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
22,"Liege wieder wach",Jamule,162204,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
23,"Iko Iko (My Bestie)","Justin Wellington",160958,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
24,"Nese Don",Loredana,158680,https://open.spotify.com/track/6ZVpk9bSJGebJJzJmMocua
