,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Madonna,Bausa,479571,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
2,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",359135,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
3,"Astronaut In The Ocean","Masked Wolf",354772,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
4,"Ohne Dich",KASIMIR1441,339567,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
5,PEPPERMINT,Luciano,308816,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
6,Doublecup,"PA Sports",274119,https://open.spotify.com/track/0tcWtn95oGyM1OElWWos4q
7,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,270993,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
8,"The Business",Tiësto,266819,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
9,Ordentlich,t-low,258721,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv
10,"Niemand bringt Marten um",Marteria,249855,https://open.spotify.com/track/0nYSnbFVX5ghrERjwVZgwZ
11,"Your Love (9PM)",ATB,245689,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
12,"Augen überall (feat. Ano)",Samra,241396,https://open.spotify.com/track/4XPfAjrZAvkmIGh7MbKXLB
13,Fluch,Azet,236703,https://open.spotify.com/track/0MuUSRBlStYNy0IeSrjmEu
14,"WITHOUT YOU","The Kid LAROI",233695,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
15,"Save Your Tears","The Weeknd",232275,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
16,"drivers license","Olivia Rodrigo",229810,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
17,Aventador,"Capital Bra",220372,https://open.spotify.com/track/5T7pVU8KMd7hpyqfWt0nhy
