,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Auf & Ab",Montez,623358,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
2,10von10,Pajel,615465,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
3,"STAY (with Justin Bieber)","The Kid LAROI",609814,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
4,"Blaues Licht","RAF Camora",449801,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
5,"Bad Habits","Ed Sheeran",379264,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
6,Sommergewitter,Pashanim,373560,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
7,"Belgisches Viertel",ART,366344,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
8,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",349026,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
9,"Wenn du mich siehst","RAF Camora",342478,https://open.spotify.com/track/3hxJ3qXqg8ysYBF1QmO8Ir
10,"Heat Waves","Glass Animals",331685,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
11,"Love Tonight - Edit",Shouse,303553,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
12,Beggin',Måneskin,289576,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
13,"Mit Mir",Loredana,269356,https://open.spotify.com/track/5RWOCS1epJ5Sm6Gu4k8FVo
14,"good 4 u","Olivia Rodrigo",260711,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
15,Woman,"Doja Cat",258525,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
16,"61 Grad",Endzone,245269,https://open.spotify.com/track/5Z7J2Au61uO7K1ZPNG1eTv
17,Hurricane,"Kanye West",235620,https://open.spotify.com/track/0RbW8kWozrVSIGb4V13o0o
18,"I WANNA BE YOUR SLAVE",Måneskin,235597,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
19,Crashen,t-low,229283,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
20,"Because You Move Me",Tinlicker,227146,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
21,"Where Are You Now","Lost Frequencies",226730,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
22,Vollmond,Eno,209212,https://open.spotify.com/track/7fAzrCS4F29tUvXxi4PcRR
23,B.I.B.O.,Dardan,198038,https://open.spotify.com/track/5F3sqL2deoeV2kr8Vn9H4V
24,"Wenn Du mich lässt",LEA,197365,https://open.spotify.com/track/6Ey7KSTV0Zx0fnxOw6bdK8
25,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",193750,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
26,Ryu,Ufo361,187306,https://open.spotify.com/track/0t7XJbUWXL7Mow2ZLT50f8
27,"Lieben wir","Shirin David",187122,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
28,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,175250,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
29,"MONTERO (Call Me By Your Name)","Lil Nas X",172220,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
30,Colorado,"Milky Chance",169285,https://open.spotify.com/track/0eZmBWVC1HYayrP2fqQ7nu
31,Paradies,Samra,160213,https://open.spotify.com/track/0DsZj4PVVZjYCjhvibE5wp
32,"HAB NUR EINE BITTE.",Lune,157564,https://open.spotify.com/track/6gSXG57Sp2BmdEXMCopTIF
33,SCHMETTERLING,Luciano,157193,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
34,Habit,Laurell,156274,https://open.spotify.com/track/4bnutybG1itDcpyoQo2Uoc
35,"Chosen (feat. Ty Dolla $ign)",Blxst,156158,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
36,Durstlöscher,01099,153048,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
37,"Happier Than Ever","Billie Eilish",149191,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
38,"King Kong",HBz,148261,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
39,"Liege wieder wach",Jamule,147317,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
40,"Need to Know","Doja Cat",147128,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
41,"Off The Grid","Kanye West",143598,https://open.spotify.com/track/2gbMPBrBVj3CuNTLp2dHYs
42,"Take My Breath - Single Version","The Weeknd",139831,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
43,"Iko Iko (My Bestie)","Justin Wellington",138550,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
44,Rockstars,"PA Sports",137349,https://open.spotify.com/track/6P1jSLoccrZwr3pHE7OY6J
45,"Ich darf das","Shirin David",133932,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
46,Hops,"Capital Bra",132967,https://open.spotify.com/track/3uHLAMO1Ul2C8y7MbS4SVy
47,"Wenn ich geh",Jamule,129555,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
48,Jail,"Kanye West",129002,https://open.spotify.com/track/42ZrMq4BKsWDrrbMnMRYaK
49,"Money Movez","KC Rebell",123218,https://open.spotify.com/track/2JAaVRBZRAXBzHTIMgR436
50,Run,OneRepublic,121765,https://open.spotify.com/track/6KL88T4Ma4ABXqzgUoEwkd
51,"Love Tonight - David Guetta Remix Edit",Shouse,119888,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
52,Madonna,Bausa,118517,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
53,Zukunft,"RAF Camora",118274,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L
54,"If You Really Love Me (How Will I Know)","David Guetta",117670,https://open.spotify.com/track/1V7bZ9gEIwFQpm8yGxRHNA
55,"Für dich (feat. ille & MABU)",lityway,114857,https://open.spotify.com/track/2e9SUhfqprCWCWNXcZNjxP
56,"Your Love (9PM)",ATB,111747,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
57,"Following the Sun",SUPER-Hi,111225,https://open.spotify.com/track/5A5bLKdL5I3k3FTEQlAUw7
58,"CLOUD 7",Dardan,110162,https://open.spotify.com/track/7ksQkf6p0rF9CoDhxoePKn
59,"The Business",Tiësto,108743,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
60,"Frag mich nicht","Miksu / Macloud",108575,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
61,"Praise God","Kanye West",108280,https://open.spotify.com/track/0Zm7NKJgoKY6ZWwtoEUILK
62,Venus,Bausa,106995,https://open.spotify.com/track/0f9uqeifywK2mdO0lRVDAc
63,Tränen,Lucio101,106202,https://open.spotify.com/track/3cWzy2XDyZP5OT5MygdxHt
64,Extasy,"187 Strassenbande",104793,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
65,Frisch,01099,103327,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
66,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",103210,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
67,"Ramenez la coupe à la maison",Vegedream,103197,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
68,Redlight,Glockenbach,102275,https://open.spotify.com/track/24osWl0SQSyHzGyEMdf394
69,Pepas,Farruko,101533,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k
70,"Blinding Lights","The Weeknd",100161,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
71,Roller,"Apache 207",99585,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
72,"Wasted Love (feat. Lagique)",Ofenbach,97343,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
73,"In Da Getto","J Balvin",96832,https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ
74,"I GUESS I'M IN LOVE","Clinton Kane",93385,https://open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY
75,"Head & Heart (feat. MNEK)","Joel Corry",93153,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
76,GHETTOGIRL,Capo,91996,https://open.spotify.com/track/0G5x5rALxKOkwicMjKta79
77,"Kiss Me More (feat. SZA)","Doja Cat",91868,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
78,"Never Going Home",Kungs,91853,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
79,"Drei Uhr Nachts","Mark Forster",90731,https://open.spotify.com/track/6NMA5MsBDOqwQuVT3IbwNj
80,2055,"Sleepy Hallow",90552,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
81,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",90449,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
82,"Levitating (feat. DaBaby)","Dua Lipa",90218,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
83,River,"Tom Gregory",89720,https://open.spotify.com/track/6jmIUrOD5seJEh6Z6RP2xz
84,Schwarz,LEA,88137,https://open.spotify.com/track/0XpTuvT4Yueddiv20w6M9a
85,"Like I Can","Sam Smith",87927,https://open.spotify.com/track/0mJBiaODgK0XjOLCN5fItq
86,"Astronaut In The Ocean","Masked Wolf",87810,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
87,"Calabria (feat. Lujavo & Nito-Onna)","Strange Fruits Music",86924,https://open.spotify.com/track/6FATmkWp2Y6neyi2VVBUuu
88,"No Child Left Behind","Kanye West",86501,https://open.spotify.com/track/3onYsG7nB3FwEVHYYWCrIM
89,"Summer of Love (Shawn Mendes & Tainy)","Shawn Mendes",86369,https://open.spotify.com/track/0z8hI3OPS8ADPWtoCjjLl6
90,"Vamos a Marte (feat. Luis Fonsi)","Helene Fischer",86171,https://open.spotify.com/track/06sSAsjNx4eJawyXY3SXgB
91,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",85652,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
92,"Another Love","Tom Odell",85479,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
93,Moon,"Kanye West",84281,https://open.spotify.com/track/2Rd4eJ4KwXQQn2sMSToyUM
94,"BLESSED (feat. Capital Bra)",CRO,83641,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
95,"Ohne Dich",Veysel,83212,https://open.spotify.com/track/0AqrJySgoQIVVRK5ENFfyF
96,blau,LUNA,82290,https://open.spotify.com/track/75J8OuOkEyMIG9scAuuwew
97,Jonah,"Kanye West",80436,https://open.spotify.com/track/3gWzTnziivUYzqXtnvgN8q
98,Zuhälteraura,Kollegah,80191,https://open.spotify.com/track/1hRoprfptl47BWtW1Ylk8U
99,"Love Me Now (feat. Zoe Wees)",Kygo,79819,https://open.spotify.com/track/1c1sdxrYLIiuJOlE7PPttb
100,"NOCH EINMAL",reezy,78909,https://open.spotify.com/track/1rYai69NxMrwxFwzAbd7Pd
101,"Ohne Dich",KASIMIR1441,77055,https://open.spotify.com/track/1BHgWnOYgtAHhMZU73co1D
102,"Mood (feat. iann dior)",24kGoldn,76578,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
103,"Cover Me In Sunshine",P!nk,76472,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
104,Rasputin,Majestic,76130,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
105,"Ohne mein Team","Bonez MC",75869,https://open.spotify.com/track/05Mp2UJulSttxQ4E6hQPH3
106,"Paradise (feat. Dermot Kennedy)",MEDUZA,74612,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
107,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,74136,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
108,"Don't Go Yet","Camila Cabello",73982,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
109,BED,"Joel Corry",73958,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
110,"Jet Set - Single Version","Carmen Geiss",73379,https://open.spotify.com/track/6n7gZTdKDiY4CduwBpkgnX
111,Airwaves,Pashanim,72924,https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD
112,"Filet Mignon","KC Rebell",72583,https://open.spotify.com/track/2ppyU1JWnDDYd6jV98swkI
113,"Gangsta's Paradise",Coolio,71937,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
114,"I Got A Feeling","Felix Jaehn",71389,https://open.spotify.com/track/67khZBWjxlHg85xcwdySjS
115,Strip,Lena,70689,https://open.spotify.com/track/6YAbciQiCPFDURL31TgtdH
116,"Believe What I Say","Kanye West",70188,https://open.spotify.com/track/73uxnSsFMeJ15POpd3zgrV
117,"Cold Heart - PNAU Remix","Elton John",70179,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
118,Wrecked,"Imagine Dragons",70158,https://open.spotify.com/track/2d1MywHy6FwKdzxFuSJnwl
119,Thunder,"Gabry Ponte",68901,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
120,"Get Into It (Yuh)","Doja Cat",68862,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
121,"Fireworks (feat. Moss Kena & The Knocks)","Purple Disco Machine",68545,https://open.spotify.com/track/1kTlT3phtU2yqTJYT1x6hb
122,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,68339,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
123,SAVAGE,KALIM,68309,https://open.spotify.com/track/6ffm65pPdwAxJApUEWP3yI
124,"WITHOUT YOU","The Kid LAROI",67904,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
125,3065,"AK AUSSERKONTROLLE",67673,https://open.spotify.com/track/4tow4iBkVBJvmvMohCygQH
126,Freaks,"Surf Curse",67655,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
127,"1976 (feat. Paul, Zachi & Gustav) - Remix",RIN,67466,https://open.spotify.com/track/6mcY2HMOrOCyolrl0ijZA2
128,"Alles nach Plan","187 Strassenbande",67108,https://open.spotify.com/track/1fW5PpJSmPiVXAi0l92PHm
129,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",66987,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
130,"Rise Up (feat. Vamero)",VINAI,66796,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
131,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",66619,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
132,"Heaven and Hell","Kanye West",66603,https://open.spotify.com/track/2ZUJsR8HEktit58X6FuPQM
133,"In the End","Linkin Park",66565,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
134,"Save Your Tears","The Weeknd",66225,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
135,"Wenn ich wein",AYLIVA,65206,https://open.spotify.com/track/4Wuu6qS3D0Veevv2ZtbbrD
136,"Rote Augen 2",Kalazh44,65154,https://open.spotify.com/track/5eaGYeLg9N3ngZVd0DUWQm
137,"Little Bit of Love","Tom Grennan",64649,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
138,"Ok Ok","Kanye West",64587,https://open.spotify.com/track/4VYEnxm7lmtG5sEEbcmORB
139,ELMAS,Luciano,64559,https://open.spotify.com/track/3g1xpWXrQT5KriZ381i9Zg
140,"Nese Don",Loredana,63071,https://open.spotify.com/track/6ZVpk9bSJGebJJzJmMocua
141,"Leere Hände (feat. Sido & Samra)",SANTOS,63051,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
142,"Love Not War (The Tampa Beat)","Jason Derulo",63024,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
143,"One to Make Her Happy",Pulsedriver,62965,https://open.spotify.com/track/4p4EJiDJtvf9MFFk6zEQad
144,"Motley Crew","Post Malone",62962,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
145,"drivers license","Olivia Rodrigo",62867,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
146,"Friendships (Lost My Love)","Pascal Letoublon",62859,https://open.spotify.com/track/0lQ2obtzmAsJu9xk3D6FqH
147,"Geh Allein",t-low,62451,https://open.spotify.com/track/1MAqcAU0vwCpDosgRzoEHV
148,Beethoven,Kenndog,62162,https://open.spotify.com/track/7rYCenkV4OXJgiUuKrhDCb
149,"6 Nullen (feat. Omar101)",Lucio101,62096,https://open.spotify.com/track/14UUBO41DkFSEA4NoRpFTq
150,"OHA Remix (feat. Luciano)","Summer Cem",62054,https://open.spotify.com/track/6XxDxfDeSl1IPlt1h77ZlY
151,"Roses - Imanbek Remix","SAINt JHN",62016,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
152,"Sweater Weather","The Neighbourhood",61745,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
153,"Drink Ist Kalt",BHZ,60955,https://open.spotify.com/track/4rewc9tTT02T7Tfxpd0mo4
154,"Girls Like Us","Zoe Wees",60925,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
155,Dinero,"Trinidad Cardona",59741,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
156,"Dance Monkey","Tones And I",59517,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
157,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",59400,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
158,"MONEY II","Farid Bang",59032,https://open.spotify.com/track/3SLNsDPrRMFVSV3B1wZh78
159,"Fuck Love",Samo104,59006,https://open.spotify.com/track/5TWILNgPPsX8Vweesc88zH
160,"ZITTI E BUONI",Måneskin,58889,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
161,"Tu nicht so",badmómzjay,58300,https://open.spotify.com/track/4rs0jr2tC1Qg32Fm7zfdsT
162,Magia,"Alvaro Soler",58245,https://open.spotify.com/track/1zxZ9yi8ddRPghXntx4U5Q
163,Unterwegs,KitschKrieg,57947,https://open.spotify.com/track/7mrWTjhYctgEQb0lJKrVWy
164,RAPSTAR,"Polo G",57851,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
165,"My Heart Goes (La Di Da) (feat. Topic)","Becky Hill",57749,https://open.spotify.com/track/2dWNKXTs5z7Iu1g0kYh4Xe
166,"Smells Like Teen Spirit",Nirvana,57670,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
167,Arcade,"Duncan Laurence",57574,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
168,Paradise,VIZE,57540,https://open.spotify.com/track/2qpZjutAe3pstQsjwSXQb4
169,Irrenhaus,"Harris & Ford",57356,https://open.spotify.com/track/4SR46lHTitWMTzRTwsFIa6
170,"family ties (with Kendrick Lamar)","Baby Keem",57299,https://open.spotify.com/track/7Bpx2vsWfQFBACRz4h3IqH
171,"Don't Be Shy",Tiësto,57248,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
172,traitor,"Olivia Rodrigo",57201,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
173,Lovefool,twocolors,57107,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
174,"Easy Peasy",FiNCH,56696,https://open.spotify.com/track/6bW4olKzz8M2BRYNU1ASUi
175,"Vermissen (feat. Henning May)",Juju,56082,https://open.spotify.com/track/07f2b3CTdgKKlhv0mqUksz
176,"DU BIST DER FEHLER.",Lune,55953,https://open.spotify.com/track/7Fz8qYsfyRfUCKCzdiCiaV
177,PEPPERMINT,Luciano,55790,https://open.spotify.com/track/2TcWjEXtpzziW28yOEiUPJ
178,"Saufen aufm Spielplatz",BroyS,55785,https://open.spotify.com/track/2qa4plPe9puo6TUIP3uKWT
179,Hauseingang,Pashanim,55642,https://open.spotify.com/track/3aLZ0s5ulFLcFCtIZQblpo
180,"jealousy, jealousy","Olivia Rodrigo",55637,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
181,"500 PS","Bonez MC",55630,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
182,"'Till I Collapse",Eminem,55608,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
183,"Liebe zu dritt",Provinz,55486,https://open.spotify.com/track/1CeL9v59rZeFX63hYI4eAO
184,"God Breathed","Kanye West",55311,https://open.spotify.com/track/1dPNJDYuW9QAtkOpK3eBvO
185,Ordentlich,t-low,55038,https://open.spotify.com/track/40mI1rlWiHarvMDtBvPnhW
186,"Without Me",Eminem,54658,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
187,"Low (feat. T-Pain)","Flo Rida",54331,https://open.spotify.com/track/0CAfXk7DXMnon4gLudAp7J
