,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blaues Licht","RAF Camora",828379,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
2,"STAY (with Justin Bieber)","The Kid LAROI",631069,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
3,"Auf & Ab",Montez,624593,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
4,Sommergewitter,Pashanim,612038,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
5,"Bad Habits","Ed Sheeran",571854,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
6,Beggin',Måneskin,534629,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
7,"Love Tonight - Edit",Shouse,401908,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
8,"good 4 u","Olivia Rodrigo",374048,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
9,"I WANNA BE YOUR SLAVE",Måneskin,367714,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
10,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,332571,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
11,"Wenn ich geh",Jamule,296888,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
12,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",286433,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
13,Zukunft,"RAF Camora",280080,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L
14,"Lieben wir","Shirin David",275870,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
15,"Because You Move Me",Tinlicker,265407,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
16,"Kapitel III","PA Sports",254850,https://open.spotify.com/track/6RzVaXlIIr8aQPGciqMN8q
17,Erlkönig,"Kool Savas",254282,https://open.spotify.com/track/1V3QUMgDGBUgDwWxbCydVy
18,"MONTERO (Call Me By Your Name)","Lil Nas X",251639,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
19,"Checkst du?!",badmómzjay,247158,https://open.spotify.com/track/6tXHhSUH7B9lY0a0PEwjpA
20,"Nese Don",Loredana,235984,https://open.spotify.com/track/6ZVpk9bSJGebJJzJmMocua
21,SCHMETTERLING,Luciano,234164,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
22,Durstlöscher,01099,229541,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
23,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",223672,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
24,"Iko Iko (My Bestie)","Justin Wellington",213423,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
25,"King Kong",HBz,209895,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
26,"Ramenez la coupe à la maison",Vegedream,201124,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
27,"Happier Than Ever","Billie Eilish",196526,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
28,"Ich darf das","Shirin David",189690,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
29,Schwarz,LEA,189196,https://open.spotify.com/track/0XpTuvT4Yueddiv20w6M9a
30,"Levitating (feat. DaBaby)","Dua Lipa",185938,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
31,"Liege wieder wach",Jamule,183817,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
32,"Love Tonight - David Guetta Remix Edit",Shouse,179570,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
