,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Frag mich nicht","Miksu / Macloud",613990,https://open.spotify.com/track/46zfTi4Wg6mmkOBPimtg6X
2,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",552815,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
3,Madonna,Bausa,503191,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
4,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,473725,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
5,"Astronaut In The Ocean","Masked Wolf",425470,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
6,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",418789,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
7,"MONTERO (Call Me By Your Name)","Lil Nas X",385752,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb
8,"Your Love (9PM)",ATB,357824,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
9,"The Business",Tiësto,342203,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
10,Verpennt,"187 Strassenbande",337850,https://open.spotify.com/track/38ymFU7u5XorxpySYJT0FA
11,"Wasted Love (feat. Lagique)",Ofenbach,322358,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
12,"Ohne Dich",KASIMIR1441,317337,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
13,PEPPERMINT,Luciano,294516,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
14,"Save Your Tears","The Weeknd",278002,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
15,"Girls Like Us","Zoe Wees",259644,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
16,"Cover Me In Sunshine",P!nk,253888,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
17,"BAD EYEZ",Nimo,251081,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
18,Ordentlich,t-low,249889,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv
19,"WITHOUT YOU","The Kid LAROI",234308,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
20,"Niemand bringt Marten um",Marteria,233029,https://open.spotify.com/track/0nYSnbFVX5ghrERjwVZgwZ
21,"LOW LIFE",Ufo361,233008,https://open.spotify.com/track/3IjfWBZrBISpcLhIMY44T6
22,"Head & Heart (feat. MNEK)","Joel Corry",225925,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
23,"Hold On","Justin Bieber",222588,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
24,"Paradise (feat. Dermot Kennedy)",MEDUZA,219746,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
25,"White Lies",VIZE,216353,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
26,"Wein für mich",KASIMIR1441,212094,https://open.spotify.com/track/5hCtPGRLgeF05Q902Qdxe2
27,"Love Not War (The Tampa Beat)","Jason Derulo",208000,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
28,"drivers license","Olivia Rodrigo",205748,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
29,Diebe,Samra,201834,https://open.spotify.com/track/4allObWlgZ21WeVKbxSIlk
30,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,200332,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
31,"Blinding Lights","The Weeknd",199142,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
32,"Rise Up (feat. Vamero)",VINAI,193025,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
33,"Where The Lights Are Low","Toby Romeo",192967,https://open.spotify.com/track/0Cnb8XdGDMHAmIRBUJMkIS
34,Goosebumps,HVME,190519,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
35,"Faded Love",Leony,190432,https://open.spotify.com/track/3RcXFW8aiRYHRaDDYBqJ76
36,"My Head & My Heart","Ava Max",187797,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
37,Roller,"Apache 207",187662,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
38,"Wellerman - Sea Shanty","Nathan Evans",186742,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
39,"Mood (feat. iann dior)",24kGoldn,179955,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
40,"Deine Schuld",AYLIVA,179442,https://open.spotify.com/track/1dXz1boMWgpeiNcTK3jRtU
41,"KUCK KUCK","Farid Bang",177779,https://open.spotify.com/track/4Eona1ug5YMm4EIWkMQvMQ
42,"Wer wenn nicht wir","Wincent Weiss",169669,https://open.spotify.com/track/5jYDCxuSx1mfApeWA4SlqX
43,Arcade,"Duncan Laurence",168691,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
44,"All We Got (feat. KIDDO)","Robin Schulz",158020,https://open.spotify.com/track/1iAyJBksvAI6DQEnzv8l1E
45,Whoopty,CJ,151238,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
46,Doublecup,"PA Sports",149992,https://open.spotify.com/track/5WBmID2b6tx4pUxDflbxUI
47,"Lost (feat. TOPIC42)",Samra,147269,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
48,BLOCK,Olexesh,142757,https://open.spotify.com/track/68V4Nqtj7mV5KaWrX041PT
49,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",140449,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
50,"Love Again (feat. Alida)",Alok,139552,https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB
51,Over,FOURTY,135227,https://open.spotify.com/track/7gPIhrFlUJa6nPraeucyHi
52,BED,"Joel Corry",122101,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
53,"Das ist alles von der Kunstfreiheit gedeckt","Danger Dan",120974,https://open.spotify.com/track/4ioQKdmkdBTkqjhfHeu4YU
54,"Easy Peasy",FiNCH,117996,https://open.spotify.com/track/6bW4olKzz8M2BRYNU1ASUi
55,Nesesari,"Kizz Daniel",117698,https://open.spotify.com/track/3YzhsBh8BRGxbMThPC3Ibw
56,"The One","Rea Garvey",117015,https://open.spotify.com/track/6j0l7Hjt6qeDCQnYBZuJXY
57,"Fuck Love",Samo104,116244,https://open.spotify.com/track/0HhifV2v8vcNC4I3gpnwf3
58,"you broke me first","Tate McRae",115836,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
59,"Heat Waves","Glass Animals",115738,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
60,Fluch,Azet,114957,https://open.spotify.com/track/0MuUSRBlStYNy0IeSrjmEu
61,Lonely,"Miksu / Macloud",113988,https://open.spotify.com/track/2YjkalYiseRDPYjpzLu8Vl
62,"Bis ich tot bin",Jumpa,113786,https://open.spotify.com/track/7FIkmLlwTJCK3CXrNIwXXX
63,Afterglow,"Ed Sheeran",113058,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
64,"Wenn sie ruft","Miksu / Macloud",112694,https://open.spotify.com/track/0O214XAfoQz8VVH83xpAjz
65,Frisch,01099,112493,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
66,Lovefool,twocolors,112486,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
67,"No Comprendo",Jamule,112323,https://open.spotify.com/track/5ezbc8nalmV7JqLQQfHwTV
68,"Roses - Imanbek Remix","SAINt JHN",112232,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
69,Angst,"Apache 207",112090,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
70,"Calling My Phone","Lil Tjay",111558,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
71,PAIN,KALIM,111401,https://open.spotify.com/track/5GUV8sDq4o2UnZn4NJJMBq
72,Aventador,"Capital Bra",111337,https://open.spotify.com/track/5T7pVU8KMd7hpyqfWt0nhy
73,Habibi,"Ricky Rich",110696,https://open.spotify.com/track/0PukrHFus6hVBHku8hrS0Z
