,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Extasy,"187 Strassenbande",731608,https://open.spotify.com/track/5OqIKA0ETzvxocl2IS7nV6
2,"Liege wieder wach",Jamule,533168,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
3,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,443331,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
4,ELMAS,Luciano,441608,https://open.spotify.com/track/37yAd2kwEI9axbB6UznrOQ
5,"BLESSED (feat. Capital Bra)",CRO,439178,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
6,"MONTERO (Call Me By Your Name)","Lil Nas X",415110,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
7,"Frag mich nicht","Miksu / Macloud",413952,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
8,Madonna,Bausa,333104,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
9,"Allein sein","Mario Novembre",323665,https://open.spotify.com/track/11NFxVnEwPDz4LjIyKazxV
10,"Leere Hände (feat. Sido & Samra)",SANTOS,320393,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
11,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",313220,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
12,"Astronaut In The Ocean","Masked Wolf",303728,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
13,3065,"AK AUSSERKONTROLLE",289942,https://open.spotify.com/track/4tow4iBkVBJvmvMohCygQH
14,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",276177,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
15,"Cover Me In Sunshine",P!nk,274813,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
16,"Your Love (9PM)",ATB,270919,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
17,"KIDS FROM THE BLOCK",Luciano,262463,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
18,"Wasted Love (feat. Lagique)",Ofenbach,259286,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
19,"Levitating (feat. DaBaby)","Dua Lipa",253415,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
20,"The Business",Tiësto,247694,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
21,"San Andreas",RIN,236484,https://open.spotify.com/track/1VuBab65w8vPFeFvREDA32
22,ZART,Nimo,221076,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
23,"Ohne Dich",KASIMIR1441,215617,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
24,"Drei Uhr Nachts","Mark Forster",215050,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
25,PUSSYBOY,Nimo,211604,https://open.spotify.com/track/6More9229VRrmQAHMe5o7d
26,"Your Power","Billie Eilish",207259,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
27,"Kiss Me More (feat. SZA)","Doja Cat",205160,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
28,Heimkommen,FOURTY,204048,https://open.spotify.com/track/64ZyI00DBUUigpTanQqA0l
29,BED,"Joel Corry",202720,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
30,"Wer wenn nicht wir","Wincent Weiss",198985,https://open.spotify.com/track/4eNW5iyZwK6ZgyZTojV4vI
31,"Girls Like Us","Zoe Wees",196282,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
32,"Head & Heart (feat. MNEK)","Joel Corry",193222,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
33,"Save Your Tears","The Weeknd",180173,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
34,Frisch,01099,178090,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
35,"Faded Love",Leony,175859,https://open.spotify.com/track/3RcXFW8aiRYHRaDDYBqJ76
36,RAPSTAR,"Polo G",175146,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
37,Rasputin,Majestic,174059,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
38,"Spiel ein Spiel",KASIMIR1441,170098,https://open.spotify.com/track/3D6SYYY9HnRzgnhSEvSgYk
39,"BAD EYEZ",Nimo,168341,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
40,"White Lies",VIZE,164805,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
41,"Blinding Lights","The Weeknd",163923,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
42,PEPPERMINT,Luciano,162629,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
43,"Love Again (feat. Alida)",Alok,162134,https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB
44,"WITHOUT YOU","The Kid LAROI",161029,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
45,"Fuck Love",Samo104,158051,https://open.spotify.com/track/0HhifV2v8vcNC4I3gpnwf3
46,"PINKY RING",Ufo361,156075,https://open.spotify.com/track/6hxUttbBVSshNTeW6OdLbx
47,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,155881,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
48,"Niemand bringt Marten um",Marteria,151389,https://open.spotify.com/track/0nYSnbFVX5ghrERjwVZgwZ
49,"Das ist alles von der Kunstfreiheit gedeckt","Danger Dan",150445,https://open.spotify.com/track/5axr5HmbZwBFHkc9mlU5aC
50,Runaway,AURORA,150158,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
51,Arcade,"Duncan Laurence",148086,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
52,Roller,"Apache 207",148031,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
53,"Love Not War (The Tampa Beat)","Jason Derulo",146135,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
54,"Paradise (feat. Dermot Kennedy)",MEDUZA,143653,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
55,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",139728,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
56,"Mood (feat. iann dior)",24kGoldn,139685,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
57,"Wellerman - Sea Shanty","Nathan Evans",137927,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
58,"drivers license","Olivia Rodrigo",137603,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
59,"Asphalt & Tennissocken","Kontra K",137102,https://open.spotify.com/track/3sT1dFHUVRx4xVvvcDHp03
60,"Rise Up (feat. Vamero)",VINAI,132738,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
61,"Miss The Rage (feat. Playboi Carti)","Trippie Redd",129456,https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
62,Dynamite,ILIRA,128684,https://open.spotify.com/track/3HqQpSTLHJRKDhulVacRFb
63,MANCHESTER,reezy,127437,https://open.spotify.com/track/1e2dv35yQh0yNKyZ6Nmw4h
64,"My Head & My Heart","Ava Max",122579,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
65,"Where The Lights Are Low","Toby Romeo",122424,https://open.spotify.com/track/0Cnb8XdGDMHAmIRBUJMkIS
66,Ordentlich,t-low,120593,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv
67,Overdose,Jamule,119516,https://open.spotify.com/track/2z7QFsLAqNTGEtgAU6rS6W
68,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",118112,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
69,Magia,"Alvaro Soler",117031,https://open.spotify.com/track/3KJ1QkwWObfuq54pgwTRyW
70,"Heat Waves","Glass Animals",116959,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
71,"deja vu","Olivia Rodrigo",113846,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
72,"All We Got (feat. KIDDO)","Robin Schulz",112036,https://open.spotify.com/track/1iAyJBksvAI6DQEnzv8l1E
73,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","DJ Khaled",111238,https://open.spotify.com/track/20GrahbI4AzAOWxpYfDKkf
74,"Floating Through Space",Sia,108777,https://open.spotify.com/track/0XwSUpdrF7nR7hVxbDs7mb
75,"Deine Schuld",AYLIVA,107305,https://open.spotify.com/track/1dXz1boMWgpeiNcTK3jRtU
76,"Another Love","Tom Odell",107169,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
77,Schizophren,Jamule,103761,https://open.spotify.com/track/1rdeP7Y3TSz6zVbejuGIFx
78,"Unter dem Radar","AK AUSSERKONTROLLE",103411,https://open.spotify.com/track/4NOSbom2QAjXJoyoJZehGe
79,Goosebumps,HVME,103397,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
80,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",103191,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
81,Paname,"Ardian Bujupi",101543,https://open.spotify.com/track/4I2dau4esPzwSTE21FI5Kg
82,Aventador,Azet,100958,https://open.spotify.com/track/1Cyn9zw9ZakCeOsmbPwpxi
83,Rockstar,TheDoDo,100769,https://open.spotify.com/track/48QdusJrsBgEPENzFVJgS0
84,"The One","Rea Garvey",100658,https://open.spotify.com/track/6j0l7Hjt6qeDCQnYBZuJXY
85,"Roses - Imanbek Remix","SAINt JHN",100100,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
86,Anytime,"Phil The Beat",98574,https://open.spotify.com/track/58VgSGe9D9xz3BSvY9Gpua
87,"Goosebumps - Remix","Travis Scott",98513,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
88,"Easy Peasy",FiNCH,98188,https://open.spotify.com/track/6bW4olKzz8M2BRYNU1ASUi
89,Unterwegs,KitschKrieg,98069,https://open.spotify.com/track/7mrWTjhYctgEQb0lJKrVWy
90,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,97222,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
91,"Follow You","Imagine Dragons",97031,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
92,Hypnotized,"Purple Disco Machine",96840,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
93,ANGEKOMMEN,Ufo361,96321,https://open.spotify.com/track/4dcuH2CsVfDjMQrJrBRhLX
94,"One More Time (feat. Alida)","Robin Schulz",95305,https://open.spotify.com/track/2REu6wX4KKrG6uGlTKVqu6
95,Airwaves,Pashanim,94888,https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD
96,"Weit Weg","Wincent Weiss",93775,https://open.spotify.com/track/3jUZQ7gpmKo7086nPjcACT
97,Lovefool,twocolors,93541,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
98,"Ramenez la coupe à la maison",Vegedream,93419,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
99,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",93267,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
100,Whoopty,CJ,92672,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
101,Paradise,VIZE,92541,https://open.spotify.com/track/2qpZjutAe3pstQsjwSXQb4
102,"Gangsta's Paradise",Coolio,91964,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
103,Run,OneRepublic,91576,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
104,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",91534,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
105,"Irgendwann ist jetzt","Max Giesinger",91350,https://open.spotify.com/track/3gMi9DLCVNNAnj9URmWNlD
106,"WITHOUT YOU (with Miley Cyrus)","The Kid LAROI",91233,https://open.spotify.com/track/1EHUQesfVKwbthtNcpBi9g
107,"UNTER VERDACHT","Capital Bra",90998,https://open.spotify.com/track/54AnAMobwJ5ElDCTcPFJk5
108,"Dance Monkey","Tones And I",90945,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
109,"Lost (feat. TOPIC42)",Samra,90607,https://open.spotify.com/track/6ScxCBZE1yKr8Y0Ynl7kTl
110,"Leave The Door Open","Bruno Mars",90061,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
111,"you broke me first","Tate McRae",89260,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
112,"Breaking Me",Topic,88458,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
113,"Savage Love (Laxed - Siren Beat)","Jawsh 685",88359,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
114,SUPERWOMAN,CRO,88233,https://open.spotify.com/track/39fpM7K4GUnqVkRkk9wgvA
115,Verpennt,"187 Strassenbande",86145,https://open.spotify.com/track/38ymFU7u5XorxpySYJT0FA
116,"Hold On","Justin Bieber",85685,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
117,"Ich ficke euch (alle)",K.I.Z,84518,https://open.spotify.com/track/6ONKZO5NqZvQpCpNdVnMhC
118,"Fly Away","Tones And I",84295,https://open.spotify.com/track/5ri4zqtWhG07hIuNNDWP76
119,Body,"Russ Millions",83969,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
120,"Iko Iko (My Bestie)","Justin Wellington",82633,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
121,"HÖR NICHT AUF (feat. Teesy)",CRO,82524,https://open.spotify.com/track/1t4HNI5XrtN3rq5zHDUbdT
122,Bläulich,"Apache 207",81885,https://open.spotify.com/track/2WRTnY0slmFgWcrmEr8dPj
123,Angst,"Apache 207",81490,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
124,"Watermelon Sugar","Harry Styles",81045,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
125,"LOW LIFE",Ufo361,80357,https://open.spotify.com/track/1mUPZ5KoCrjByCFcoK5EQA
126,"Heartbreak Anniversary",Giveon,80035,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
127,"Higher Power",Coldplay,79928,https://open.spotify.com/track/0939D7aT18uBDS2MTjWzct
128,"ALLES DOPE",CRO,79102,https://open.spotify.com/track/4J3biLjC3kOx2h82QTnNHK
129,Monet,Alligatoah,78633,https://open.spotify.com/track/2vS1HmVoOpvWeFKf7HnWdJ
130,"Memories (feat. Kid Cudi)","David Guetta",78456,https://open.spotify.com/track/0Xh6R6XLoTDRBYriQRgkHj
131,"Never Let Me Down",VIZE,77972,https://open.spotify.com/track/5TGcyccg8Hkgn9jB7gUpMN
132,READY,Ufo361,77950,https://open.spotify.com/track/5QuFo1KkBS188f11OVrlxl
133,"Der letzte Tanz",Bosse,77802,https://open.spotify.com/track/3JtIS5WNPJokeMeEVnWWEM
134,Afterglow,"Ed Sheeran",77340,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
