,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe)",KUMMER,472839,https://open.spotify.com/track/2FQRZLR31e3423Nmrgv0Pv
2,abcdefu,GAYLE,430247,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
3,"Mit Dir",Sido,406154,https://open.spotify.com/track/2xFMvrqk99biaLQavjufta
4,"All I Want for Christmas Is You","Mariah Carey",376908,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
5,"Last Christmas",Wham!,370304,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
6,"Do It To It",ACRAZE,359569,https://open.spotify.com/track/20on25jryn53hWghthWWW3
7,"Heat Waves","Glass Animals",330948,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
8,Sport,"Apache 207",290902,https://open.spotify.com/track/0rRn3j1DLkhEI6XL52Gaie
9,"STAY (with Justin Bieber)","The Kid LAROI",283857,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
10,"Auf & Ab",Montez,273854,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
11,"Where Are You Now","Lost Frequencies",272548,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
12,Shivers,"Ed Sheeran",269775,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
13,"paris freestyle - skrilla remix",Pashanim,260733,https://open.spotify.com/track/6fuO9uk9wbjCHvQJqk2Qpx
14,"Merry Christmas Everyone","Shakin' Stevens",250285,https://open.spotify.com/track/2TE4xW3ImvpltVU0cPcKUn
15,Schockstarre,Samra,247282,https://open.spotify.com/track/5iddrTFG7zJ4g9UkgpPxJv
16,"Ein Jahr (feat. Montez)","Capital Bra",241149,https://open.spotify.com/track/1umWYzhtxWxlVvnvfWLbT4
17,"Easy On Me",Adele,239450,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
18,"Santa Tell Me","Ariana Grande",237066,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
19,"Driving Home for Christmas - 2019 Remaster","Chris Rea",234374,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
20,"Cold Heart - PNAU Remix","Elton John",232728,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
21,"It's Beginning to Look a Lot like Christmas","Michael Bublé",226087,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
22,Pepas,Farruko,216301,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
23,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",214879,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
24,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",214070,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
25,"Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton",212865,https://open.spotify.com/track/0SvD6EdetxVtXei2JhkV4B
26,"Blaues Licht","RAF Camora",210097,https://open.spotify.com/track/2Oi1IJ6JEUX1aya9VUAA1Z
