,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ich darf das","Shirin David",577771,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
2,Extasy,"187 Strassenbande",488892,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
3,"Liege wieder wach",Jamule,446885,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
4,"Alles nach Plan","187 Strassenbande",394847,https://open.spotify.com/track/1fW5PpJSmPiVXAi0l92PHm
5,"MONTERO (Call Me By Your Name)","Lil Nas X",326190,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
6,"BLESSED (feat. Capital Bra)",CRO,301169,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
7,"Frag mich nicht","Miksu / Macloud",298381,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
8,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,288545,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
9,ELMAS,Luciano,256706,https://open.spotify.com/track/37yAd2kwEI9axbB6UznrOQ
10,"good 4 u","Olivia Rodrigo",254410,https://open.spotify.com/track/6PERP62TejQjgHu81OHxgM
11,Madonna,Bausa,247178,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
12,"Wenn das Schicksal trifft","Kontra K",239481,https://open.spotify.com/track/7AqFRTYoOtb7Unbi6SuUaj
13,"DU BIST DER FEHLER.",Lune,230106,https://open.spotify.com/track/7Fz8qYsfyRfUCKCzdiCiaV
14,"Leere Hände (feat. Sido & Samra)",SANTOS,229945,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
15,"Astronaut In The Ocean","Masked Wolf",224806,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
16,"Levitating (feat. DaBaby)","Dua Lipa",218945,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
17,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",217546,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
18,"KIDS FROM THE BLOCK",Luciano,201056,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
19,"Your Love (9PM)",ATB,198782,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
20,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",196381,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
21,ZART,Nimo,195058,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
22,Frisch,01099,193005,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
23,"Cover Me In Sunshine",P!nk,191908,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
24,"Allein sein","Mario Novembre",184163,https://open.spotify.com/track/11NFxVnEwPDz4LjIyKazxV
25,"Wasted Love (feat. Lagique)",Ofenbach,179724,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
26,"The Business",Tiësto,179216,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
27,"Kiss Me More (feat. SZA)","Doja Cat",174597,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
28,"Ohne Dich",KASIMIR1441,172605,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
29,"Une jam",Azet,163174,https://open.spotify.com/track/2VvjtaAG5bne9Jn5UbJhfX
30,"Täter Intensiv","187 Strassenbande",163059,https://open.spotify.com/track/1IQjulXWBd2vPI5AsWIidN
31,3065,"AK AUSSERKONTROLLE",156279,https://open.spotify.com/track/4tow4iBkVBJvmvMohCygQH
32,"Egal wie hoch",Jumpa,155650,https://open.spotify.com/track/158x2q6kkau2zOK8IzjO0d
33,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",155014,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
34,"Drei Uhr Nachts","Mark Forster",154837,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
35,Rasputin,Majestic,154791,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
36,"Fuck Love",Samo104,151975,https://open.spotify.com/track/0HhifV2v8vcNC4I3gpnwf3
37,Durstlöscher,01099,149146,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
38,GNRFT,"187 Strassenbande",146690,https://open.spotify.com/track/32AVIHCkuXtSYGmC3pbdwg
39,Verpennt,"187 Strassenbande",142993,https://open.spotify.com/track/0B3oydD4ATrmoBk1QMzNt6
40,RAPSTAR,"Polo G",140291,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
41,"Girls Like Us","Zoe Wees",140225,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
42,"Training Day","PA Sports",139218,https://open.spotify.com/track/2wQxtQMqn2PA5jT3nk5gee
43,"WITHOUT YOU","The Kid LAROI",138392,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
44,"Head & Heart (feat. MNEK)","Joel Corry",138341,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
45,High,"187 Strassenbande",135393,https://open.spotify.com/track/4jd831r8j3V5yI6tIOFuYP
46,"Save Your Tears","The Weeknd",133477,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
47,BED,"Joel Corry",132786,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
48,"Ganxta im CD Regal","187 Strassenbande",124782,https://open.spotify.com/track/7mmPRDxLVerjUcnBndTzAW
49,"Paradies - Sampler Version","187 Strassenbande",124059,https://open.spotify.com/track/2WXcbvwgAa3xrm7IfgeMjB
50,Run,OneRepublic,123472,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
51,Dynamite,ILIRA,118380,https://open.spotify.com/track/3HqQpSTLHJRKDhulVacRFb
52,"Blinding Lights","The Weeknd",118202,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
53,"Another Love","Tom Odell",118044,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
54,"drivers license","Olivia Rodrigo",117077,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
55,"Wer wenn nicht wir","Wincent Weiss",116943,https://open.spotify.com/track/4eNW5iyZwK6ZgyZTojV4vI
56,Heimkommen,FOURTY,116258,https://open.spotify.com/track/64ZyI00DBUUigpTanQqA0l
57,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,116070,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
58,PEPPERMINT,Luciano,114614,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
59,Nauti,"187 Strassenbande",114588,https://open.spotify.com/track/68OHWej2JvfhEPPE3MNWTB
60,"BAD EYEZ",Nimo,114114,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
61,"Faded Love",Leony,112627,https://open.spotify.com/track/3RcXFW8aiRYHRaDDYBqJ76
62,Arcade,"Duncan Laurence",112593,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
63,"White Lies",VIZE,112331,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
64,"Love Again (feat. Alida)",Alok,111490,https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB
65,Roller,"Apache 207",110085,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
66,Runaway,AURORA,109698,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
67,"Mood (feat. iann dior)",24kGoldn,107721,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
68,"Love Not War (The Tampa Beat)","Jason Derulo",106967,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
69,"San Andreas",RIN,106907,https://open.spotify.com/track/1VuBab65w8vPFeFvREDA32
70,"Rise Up (feat. Vamero)",VINAI,105155,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
71,"Little Bit of Love","Tom Grennan",104068,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
72,"Wellerman - Sea Shanty","Nathan Evans",102668,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
73,Magia,"Alvaro Soler",102346,https://open.spotify.com/track/3KJ1QkwWObfuq54pgwTRyW
74,"Paradise (feat. Dermot Kennedy)",MEDUZA,101738,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
