,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blaues Licht","RAF Camora",960910,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
2,Sommergewitter,Pashanim,688283,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
3,Beggin',Måneskin,604009,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
4,"Bad Habits","Ed Sheeran",567343,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
5,"STAY (with Justin Bieber)","The Kid LAROI",560606,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
6,"Nese Don",Loredana,476129,https://open.spotify.com/track/6ZVpk9bSJGebJJzJmMocua
7,"I WANNA BE YOUR SLAVE",Måneskin,410835,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
8,"good 4 u","Olivia Rodrigo",408047,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
9,"Rote Augen 2",Kalazh44,394354,https://open.spotify.com/track/5eaGYeLg9N3ngZVd0DUWQm
10,"Love Tonight - Edit",Shouse,383990,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
11,Zukunft,"RAF Camora",379841,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L
12,"Wenn ich geh",Jamule,361369,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
13,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,358675,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
14,"Showtime Fourever",Kollegah,339285,https://open.spotify.com/track/348bH3kD6zRt48AbiNQuUx
15,"Lieben wir","Shirin David",320758,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
16,"NUMMER EINS","Farid Bang",299434,https://open.spotify.com/track/6KkHGHOUVqpQrFuXG6qHE1
17,"MONTERO (Call Me By Your Name)","Lil Nas X",280524,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
18,SCHMETTERLING,Luciano,277960,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
19,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",260426,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
20,Durstlöscher,01099,249438,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
21,"Iko Iko (My Bestie)","Justin Wellington",242364,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
22,"Ramenez la coupe à la maison",Vegedream,237259,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
23,"Because You Move Me",Tinlicker,234633,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
24,"KILL KILL",Olexesh,231775,https://open.spotify.com/track/7o3GaH0I5jwxnb0fb3qMQU
25,Schwarz,LEA,216168,https://open.spotify.com/track/0XpTuvT4Yueddiv20w6M9a
26,"Ich darf das","Shirin David",208074,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
27,Tränen,Lucio101,206471,https://open.spotify.com/track/3cWzy2XDyZP5OT5MygdxHt
28,"King Kong",HBz,201334,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
29,"Levitating (feat. DaBaby)","Dua Lipa",200321,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
30,"Liege wieder wach",Jamule,196908,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
31,Redlight,Glockenbach,194117,https://open.spotify.com/track/24osWl0SQSyHzGyEMdf394
32,"Your Love (9PM)",ATB,185615,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
