,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blaues Licht","RAF Camora",883038,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
2,Sommergewitter,Pashanim,615317,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
3,Beggin',Måneskin,564381,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
4,"Bad Habits","Ed Sheeran",535365,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
5,"STAY (with Justin Bieber)","The Kid LAROI",505647,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
6,"good 4 u","Olivia Rodrigo",380033,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
7,"I WANNA BE YOUR SLAVE",Måneskin,375224,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
8,"Love Tonight - Edit",Shouse,361882,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
9,"Nese Don",Loredana,337632,https://open.spotify.com/track/6ZVpk9bSJGebJJzJmMocua
10,Zukunft,"RAF Camora",315672,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L
11,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,314264,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
12,"Wenn ich geh",Jamule,300388,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
13,"Lieben wir","Shirin David",274344,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
14,"MONTERO (Call Me By Your Name)","Lil Nas X",266412,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
15,"Rote Augen 2",Kalazh44,249047,https://open.spotify.com/track/5eaGYeLg9N3ngZVd0DUWQm
16,SCHMETTERLING,Luciano,243724,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
17,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",234902,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
18,"Iko Iko (My Bestie)","Justin Wellington",233021,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
19,Durstlöscher,01099,224597,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
20,"Because You Move Me",Tinlicker,217329,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
21,"Ramenez la coupe à la maison",Vegedream,214207,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
