,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Genau so Eine",Gzuz,526091,https://open.spotify.com/track/46OCZYetGZYSxpKRJ8epzp
2,"Last Christmas",Wham!,524741,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
3,"All I Want for Christmas Is You","Mariah Carey",505753,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
4,abcdefu,GAYLE,489646,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
5,"Mit Dir",Sido,466930,https://open.spotify.com/track/2xFMvrqk99biaLQavjufta
6,Jung,Jamule,426512,https://open.spotify.com/track/5wCdJxq3lbU71XllH2BuWW
7,"DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe)",KUMMER,418142,https://open.spotify.com/track/2FQRZLR31e3423Nmrgv0Pv
8,"Do It To It",ACRAZE,409768,https://open.spotify.com/track/20on25jryn53hWghthWWW3
9,"Driving Home for Christmas - 2019 Remaster","Chris Rea",376685,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
10,"Merry Christmas Everyone","Shakin' Stevens",361044,https://open.spotify.com/track/2TE4xW3ImvpltVU0cPcKUn
11,Narben,Bushido,343497,https://open.spotify.com/track/2KaIIKgiIKoAzZFYaWYexc
12,"Rubinroter Wein",ART,339974,https://open.spotify.com/track/5aYQ6eeE2qIDI4Nkp3P4DP
13,"Heat Waves","Glass Animals",327900,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
14,"500 PS",CRO,323127,https://open.spotify.com/track/5Y9LhJOI0QtJLO7xaUz4Dk
15,"Merry Christmas","Ed Sheeran",321168,https://open.spotify.com/track/0aoUM0zcu0kCX7Cv7O939I
16,Sanduhr,"KC Rebell",320935,https://open.spotify.com/track/0nw16t4oMO94LFlZfQd6jC
17,Snowman,Sia,317099,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq
18,"It's Beginning to Look a Lot like Christmas","Michael Bublé",308560,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
19,Shivers,"Ed Sheeran",307796,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
20,"Where Are You Now","Lost Frequencies",304631,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
21,"Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton",303373,https://open.spotify.com/track/0SvD6EdetxVtXei2JhkV4B
22,"Santa Tell Me","Ariana Grande",303157,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
23,"Underneath the Tree","Kelly Clarkson",298291,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
24,"ES IST WIE ES IST",NGEE,279693,https://open.spotify.com/track/7xx6S5PsAV7rziVCjCzDrl
25,"Auf & Ab",Montez,276252,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
26,"Cold Heart - PNAU Remix","Elton John",274443,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
27,"paris freestyle - skrilla remix",Pashanim,268242,https://open.spotify.com/track/6fuO9uk9wbjCHvQJqk2Qpx
