,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ohne Dich",KASIMIR1441,860518,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
2,"NO HUGS",Ufo361,735011,https://open.spotify.com/track/6lWncv0txvt3Qwf5jY3ogH
3,"drivers license","Olivia Rodrigo",464146,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
4,"ALLES DOPE",CRO,363099,https://open.spotify.com/track/7HZMdCSq7oUYmn6OHU6kSB
5,"The Business",Tiësto,355831,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
6,Angst,"Apache 207",346612,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
7,Paradies,Gzuz,343887,https://open.spotify.com/track/6qNLO4HzHeVvHxTaCFMXrf
8,Rapkiller,"Kool Savas",306886,https://open.spotify.com/track/1lcmuqFzLwI595hs4uOrnD
9,"Lost (feat. TOPIC42)",Samra,299761,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
10,Hell,"PA Sports",299269,https://open.spotify.com/track/1CFBjAXDYaKLyxGMrijeo1
11,"WITHOUT YOU","The Kid LAROI",275967,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
12,"Gece Gündüz",Murda,272092,https://open.spotify.com/track/4jq1WK3fiUU2SOhZ0iaMP1
13,"Ich will es Bar",Vega,271398,https://open.spotify.com/track/1mYLYGG6H38V0QdVxqpGCW
14,"HIGHWAY (feat. ELIF)","Katja Krasavice",268434,https://open.spotify.com/track/6QVxJg8q95hEuPgNRb56jK
15,Lonely,"Miksu / Macloud",267781,https://open.spotify.com/track/2YjkalYiseRDPYjpzLu8Vl
16,"All We Got (feat. KIDDO)","Robin Schulz",257805,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
17,Whoopty,CJ,254877,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
18,"Mood (feat. iann dior)",24kGoldn,245275,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
19,"Head & Heart (feat. MNEK)","Joel Corry",238807,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
20,"Paradise (feat. Dermot Kennedy)",MEDUZA,226680,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
21,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,223946,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
22,Goosebumps,HVME,223533,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
23,"Your Love (9PM)",ATB,216713,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
24,"Astronaut In The Ocean","Masked Wolf",212292,https://open.spotify.com/track/3Ofmpyhv5UAQ70mENzB277
25,Verlierer,LUNA,207150,https://open.spotify.com/track/6ZklqpekeC0KFGzyFVjQuj
26,"Blinding Lights","The Weeknd",196850,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
