,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Auf & Ab",Montez,714089,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
2,"STAY (with Justin Bieber)","The Kid LAROI",675113,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
3,"Blaues Licht","RAF Camora",518803,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
4,Sommergewitter,Pashanim,428019,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
5,"Bad Habits","Ed Sheeran",420713,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
6,Beggin',Måneskin,351195,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
7,"Im Schatten der Feigenbäume",Shindy,342478,https://open.spotify.com/track/4RXaGSgu3taiAD1ZjZtnF2
8,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",335846,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
9,"Love Tonight - Edit",Shouse,327250,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
10,"good 4 u","Olivia Rodrigo",286068,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
11,"I WANNA BE YOUR SLAVE",Måneskin,259289,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
12,"Because You Move Me",Tinlicker,236500,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
13,Venus,Bausa,229588,https://open.spotify.com/track/0f9uqeifywK2mdO0lRVDAc
14,Woman,"Doja Cat",225024,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
15,Crashen,t-low,224498,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
16,"Lieben wir","Shirin David",214443,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
17,"61 Grad",Endzone,205022,https://open.spotify.com/track/5Z7J2Au61uO7K1ZPNG1eTv
18,"Happier Than Ever","Billie Eilish",200142,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
19,"CLOUD 7",Dardan,196243,https://open.spotify.com/track/7ksQkf6p0rF9CoDhxoePKn
20,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,195167,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
21,"MONTERO (Call Me By Your Name)","Lil Nas X",191323,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
22,"HAB NUR EINE BITTE.",Lune,187353,https://open.spotify.com/track/6gSXG57Sp2BmdEXMCopTIF
23,1976,RIN,184056,https://open.spotify.com/track/0jTWSs2OyxzYIk1sF7sUsO
24,Durstlöscher,01099,180260,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
25,10von10,Pajel,178018,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
26,"Take My Breath - Single Version","The Weeknd",177933,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
27,"Where Are You Now","Lost Frequencies",173936,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
28,"King Kong",HBz,169340,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
29,"Heat Waves","Glass Animals",167725,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
30,Colorado,"Milky Chance",164860,https://open.spotify.com/track/0eZmBWVC1HYayrP2fqQ7nu
31,SCHMETTERLING,Luciano,161724,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
32,"Liege wieder wach",Jamule,159416,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
33,"Ich darf das","Shirin David",157292,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
34,"Need to Know","Doja Cat",152236,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
35,"Iko Iko (My Bestie)","Justin Wellington",151142,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
36,"Wenn ich geh",Jamule,150638,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
37,"MONEY II","Farid Bang",148993,https://open.spotify.com/track/3SLNsDPrRMFVSV3B1wZh78
38,SAVAGE,KALIM,144650,https://open.spotify.com/track/6ffm65pPdwAxJApUEWP3yI
39,"Love Tonight - David Guetta Remix Edit",Shouse,144643,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
40,Zukunft,"RAF Camora",143309,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L
41,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",141456,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
42,"Für dich (feat. ille & MABU)",lityway,137122,https://open.spotify.com/track/2e9SUhfqprCWCWNXcZNjxP
43,Schwarz,LEA,135740,https://open.spotify.com/track/0XpTuvT4Yueddiv20w6M9a
44,Run,OneRepublic,135526,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
45,Madonna,Bausa,134198,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
46,"Following the Sun",SUPER-Hi,131910,https://open.spotify.com/track/2sFbdDiEDpyCdP5nUCuGBm
