,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"good 4 u","Olivia Rodrigo",533398,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
2,"I WANNA BE YOUR SLAVE",Måneskin,433547,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
3,Beggin',Måneskin,394222,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
4,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,388134,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
5,Shawty,"PA Sports",383184,https://open.spotify.com/track/3quQYEq6YMZmSmHpc2UKkc
6,"Ich darf das","Shirin David",359900,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
7,Rotlichtsonate,Kollegah,357533,https://open.spotify.com/track/1wxnA0kd9ywcsxG2YABWwm
8,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",349330,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
9,"Liege wieder wach",Jamule,333921,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
10,"MONTERO (Call Me By Your Name)","Lil Nas X",307389,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
11,GHETTOGIRL,Capo,291068,https://open.spotify.com/track/3idbCPumlga23rxFA08fZE
12,Extasy,"187 Strassenbande",281539,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
13,Rosenkrieg,Loredana,251887,https://open.spotify.com/track/6DiaHETMcKdX7FwuGXwp1O
14,"BLESSED (feat. Capital Bra)",CRO,237557,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
15,Madonna,Bausa,236098,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
16,"Iko Iko (My Bestie)","Justin Wellington",235780,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
17,DRILLA,Luciano,235355,https://open.spotify.com/track/4P9lNdUhVPhwfVxZlgjWlL
18,Sommer,"Beatzarre & Djorkaeff",233640,https://open.spotify.com/track/3sqZwhR5UFmHAh1KLXGOgq
19,"Levitating (feat. DaBaby)","Dua Lipa",226130,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
20,"Your Love (9PM)",ATB,222964,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
21,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",208146,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
22,"The Business",Tiësto,207430,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
23,"Astronaut In The Ocean","Masked Wolf",206362,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
24,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",205907,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
25,"Wasted Love (feat. Lagique)",Ofenbach,204462,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
26,Frisch,01099,204301,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
27,"Frag mich nicht","Miksu / Macloud",203362,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
28,"Cover Me In Sunshine",P!nk,200019,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
29,Rasputin,Majestic,198073,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
