,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Frag mich nicht","Miksu / Macloud",461676,https://open.spotify.com/track/46zfTi4Wg6mmkOBPimtg6X
2,"MONTERO (Call Me By Your Name)","Lil Nas X",458744,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
3,"Leere Hände (feat. Sido & Samra)",SANTOS,367118,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
4,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",352070,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
5,Madonna,Bausa,333520,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
6,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,332870,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
7,"KIDS FROM THE BLOCK",Luciano,328929,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
8,"Astronaut In The Ocean","Masked Wolf",307920,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
9,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",271950,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
10,"UNTER VERDACHT","Capital Bra",270165,https://open.spotify.com/track/54AnAMobwJ5ElDCTcPFJk5
11,"Cover Me In Sunshine",P!nk,256349,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
12,"Your Love (9PM)",ATB,246616,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
13,"Wasted Love (feat. Lagique)",Ofenbach,237040,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
14,"Ohne Dich",KASIMIR1441,229894,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
15,"The Business",Tiësto,222785,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
16,ANGEKOMMEN,Ufo361,215764,https://open.spotify.com/track/0MYlBBu6RZktCUKz9If4wF
17,"Save Your Tears","The Weeknd",206746,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
18,RAPSTAR,"Polo G",202605,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
19,"Unter dem Radar","AK AUSSERKONTROLLE",196507,https://open.spotify.com/track/4NOSbom2QAjXJoyoJZehGe
20,"Girls Like Us","Zoe Wees",192430,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
21,"BAD EYEZ",Nimo,182853,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
22,PEPPERMINT,Luciano,181378,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
23,"Drei Uhr Nachts","Mark Forster",179831,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
24,"Levitating (feat. DaBaby)","Dua Lipa",177367,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
25,Runaway,AURORA,176777,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
26,"WITHOUT YOU","The Kid LAROI",173976,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
27,Overdose,Jamule,169436,https://open.spotify.com/track/0iSNXzEBlNNJrqRiEIAw1s
28,ZART,Nimo,162914,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
29,"Head & Heart (feat. MNEK)","Joel Corry",160587,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
