,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Wenn du mich siehst","RAF Camora",907690,https://open.spotify.com/track/3hxJ3qXqg8ysYBF1QmO8Ir
2,"Auf & Ab",Montez,805730,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
3,"STAY (with Justin Bieber)","The Kid LAROI",740842,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
4,"Blaues Licht","RAF Camora",588355,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
5,"Bad Habits","Ed Sheeran",480986,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
6,Sommergewitter,Pashanim,467614,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
7,Paradies,Samra,412781,https://open.spotify.com/track/0DsZj4PVVZjYCjhvibE5wp
8,"Love Tonight - Edit",Shouse,403233,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
9,Beggin',Måneskin,400439,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
10,Zuhälteraura,Kollegah,393543,https://open.spotify.com/track/1hRoprfptl47BWtW1Ylk8U
11,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",368914,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
12,"Im Schatten der Feigenbäume",Shindy,349169,https://open.spotify.com/track/4RXaGSgu3taiAD1ZjZtnF2
13,"NOCH EINMAL",reezy,334935,https://open.spotify.com/track/1rYai69NxMrwxFwzAbd7Pd
14,"good 4 u","Olivia Rodrigo",319533,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
15,"I WANNA BE YOUR SLAVE",Måneskin,288002,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
16,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,279252,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
17,"Because You Move Me",Tinlicker,278765,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
18,"Drei Shotzzz","PA Sports",272144,https://open.spotify.com/track/34vzWmZJX1lUxe933mTtNc
19,"OHA Remix (feat. Luciano)","Summer Cem",267619,https://open.spotify.com/track/6XxDxfDeSl1IPlt1h77ZlY
20,Woman,"Doja Cat",267530,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
21,"1976 (feat. Paul, Zachi & Gustav) - Remix",RIN,253173,https://open.spotify.com/track/6mcY2HMOrOCyolrl0ijZA2
22,Crashen,t-low,245726,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
23,"Lieben wir","Shirin David",241322,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
24,"61 Grad",Endzone,236438,https://open.spotify.com/track/5Z7J2Au61uO7K1ZPNG1eTv
25,Venus,Bausa,234410,https://open.spotify.com/track/0f9uqeifywK2mdO0lRVDAc
26,10von10,Pajel,219074,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
27,"MONTERO (Call Me By Your Name)","Lil Nas X",211866,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
28,"Where Are You Now","Lost Frequencies",210295,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
29,"Wenn Du mich lässt",LEA,203487,https://open.spotify.com/track/6Ey7KSTV0Zx0fnxOw6bdK8
30,"King Kong",HBz,202105,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
31,"CLOUD 7",Dardan,200580,https://open.spotify.com/track/7ksQkf6p0rF9CoDhxoePKn
32,Durstlöscher,01099,199341,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
33,"HAB NUR EINE BITTE.",Lune,196809,https://open.spotify.com/track/6gSXG57Sp2BmdEXMCopTIF
34,"Happier Than Ever","Billie Eilish",196506,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
35,"Take My Breath - Single Version","The Weeknd",196046,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
36,"Visiting Hours","Ed Sheeran",193172,https://open.spotify.com/track/44V6EzbUSYgyfsNiP0FrlA
37,Colorado,"Milky Chance",185752,https://open.spotify.com/track/0eZmBWVC1HYayrP2fqQ7nu
38,"Heat Waves","Glass Animals",185733,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
39,"Iko Iko (My Bestie)","Justin Wellington",181061,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
40,"Ich darf das","Shirin David",180123,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
41,SCHMETTERLING,Luciano,179987,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
42,"Love Tonight - David Guetta Remix Edit",Shouse,173907,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
43,"Wenn ich geh",Jamule,172253,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
44,"Liege wieder wach",Jamule,170478,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
45,"Need to Know","Doja Cat",168018,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
46,Zukunft,"RAF Camora",163946,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L
47,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",158642,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
48,Madonna,Bausa,153302,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
49,"Your Love (9PM)",ATB,152446,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
50,"Für dich (feat. ille & MABU)",lityway,152359,https://open.spotify.com/track/2e9SUhfqprCWCWNXcZNjxP
51,Run,OneRepublic,151927,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
52,"Following the Sun",SUPER-Hi,151107,https://open.spotify.com/track/5A5bLKdL5I3k3FTEQlAUw7
53,Schwarz,LEA,148519,https://open.spotify.com/track/0XpTuvT4Yueddiv20w6M9a
54,Redlight,Glockenbach,147764,https://open.spotify.com/track/24osWl0SQSyHzGyEMdf394
55,Frisch,01099,143733,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
56,SAVAGE,KALIM,143403,https://open.spotify.com/track/6ffm65pPdwAxJApUEWP3yI
57,"If You Really Love Me (How Will I Know)","David Guetta",143258,https://open.spotify.com/track/1V7bZ9gEIwFQpm8yGxRHNA
58,"Low Battery",Hava,140844,https://open.spotify.com/track/17FqhIH7WhWYm1TCvTdh26
