,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ohne Dich",KASIMIR1441,730710,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
2,"Wenn sie ruft","Miksu / Macloud",536520,https://open.spotify.com/track/0O214XAfoQz8VVH83xpAjz
3,"NICHT WACH",Luciano,483064,https://open.spotify.com/track/3s60n518rusOQcNmLRIGZH
4,"coke light",Dardan,446033,https://open.spotify.com/track/31M6uFzb0yY2TjqfyuLU89
5,"drivers license","Olivia Rodrigo",396124,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
6,NBA,Jalil,392853,https://open.spotify.com/track/0i2H7vm6eVR3JvWXBIYrpO
7,"The Business",Tiësto,349115,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
8,E.G.J.,Animus,335823,https://open.spotify.com/track/08e9NFNJXqJPUKhX5fX5rv
9,"NO HUGS",Ufo361,301282,https://open.spotify.com/track/6lWncv0txvt3Qwf5jY3ogH
10,Angst,"Apache 207",293908,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
11,"WITHOUT YOU","The Kid LAROI",280138,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
12,"Lost (feat. TOPIC42)",Samra,279515,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
13,Whoopty,CJ,257989,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
14,"Astronaut In The Ocean","Masked Wolf",255624,https://open.spotify.com/track/3Ofmpyhv5UAQ70mENzB277
15,"Your Love (9PM)",ATB,251130,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
16,"Head & Heart (feat. MNEK)","Joel Corry",238449,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
17,"All We Got (feat. KIDDO)","Robin Schulz",236015,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
18,"Mood (feat. iann dior)",24kGoldn,233166,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
19,GRAFFITI,Elias,232188,https://open.spotify.com/track/7tIL2ZssXv55xMeDVR7V9z
20,Lonely,"Miksu / Macloud",227863,https://open.spotify.com/track/2YjkalYiseRDPYjpzLu8Vl
21,"Paradise (feat. Dermot Kennedy)",MEDUZA,224428,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
