,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ohne Dich",KASIMIR1441,895157,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
2,"drivers license","Olivia Rodrigo",505141,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
3,Paradies,Gzuz,401529,https://open.spotify.com/track/6qNLO4HzHeVvHxTaCFMXrf
4,Hell,"PA Sports",335985,https://open.spotify.com/track/1CFBjAXDYaKLyxGMrijeo1
5,Angst,"Apache 207",319658,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
6,"The Business",Tiësto,306292,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
7,"Lost (feat. TOPIC42)",Samra,273791,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
8,"WO DU",Nimo,244642,https://open.spotify.com/track/27jutMh8QmJfaJrMFEnTDN
9,Lonely,"Miksu / Macloud",243224,https://open.spotify.com/track/2YjkalYiseRDPYjpzLu8Vl
10,"WITHOUT YOU","The Kid LAROI",237022,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
11,"All We Got (feat. KIDDO)","Robin Schulz",236451,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
12,Whoopty,CJ,217695,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
13,"HIGHWAY (feat. ELIF)","Katja Krasavice",215350,https://open.spotify.com/track/2UD1csihq8aPrpM69C2XrW
14,"Mood (feat. iann dior)",24kGoldn,210460,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
15,Verlierer,LUNA,204287,https://open.spotify.com/track/6ZklqpekeC0KFGzyFVjQuj
16,Goosebumps,HVME,200590,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
17,"Head & Heart (feat. MNEK)","Joel Corry",199172,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
18,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,195790,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
19,"Paradise (feat. Dermot Kennedy)",MEDUZA,195522,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
20,"vija vija",Dardan,176719,https://open.spotify.com/track/5Hplvh1ZoVp6SNPvLIpcgS
21,Regen,Ali471,175831,https://open.spotify.com/track/02y8kYqCkzAxVqLEsnIXNS
22,7,Ufo361,172691,https://open.spotify.com/track/3ipliatTDndCmnYGaNiAbI
23,"Astronaut In The Ocean","Masked Wolf",172617,https://open.spotify.com/track/3Ofmpyhv5UAQ70mENzB277
24,Habibi,"Ricky Rich",171588,https://open.spotify.com/track/6G0503JielRvasifhBznrX
25,"Blinding Lights","The Weeknd",165408,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
26,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",164724,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
27,"Love Not War (The Tampa Beat)","Jason Derulo",160512,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
28,"you broke me first","Tate McRae",158867,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
29,HOLIDAY,"Lil Nas X",158550,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
30,"PELICAN FLY",Veysel,155592,https://open.spotify.com/track/5VTiVfXyhYTy8HIJxU4BIm
31,"Bayrisch Drip",Sääftig,146741,https://open.spotify.com/track/3ECbHfRSFMjfm99YFvAD4x
32,"Your Love (9PM)",ATB,145819,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
33,"Prisoner (feat. Dua Lipa)","Miley Cyrus",141292,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
34,"gebe auf.",Lune,139155,https://open.spotify.com/track/1upzszB5JxMfNUEBmkcgaO
35,Roller,"Apache 207",138021,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
36,Bands,BHZ,132300,https://open.spotify.com/track/6VLo6i4v0pr9wyaYUxRfW3
37,"Jerusalema (feat. Nomcebo Zikode)","Master KG",132005,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
38,Afterglow,"Ed Sheeran",131499,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
39,"Rise Up (feat. Vamero)",VINAI,129889,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
40,"Save Your Tears","The Weeknd",128027,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
41,"What You Know Bout Love","Pop Smoke",126500,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
42,"Fly Away","Tones And I",126412,https://open.spotify.com/track/5ri4zqtWhG07hIuNNDWP76
43,Warum,"Pietro Lombardi",125765,https://open.spotify.com/track/426VLlB1Zlhm5utUE3lO2l
44,Hypnotized,"Purple Disco Machine",122149,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
45,Anyone,"Justin Bieber",120556,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
46,"Roses - Imanbek Remix","SAINt JHN",119058,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
47,"Dirty South",RIN,118995,https://open.spotify.com/track/51Gj7QV1S482b5g9jRU4zc
48,Angeklagt,"Bonez MC",115016,https://open.spotify.com/track/5eu4Lxm5TlI0tKSTTDWJAT
49,Paradise,VIZE,114841,https://open.spotify.com/track/2qpZjutAe3pstQsjwSXQb4
50,"Auf mein Fahrrad",LX,112425,https://open.spotify.com/track/45e6Qb3cu7z96jPdyIzugR
51,"SUICIDE DOORS",Luciano,111775,https://open.spotify.com/track/2m7m1EMhMP02OhBZOWkdUV
52,"Girls Like Us","Zoe Wees",107630,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
53,Subwoofer,"SHINSKY x DIMA",104767,https://open.spotify.com/track/5zPT86unoFaNP2J348n1p0
54,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,103776,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
55,"Wer wenn nicht wir","Wincent Weiss",103238,https://open.spotify.com/track/5jYDCxuSx1mfApeWA4SlqX
56,Elbe,Bozza,102827,https://open.spotify.com/track/2kvJnNMqnimkCZUUWjOINy
57,Monet,Alligatoah,99915,https://open.spotify.com/track/2vS1HmVoOpvWeFKf7HnWdJ
58,"Der letzte Tanz",Bosse,99518,https://open.spotify.com/track/3JtIS5WNPJokeMeEVnWWEM
59,Habibi,Casar,99243,https://open.spotify.com/track/5wvuvSerLcNK5Xc8v2duWn
60,Bläulich,"Apache 207",98439,https://open.spotify.com/track/2WRTnY0slmFgWcrmEr8dPj
61,"Breaking Me",Topic,98285,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
62,Unterwegs,KitschKrieg,97683,https://open.spotify.com/track/7mrWTjhYctgEQb0lJKrVWy
63,Airwaves,Pashanim,95673,https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD
64,"Lo Vas A Olvidar (with ROSALÍA)","Billie Eilish",94826,https://open.spotify.com/track/0psS4i5YooJrXfDnGvWRLi
65,Lovefool,twocolors,94198,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
66,"White Lies",VIZE,93572,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
67,"Therefore I Am","Billie Eilish",92891,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
68,"Bist du Okay","Mark Forster",91874,https://open.spotify.com/track/1O2gOblgfyostGPbLzqghY
69,"Wie es mal war","Wincent Weiss",91134,https://open.spotify.com/track/5iXOx6eqEtyuFLS6WeepSU
70,"Lonely (with benny blanco)","Justin Bieber",90331,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
71,SHAWTY,Luciano,89517,https://open.spotify.com/track/2zeWbdSyAcN0O0r7em4j3B
72,"Birkin Bag (feat. Luciano, reezy & KALIM)","DJ JEEZY",89221,https://open.spotify.com/track/6DYhtpfCTasCnkDJAFMqGJ
73,"Never Let Me Down",VIZE,88299,https://open.spotify.com/track/5TGcyccg8Hkgn9jB7gUpMN
74,"Savage Love (Laxed - Siren Beat)","Jawsh 685",88083,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
75,"No Therapy","Felix Jaehn",87619,https://open.spotify.com/track/7tUTCcqkMCnC9qLqbQeI0T
76,"Dance Monkey","Tones And I",86309,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
77,"I Got Bitches",A2M,85855,https://open.spotify.com/track/6gPqBegU4aDWoSYXeCyURA
78,"Take You Dancing","Jason Derulo",85760,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
79,positions,"Ariana Grande",85266,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
