,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Frag mich nicht","Miksu / Macloud",464875,https://open.spotify.com/track/46zfTi4Wg6mmkOBPimtg6X
2,"MONTERO (Call Me By Your Name)","Lil Nas X",460079,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
3,"Leere Hände (feat. Sido & Samra)",SANTOS,372191,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
4,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",358658,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
5,"KIDS FROM THE BLOCK",Luciano,330445,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
6,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,327554,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
7,Madonna,Bausa,321689,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
8,"Astronaut In The Ocean","Masked Wolf",306472,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
9,"UNTER VERDACHT","Capital Bra",282579,https://open.spotify.com/track/54AnAMobwJ5ElDCTcPFJk5
10,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",272235,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
11,"Cover Me In Sunshine",P!nk,258296,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
12,"Your Love (9PM)",ATB,245372,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
13,"Wasted Love (feat. Lagique)",Ofenbach,235133,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
14,"Ohne Dich",KASIMIR1441,223617,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
15,ANGEKOMMEN,Ufo361,223362,https://open.spotify.com/track/0MYlBBu6RZktCUKz9If4wF
16,"The Business",Tiësto,221211,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
17,"Unter dem Radar","AK AUSSERKONTROLLE",204385,https://open.spotify.com/track/4NOSbom2QAjXJoyoJZehGe
18,"Save Your Tears","The Weeknd",203759,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
19,RAPSTAR,"Polo G",201469,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
20,"Girls Like Us","Zoe Wees",191078,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
21,"BAD EYEZ",Nimo,183194,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
22,PEPPERMINT,Luciano,180835,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
23,"Drei Uhr Nachts","Mark Forster",179517,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
24,Runaway,AURORA,178391,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
25,"WITHOUT YOU","The Kid LAROI",172278,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
26,Overdose,Jamule,171216,https://open.spotify.com/track/0iSNXzEBlNNJrqRiEIAw1s
27,"Levitating (feat. DaBaby)","Dua Lipa",165577,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
28,ZART,Nimo,159821,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
29,"Faded Love",Leony,159812,https://open.spotify.com/track/3RcXFW8aiRYHRaDDYBqJ76
30,"Head & Heart (feat. MNEK)","Joel Corry",158556,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
31,"Niemand bringt Marten um",Marteria,158283,https://open.spotify.com/track/0nYSnbFVX5ghrERjwVZgwZ
32,"Wer wenn nicht wir","Wincent Weiss",153561,https://open.spotify.com/track/5jYDCxuSx1mfApeWA4SlqX
33,Arcade,"Duncan Laurence",152611,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
34,"White Lies",VIZE,149766,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
35,"Paradise (feat. Dermot Kennedy)",MEDUZA,149037,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
36,"drivers license","Olivia Rodrigo",147360,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
37,"Love Again (feat. Alida)",Alok,145279,https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB
38,"Wellerman - Sea Shanty","Nathan Evans",142583,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
39,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,141896,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
40,"Blinding Lights","The Weeknd",141643,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
41,Ordentlich,t-low,141470,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv
42,"Das ist alles von der Kunstfreiheit gedeckt","Danger Dan",139952,https://open.spotify.com/track/4ioQKdmkdBTkqjhfHeu4YU
43,"Love Not War (The Tampa Beat)","Jason Derulo",139646,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
44,"Kiss Me More (feat. SZA)","Doja Cat",137902,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
45,Roller,"Apache 207",136767,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
46,"Fuck Love",Samo104,135481,https://open.spotify.com/track/0HhifV2v8vcNC4I3gpnwf3
47,Frisch,01099,134184,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
48,"Mood (feat. iann dior)",24kGoldn,133993,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
49,"Deine Schuld",AYLIVA,133467,https://open.spotify.com/track/1dXz1boMWgpeiNcTK3jRtU
50,"OK (feat. Summer Cem, Nimo & JAY1)","DJ JEEZY",132226,https://open.spotify.com/track/1hpzB1BMURqy30tHpLkQfp
51,BED,"Joel Corry",130733,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
52,"HÖR NICHT AUF (feat. Teesy)",CRO,128687,https://open.spotify.com/track/1CLYKdAae2TfCAHZM752sm
53,"Rise Up (feat. Vamero)",VINAI,123548,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
54,Goosebumps,HVME,117830,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
55,"My Head & My Heart","Ava Max",115359,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
56,Leuchtreklame,Haftbefehl,114601,https://open.spotify.com/track/4ceDaj9eWemb3l4xAnk5Lm
57,Diebe,Samra,112610,https://open.spotify.com/track/4allObWlgZ21WeVKbxSIlk
58,"deja vu","Olivia Rodrigo",112481,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
59,"Where The Lights Are Low","Toby Romeo",112072,https://open.spotify.com/track/0Cnb8XdGDMHAmIRBUJMkIS
60,"Hold On","Justin Bieber",109686,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
61,"Heat Waves","Glass Animals",105137,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
