,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ohne Dich",KASIMIR1441,812551,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
2,"drivers license","Olivia Rodrigo",461908,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
3,Paradies,Gzuz,329342,https://open.spotify.com/track/6qNLO4HzHeVvHxTaCFMXrf
4,Hell,"PA Sports",305398,https://open.spotify.com/track/1CFBjAXDYaKLyxGMrijeo1
5,"The Business",Tiësto,302830,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
6,Angst,"Apache 207",302259,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
7,"Lost (feat. TOPIC42)",Samra,269960,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
8,"WITHOUT YOU","The Kid LAROI",242732,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
9,"All We Got (feat. KIDDO)","Robin Schulz",238919,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
10,Lonely,"Miksu / Macloud",229103,https://open.spotify.com/track/2YjkalYiseRDPYjpzLu8Vl
11,"HIGHWAY (feat. ELIF)","Katja Krasavice",221532,https://open.spotify.com/track/2UD1csihq8aPrpM69C2XrW
12,Whoopty,CJ,221510,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
13,"Mood (feat. iann dior)",24kGoldn,214196,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
14,"WO DU",Nimo,206377,https://open.spotify.com/track/27jutMh8QmJfaJrMFEnTDN
15,"Head & Heart (feat. MNEK)","Joel Corry",201262,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
16,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,197994,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
17,Goosebumps,HVME,197520,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
18,"Paradise (feat. Dermot Kennedy)",MEDUZA,195208,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
19,Verlierer,LUNA,193845,https://open.spotify.com/track/6ZklqpekeC0KFGzyFVjQuj
20,"Astronaut In The Ocean","Masked Wolf",176761,https://open.spotify.com/track/3Ofmpyhv5UAQ70mENzB277
21,Habibi,"Ricky Rich",175643,https://open.spotify.com/track/5lrq8sHObtY0xMmF7Ukzl7
22,"Your Love (9PM)",ATB,171133,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
23,"Blinding Lights","The Weeknd",167600,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
24,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",165833,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
25,"Love Not War (The Tampa Beat)","Jason Derulo",164407,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
26,7,Ufo361,163494,https://open.spotify.com/track/3ipliatTDndCmnYGaNiAbI
27,"you broke me first","Tate McRae",160066,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
28,"vija vija",Dardan,159799,https://open.spotify.com/track/5Hplvh1ZoVp6SNPvLIpcgS
29,"Bayrisch Drip",Sääftig,152254,https://open.spotify.com/track/3ECbHfRSFMjfm99YFvAD4x
30,Regen,Ali471,148285,https://open.spotify.com/track/02y8kYqCkzAxVqLEsnIXNS
31,HOLIDAY,"Lil Nas X",144255,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
32,"Prisoner (feat. Dua Lipa)","Miley Cyrus",143040,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
33,Roller,"Apache 207",140692,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
34,"Rise Up (feat. Vamero)",VINAI,139530,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
35,"gebe auf.",Lune,139442,https://open.spotify.com/track/1upzszB5JxMfNUEBmkcgaO
36,"Save Your Tears","The Weeknd",138910,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
37,"PELICAN FLY",Veysel,135406,https://open.spotify.com/track/5VTiVfXyhYTy8HIJxU4BIm
38,"Jerusalema (feat. Nomcebo Zikode)","Master KG",131868,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
39,"Fly Away","Tones And I",130090,https://open.spotify.com/track/5ri4zqtWhG07hIuNNDWP76
40,"What You Know Bout Love","Pop Smoke",127853,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
41,Afterglow,"Ed Sheeran",126867,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
42,"Wer wenn nicht wir","Wincent Weiss",124107,https://open.spotify.com/track/5jYDCxuSx1mfApeWA4SlqX
43,Hypnotized,"Purple Disco Machine",122154,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
