,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"BLESSED (feat. Capital Bra)",CRO,529366,https://open.spotify.com/track/6kxErsVgalFeBlxRfHCuUv
2,"Liege wieder wach",Jamule,517414,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
3,"MONTERO (Call Me By Your Name)","Lil Nas X",389599,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
4,"Frag mich nicht","Miksu / Macloud",386284,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
5,"Allein sein","Mario Novembre",324599,https://open.spotify.com/track/11NFxVnEwPDz4LjIyKazxV
6,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,311364,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
7,"PINKY RING",Ufo361,287978,https://open.spotify.com/track/6hxUttbBVSshNTeW6OdLbx
8,Madonna,Bausa,283070,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
9,"Leere Hände (feat. Sido & Samra)",SANTOS,281983,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
10,"Your Power","Billie Eilish",277170,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
11,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",271546,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
12,"San Andreas",RIN,265881,https://open.spotify.com/track/1VuBab65w8vPFeFvREDA32
13,"Astronaut In The Ocean","Masked Wolf",260962,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
14,Heimkommen,FOURTY,247044,https://open.spotify.com/track/64ZyI00DBUUigpTanQqA0l
15,"Cover Me In Sunshine",P!nk,236330,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
16,"KIDS FROM THE BLOCK",Luciano,232455,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
17,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",224748,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
18,"Asphalt & Tennissocken","Kontra K",220352,https://open.spotify.com/track/3sT1dFHUVRx4xVvvcDHp03
19,"Your Love (9PM)",ATB,217857,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
20,"Wasted Love (feat. Lagique)",Ofenbach,208857,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
21,"Levitating (feat. DaBaby)","Dua Lipa",200905,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
22,ZART,Nimo,197115,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
23,"The Business",Tiësto,187286,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
24,"Ohne Dich",KASIMIR1441,182815,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
25,"Drei Uhr Nachts","Mark Forster",182003,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
26,MANCHESTER,reezy,177565,https://open.spotify.com/track/1e2dv35yQh0yNKyZ6Nmw4h
27,"Girls Like Us","Zoe Wees",176839,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
28,"Kiss Me More (feat. SZA)","Doja Cat",170884,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
