,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Auf & Ab",Montez,718182,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
2,"STAY (with Justin Bieber)","The Kid LAROI",709310,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
3,"Wenn du mich siehst","RAF Camora",621052,https://open.spotify.com/track/3hxJ3qXqg8ysYBF1QmO8Ir
4,"Blaues Licht","RAF Camora",540875,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
5,"Bad Habits","Ed Sheeran",486702,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
6,Sommergewitter,Pashanim,434655,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
7,"Love Tonight - Edit",Shouse,415440,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
8,Beggin',Måneskin,403031,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
9,Paradies,Samra,357348,https://open.spotify.com/track/0DsZj4PVVZjYCjhvibE5wp
10,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",349399,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
11,"good 4 u","Olivia Rodrigo",313009,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
12,"Im Schatten der Feigenbäume",Shindy,291769,https://open.spotify.com/track/4RXaGSgu3taiAD1ZjZtnF2
13,"I WANNA BE YOUR SLAVE",Måneskin,276269,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
14,"Because You Move Me",Tinlicker,275333,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
15,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,270612,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
16,Woman,"Doja Cat",256212,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
17,Zuhälteraura,Kollegah,243405,https://open.spotify.com/track/1hRoprfptl47BWtW1Ylk8U
18,"Lieben wir","Shirin David",224887,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
19,10von10,Pajel,223394,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
20,Crashen,t-low,222903,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
21,"NOCH EINMAL",reezy,221457,https://open.spotify.com/track/1rYai69NxMrwxFwzAbd7Pd
22,"61 Grad",Endzone,212501,https://open.spotify.com/track/5Z7J2Au61uO7K1ZPNG1eTv
23,"Where Are You Now","Lost Frequencies",211733,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
24,"MONTERO (Call Me By Your Name)","Lil Nas X",211016,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
25,Venus,Bausa,203538,https://open.spotify.com/track/0f9uqeifywK2mdO0lRVDAc
26,"Iko Iko (My Bestie)","Justin Wellington",201180,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
27,"King Kong",HBz,196103,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
28,"Heat Waves","Glass Animals",187513,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
29,Durstlöscher,01099,187249,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
30,"Take My Breath - Single Version","The Weeknd",186737,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
31,Colorado,"Milky Chance",180659,https://open.spotify.com/track/0eZmBWVC1HYayrP2fqQ7nu
32,"Happier Than Ever","Billie Eilish",180056,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
33,"CLOUD 7",Dardan,179337,https://open.spotify.com/track/7ksQkf6p0rF9CoDhxoePKn
34,"Love Tonight - David Guetta Remix Edit",Shouse,172702,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
35,"Ich darf das","Shirin David",170702,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
36,"HAB NUR EINE BITTE.",Lune,170527,https://open.spotify.com/track/6gSXG57Sp2BmdEXMCopTIF
37,"Drei Shotzzz","PA Sports",167296,https://open.spotify.com/track/34vzWmZJX1lUxe933mTtNc
38,"OHA Remix (feat. Luciano)","Summer Cem",166569,https://open.spotify.com/track/6XxDxfDeSl1IPlt1h77ZlY
39,SCHMETTERLING,Luciano,165931,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
40,"Need to Know","Doja Cat",164503,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
41,"Your Love (9PM)",ATB,160389,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
42,"1976 (feat. Paul, Zachi & Gustav) - Remix",RIN,159500,https://open.spotify.com/track/6mcY2HMOrOCyolrl0ijZA2
43,"Wenn Du mich lässt",LEA,157708,https://open.spotify.com/track/6Ey7KSTV0Zx0fnxOw6bdK8
44,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",157515,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
45,"Wenn ich geh",Jamule,157096,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
46,"Liege wieder wach",Jamule,153887,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
