,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Frag mich nicht","Miksu / Macloud",729039,https://open.spotify.com/track/46zfTi4Wg6mmkOBPimtg6X
2,Verpennt,"187 Strassenbande",595019,https://open.spotify.com/track/38ymFU7u5XorxpySYJT0FA
3,Madonna,Bausa,551102,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
4,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,549305,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
5,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",459624,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
6,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",450312,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
7,"Astronaut In The Ocean","Masked Wolf",443024,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
8,"KUCK KUCK","Farid Bang",398084,https://open.spotify.com/track/4Eona1ug5YMm4EIWkMQvMQ
9,"Your Love (9PM)",ATB,356464,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
10,"Ohne Dich",KASIMIR1441,355883,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
11,"The Business",Tiësto,348620,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
12,"LOW LIFE",Ufo361,340144,https://open.spotify.com/track/3IjfWBZrBISpcLhIMY44T6
13,BLOCK,Olexesh,327892,https://open.spotify.com/track/68V4Nqtj7mV5KaWrX041PT
14,PEPPERMINT,Luciano,324339,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
15,"Wasted Love (feat. Lagique)",Ofenbach,312477,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
16,"Save Your Tears","The Weeknd",289125,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
17,Over,FOURTY,287645,https://open.spotify.com/track/7gPIhrFlUJa6nPraeucyHi
18,"Girls Like Us","Zoe Wees",278571,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
19,"Wein für mich",KASIMIR1441,277366,https://open.spotify.com/track/5hCtPGRLgeF05Q902Qdxe2
20,Ordentlich,t-low,275871,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv
21,"BAD EYEZ",Nimo,265909,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
22,SMOOTH,CRO,255639,https://open.spotify.com/track/3uDFDOXT7dCpmtB1yUvNFk
23,"WITHOUT YOU","The Kid LAROI",253650,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
24,"Hold On","Justin Bieber",250215,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
25,"Bis ich tot bin",Jumpa,239285,https://open.spotify.com/track/7FIkmLlwTJCK3CXrNIwXXX
26,"White Lies",VIZE,234124,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
27,"Head & Heart (feat. MNEK)","Joel Corry",227386,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
28,"drivers license","Olivia Rodrigo",226265,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
29,"Niemand bringt Marten um",Marteria,225848,https://open.spotify.com/track/0nYSnbFVX5ghrERjwVZgwZ
30,"Du weißt dass es Haft ist",Haftbefehl,224805,https://open.spotify.com/track/5tHmJhHFsFEnkdrLWOMdyl
31,"Deine Schuld",AYLIVA,212842,https://open.spotify.com/track/1dXz1boMWgpeiNcTK3jRtU
32,"EINES TAGES",Fler,211820,https://open.spotify.com/track/1SHRwsJJKhROaFHDArquDR
33,"Wellerman - Sea Shanty","Nathan Evans",211728,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
34,"Paradise (feat. Dermot Kennedy)",MEDUZA,209227,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
35,"Mood (feat. iann dior)",24kGoldn,207093,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
36,"Love Not War (The Tampa Beat)","Jason Derulo",206236,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
37,Doublecup,"PA Sports",203060,https://open.spotify.com/track/0tcWtn95oGyM1OElWWos4q
38,Roller,"Apache 207",199580,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
39,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,199359,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
40,"My Head & My Heart","Ava Max",198607,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
41,Goosebumps,HVME,198139,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
42,"Blinding Lights","The Weeknd",196677,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
