,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Heat Waves","Glass Animals",434735,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
2,Vodka,"Apache 207",407668,https://open.spotify.com/track/5axqVsveGtmOkq7H1wV3c0
3,"STAY (with Justin Bieber)","The Kid LAROI",402991,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
4,"Auf & Ab",Montez,386558,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
5,"Where Are You Now","Lost Frequencies",361857,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
6,Shivers,"Ed Sheeran",357669,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r
7,Mond,Montez,349552,https://open.spotify.com/track/7ucTEwb8eRMpRlA744gjOo
8,10von10,Pajel,338297,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
9,"Ich bin weg - BoroBoro",Samra,320919,https://open.spotify.com/track/1f6Paz0Vf1CPhcNDs1vMyR
10,"Moje Sve",Hava,318867,https://open.spotify.com/track/1LBWVVGfTCr8EYNSd92W81
11,"Blaues Licht","RAF Camora",297139,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
12,2CB,"RAF Camora",291632,https://open.spotify.com/track/2r9gIpt17PhZv0y2nCpFHC
13,"Belgisches Viertel",ART,290967,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
14,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",290532,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
15,"Bad Habits","Ed Sheeran",267412,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
16,MONEY,LISA,229438,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
17,Sommergewitter,Pashanim,220247,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
18,"Baby 2.0",Zuna,218636,https://open.spotify.com/track/4mc0wGvP83zeFlhuatdyXM
19,Fair,Nura,207030,https://open.spotify.com/track/3uSWJuI3SGbn2HGKrhM3Mn
20,"Love Tonight - Edit",Shouse,203787,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
21,"love nwantiti (ah ah ah)",CKay,194456,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
22,"good 4 u","Olivia Rodrigo",188626,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
23,Woman,"Doja Cat",188198,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
24,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",186464,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
25,Pepas,Farruko,185539,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
26,"Wenn du mich siehst","RAF Camora",183584,https://open.spotify.com/track/3AVC5l5wCEALuj4tg02uIL
27,Beggin',Måneskin,180780,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
28,Crashen,t-low,177935,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
29,"THATS WHAT I WANT","Lil Nas X",177387,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
30,"I WANNA BE YOUR SLAVE",Måneskin,164734,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
31,"ICH WILL DICH",Rubi,162421,https://open.spotify.com/track/6TVjsvC0IzHsVwfSmt2EjO
32,"Because You Move Me",Tinlicker,161965,https://open.spotify.com/track/1F80MEkZA9yTlpMQp9dhht
33,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,159707,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
34,"Eine Pille","Bonez MC",159108,https://open.spotify.com/track/54mztWQ0VfH2pqw0jRROZC
35,"Immer wenn es regnet",Loredana,156158,https://open.spotify.com/track/1ET2yDvPFLjWGNUoZHPbSh
36,"Wenn Du mich lässt",LEA,154597,https://open.spotify.com/track/6Ey7KSTV0Zx0fnxOw6bdK8
37,Kuku,"Butrint Imeri",152902,https://open.spotify.com/track/7rHuaTEGYh4WnRZWlR88JQ
38,u.,niteboi,152554,https://open.spotify.com/track/0J7oHYxjF6Oln61wy0kP2i
39,Colorado,"Milky Chance",151182,https://open.spotify.com/track/0eZmBWVC1HYayrP2fqQ7nu
40,"MONTERO (Call Me By Your Name)","Lil Nas X",148530,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
41,"Para Drill",Dardan,146458,https://open.spotify.com/track/1JOAfPOJkTIdrVdrYMF9LD
42,OZEAN,KALIM,145170,https://open.spotify.com/track/3vQqFgN3bhO1Lim4yXzmi5
43,"Sterne unterm Dach",badmómzjay,142487,https://open.spotify.com/track/1edUWAS1x66v10yguQ6qkO
44,Intro,Jamule,139555,https://open.spotify.com/track/4EkINDGSjzvOKxOFMZACW0
45,"Life Goes On","Oliver Tree",135808,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
46,Acapulco,"Jason Derulo",135647,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
47,DNA,"RAF Camora",134324,https://open.spotify.com/track/2xwYEsJIXhbQdtHS0eLHF0
48,"Cold Heart - PNAU Remix","Elton John",133506,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
49,"61 Grad",Endzone,131418,https://open.spotify.com/track/5Z7J2Au61uO7K1ZPNG1eTv
50,"Lamborghini Doors","Apache 207",128114,https://open.spotify.com/track/3RcMZdAgZmG645LyMKFH3I
51,Infinity,"Jaymes Young",123203,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
52,"My Universe",Coldplay,122836,https://open.spotify.com/track/3FeVmId7tL5YN8B7R3imoM
53,"Never Going Home",Kungs,120870,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
54,leer,Milano,117847,https://open.spotify.com/track/7BCuji0Q2jK2kmt5RstQiS
