,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Frag mich nicht","Miksu / Macloud",531101,https://open.spotify.com/track/46zfTi4Wg6mmkOBPimtg6X
2,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",529402,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
3,Madonna,Bausa,442777,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
4,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,441856,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
5,"MONTERO (Call Me By Your Name)","Lil Nas X",420079,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb
6,"Astronaut In The Ocean","Masked Wolf",387460,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
7,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",382490,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
8,Diebe,Samra,335688,https://open.spotify.com/track/4allObWlgZ21WeVKbxSIlk
9,Overdose,Jamule,328955,https://open.spotify.com/track/0iSNXzEBlNNJrqRiEIAw1s
10,"Your Love (9PM)",ATB,318061,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
11,"The Business",Tiësto,307981,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
12,"Wasted Love (feat. Lagique)",Ofenbach,286440,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
13,"Ohne Dich",KASIMIR1441,275906,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
14,"Save Your Tears","The Weeknd",259065,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
15,"Cover Me In Sunshine",P!nk,252333,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
16,PEPPERMINT,Luciano,249819,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
17,"Girls Like Us","Zoe Wees",239021,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
18,Verpennt,"187 Strassenbande",238675,https://open.spotify.com/track/38ymFU7u5XorxpySYJT0FA
19,"Big Bad Wolf (feat. BACI)","Kontra K",231862,https://open.spotify.com/track/453XFFLA4D028MrRuXBl9i
20,"BAD EYEZ",Nimo,227217,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
21,"WITHOUT YOU","The Kid LAROI",217794,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
22,Ordentlich,t-low,216801,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv
23,"Niemand bringt Marten um",Marteria,211432,https://open.spotify.com/track/0nYSnbFVX5ghrERjwVZgwZ
24,"Head & Heart (feat. MNEK)","Joel Corry",210446,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
25,"Hold On","Justin Bieber",203432,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
26,"White Lies",VIZE,201492,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
27,"Paradise (feat. Dermot Kennedy)",MEDUZA,200140,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
28,Melodien,Undacava,197256,https://open.spotify.com/track/34qur6ZYY0BKhQodz6X3lh
29,"Nicht da",Azet,195186,https://open.spotify.com/track/1hmVbvTeSxe8lul1azKFgJ
30,Gift,Schmyt,193413,https://open.spotify.com/track/3cOK7STaGJNeQseiu1ogKn
31,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,189904,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
32,"drivers license","Olivia Rodrigo",189002,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
