,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Auf & Ab",Montez,752215,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
2,"STAY (with Justin Bieber)","The Kid LAROI",666261,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
3,"Blaues Licht","RAF Camora",588253,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
4,Sommergewitter,Pashanim,467408,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
5,"Bad Habits","Ed Sheeran",456501,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
6,Beggin',Måneskin,389415,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
7,"Love Tonight - Edit",Shouse,332283,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
8,"good 4 u","Olivia Rodrigo",304847,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
9,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",291697,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
10,"I WANNA BE YOUR SLAVE",Måneskin,289219,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
11,"CLOUD 7",Dardan,288165,https://open.spotify.com/track/7ksQkf6p0rF9CoDhxoePKn
12,"HAB NUR EINE BITTE.",Lune,250554,https://open.spotify.com/track/6gSXG57Sp2BmdEXMCopTIF
13,Flip$,Ufo361,223042,https://open.spotify.com/track/57anOp5t26naVNWzZuhdcl
14,"Because You Move Me",Tinlicker,222360,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
15,"Filet Mignon","KC Rebell",221947,https://open.spotify.com/track/2ppyU1JWnDDYd6jV98swkI
16,"Lieben wir","Shirin David",204735,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
17,"Happier Than Ever","Billie Eilish",201610,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
18,"Wenn ich geh",Jamule,198454,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
19,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,198034,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
20,"MONTERO (Call Me By Your Name)","Lil Nas X",197187,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
21,Zukunft,"RAF Camora",183196,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L
22,Durstlöscher,01099,179325,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
23,SCHMETTERLING,Luciano,177642,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
24,"King Kong",HBz,170518,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
25,"Pink Panther 2 (feat. DJ Desue)",GRiNGO,170063,https://open.spotify.com/track/5GiQTKvSDlkLXJBPZ5zwyL
26,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",159228,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
27,"Iko Iko (My Bestie)","Justin Wellington",158606,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
28,"Liege wieder wach",Jamule,156818,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
29,"Heat Waves","Glass Animals",156500,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
30,"HEB AB 2","Azzi Memo",156007,https://open.spotify.com/track/4MR5RbDYt0uJJEtQwvdv1D
31,"Love Tonight - David Guetta Remix Edit",Shouse,153900,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
32,"Ich darf das","Shirin David",152363,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
33,"Vamos a Marte (feat. Luis Fonsi)","Helene Fischer",151550,https://open.spotify.com/track/06sSAsjNx4eJawyXY3SXgB
34,Schwarz,LEA,150936,https://open.spotify.com/track/0XpTuvT4Yueddiv20w6M9a
35,Run,OneRepublic,149519,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
36,"Take My Breath - Single Version","The Weeknd",147379,https://open.spotify.com/track/6OGogr19zPTM4BALXuMQpF
37,Crashen,t-low,146627,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
38,"Ramenez la coupe à la maison",Vegedream,141288,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
39,Colorado,"Milky Chance",136391,https://open.spotify.com/track/0eZmBWVC1HYayrP2fqQ7nu
40,"61 Grad",Endzone,134595,https://open.spotify.com/track/5Z7J2Au61uO7K1ZPNG1eTv
41,"Levitating (feat. DaBaby)","Dua Lipa",132819,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
42,"Following the Sun",SUPER-Hi,132642,https://open.spotify.com/track/2sFbdDiEDpyCdP5nUCuGBm
43,Madonna,Bausa,131732,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
44,"Your Love (9PM)",ATB,129427,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
45,Redlight,Glockenbach,128631,https://open.spotify.com/track/24osWl0SQSyHzGyEMdf394
46,Frisch,01099,126325,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
47,"The Business",Tiësto,124242,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
48,Extasy,"187 Strassenbande",123626,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
49,"Wasted Love (feat. Lagique)",Ofenbach,123270,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
50,"Nese Don",Loredana,119985,https://open.spotify.com/track/6ZVpk9bSJGebJJzJmMocua
51,"Need to Know","Doja Cat",114700,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
52,"Für dich (feat. ille & MABU)",lityway,113744,https://open.spotify.com/track/2e9SUhfqprCWCWNXcZNjxP
53,Woman,"Doja Cat",113614,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
54,GHETTOGIRL,Capo,109375,https://open.spotify.com/track/0G5x5rALxKOkwicMjKta79
55,Rasputin,Majestic,108029,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
56,"Astronaut In The Ocean","Masked Wolf",107963,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
57,"Frag mich nicht","Miksu / Macloud",107322,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
58,"Kiss Me More (feat. SZA)","Doja Cat",106685,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
59,Tränen,Lucio101,103980,https://open.spotify.com/track/3cWzy2XDyZP5OT5MygdxHt
60,"Blinding Lights","The Weeknd",101824,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
61,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",101795,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
62,"LÄUFT (feat. OMAR)",NGEE,101651,https://open.spotify.com/track/28hwlWZr9C1kabx4Q7z44t
63,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",101121,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
64,"Cover Me In Sunshine",P!nk,100243,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
65,"Drei Uhr Nachts","Mark Forster",99678,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
66,River,"Tom Gregory",97129,https://open.spotify.com/track/6jmIUrOD5seJEh6Z6RP2xz
67,"Head & Heart (feat. MNEK)","Joel Corry",95331,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
68,"Rote Augen 2",Kalazh44,95292,https://open.spotify.com/track/5eaGYeLg9N3ngZVd0DUWQm
69,"Little Bit of Love","Tom Grennan",94404,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
70,Roller,"Apache 207",92911,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
71,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,92461,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
72,"Fireworks (feat. Moss Kena & The Knocks)","Purple Disco Machine",91675,https://open.spotify.com/track/1kTlT3phtU2yqTJYT1x6hb
73,blau,LUNA,91613,https://open.spotify.com/track/75J8OuOkEyMIG9scAuuwew
74,BED,"Joel Corry",91433,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
75,"Don't Go Yet","Camila Cabello",89846,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
76,"Wenn ich wein",AYLIVA,88139,https://open.spotify.com/track/4Wuu6qS3D0Veevv2ZtbbrD
77,Dinero,"Trinidad Cardona",87421,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
78,"BLESSED (feat. Capital Bra)",CRO,86885,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
79,"Motley Crew","Post Malone",85193,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
80,"Calabria (feat. Fallen Roses, Lujavo & Lunis)","Strange Fruits Music",85192,https://open.spotify.com/track/3M89zvwwb1jtDUDKYNsdiA
