,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Leere Hände (feat. Sido & Samra)",SANTOS,509043,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
2,"MONTERO (Call Me By Your Name)","Lil Nas X",487365,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
3,"Frag mich nicht","Miksu / Macloud",460486,https://open.spotify.com/track/46zfTi4Wg6mmkOBPimtg6X
4,"KIDS FROM THE BLOCK",Luciano,445619,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
5,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",395935,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
6,Madonna,Bausa,339240,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
7,"Astronaut In The Ocean","Masked Wolf",324474,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
8,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,323391,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
9,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",287905,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
10,"Cover Me In Sunshine",P!nk,250316,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
11,"Your Love (9PM)",ATB,249524,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
12,"Wasted Love (feat. Lagique)",Ofenbach,236750,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
13,"The Business",Tiësto,233019,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
14,ZART,Nimo,231991,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
15,"Ohne Dich",KASIMIR1441,230273,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
16,"Save Your Tears","The Weeknd",206707,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
17,badmómz.,badmómzjay,199327,https://open.spotify.com/track/20IGCreXC8TeuEo3RoQZwh
18,"Girls Like Us","Zoe Wees",195559,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
19,Overdose,Jamule,193292,https://open.spotify.com/track/0iSNXzEBlNNJrqRiEIAw1s
20,PEPPERMINT,Luciano,192637,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
21,BOBBY,Veysel,191089,https://open.spotify.com/track/5z9GzmGD3bXsSXQHqMCON7
