,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"paris freestyle - skrilla remix",Pashanim,507985,https://open.spotify.com/track/6fuO9uk9wbjCHvQJqk2Qpx
2,"BLEIB' ÜBER NACHT (feat. Luciano)",KALIM,412115,https://open.spotify.com/track/6jnR8dYSsKNqj1lVVFT5R0
3,Shivers,"Ed Sheeran",398983,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
4,"Be a Hoe/Break a Hoe","Shirin David",390152,https://open.spotify.com/track/2NkKIjlfLa9o9Yfsq2tl99
5,B.I.B.O.,Dardan,380738,https://open.spotify.com/track/5F3sqL2deoeV2kr8Vn9H4V
6,"Heat Waves","Glass Animals",366173,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
7,"Where Are You Now","Lost Frequencies",330331,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
8,"Easy On Me",Adele,309070,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX
9,"STAY (with Justin Bieber)","The Kid LAROI",302336,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
10,"Dein Song",CRO,293056,https://open.spotify.com/track/4VIyBZioj5khxauaZJexks
11,"Auf & Ab",Montez,278353,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
12,Pepas,Farruko,271104,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
13,"Bad Habits","Ed Sheeran",251227,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
14,"Cold Heart - PNAU Remix","Elton John",249951,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
15,Späti,Gzuz,246312,https://open.spotify.com/track/1S4Ehm8b7O4n9lIy3uAMS1
16,10von10,Pajel,241139,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
17,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",239984,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
18,MONEY,LISA,221928,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
19,"Belgisches Viertel",ART,219457,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
20,"Blaues Licht","RAF Camora",213437,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
21,Mosaik,"kid kapri",193489,https://open.spotify.com/track/3x9fMzoAPNxEFVrP6kU1f7
22,"Overpass Graffiti","Ed Sheeran",192111,https://open.spotify.com/track/4btFHqumCO31GksfuBLLv3
23,Sommergewitter,Pashanim,189005,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
24,Guapa,"RAF Camora",181834,https://open.spotify.com/track/5FsV0biZgb8tmQtau5LxKz
25,Acapulco,"Jason Derulo",180507,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
26,2CB,"RAF Camora",177548,https://open.spotify.com/track/2r9gIpt17PhZv0y2nCpFHC
27,"Normal für mich",Jamule,176290,https://open.spotify.com/track/4KNeXUjINFJmLceS4KUYGa
28,IDWK,"PA Sports",176280,https://open.spotify.com/track/1jwi2hdepSbFkuBjOore8i
29,"Do It To It",ACRAZE,175554,https://open.spotify.com/track/20on25jryn53hWghthWWW3
30,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",175395,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
31,"Ich bin weg - BoroBoro",Samra,170513,https://open.spotify.com/track/1f6Paz0Vf1CPhcNDs1vMyR
32,"Per Ty (feat. Mozzik)",Dardan,165345,https://open.spotify.com/track/1KwLkHOnyWedxyhZBOIHUM
33,"THATS WHAT I WANT","Lil Nas X",162875,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
34,"Love Tonight - Edit",Shouse,160691,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
35,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",159700,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
36,"Friendships (Lost My Love)","Pascal Letoublon",156845,https://open.spotify.com/track/0lQ2obtzmAsJu9xk3D6FqH
