,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Extasy,"187 Strassenbande",608077,https://open.spotify.com/track/5OqIKA0ETzvxocl2IS7nV6
2,"Liege wieder wach",Jamule,467620,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
3,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,386583,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
4,"BLESSED (feat. Capital Bra)",CRO,386290,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
5,ELMAS,Luciano,378767,https://open.spotify.com/track/37yAd2kwEI9axbB6UznrOQ
6,"MONTERO (Call Me By Your Name)","Lil Nas X",370055,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
7,"Frag mich nicht","Miksu / Macloud",359335,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
8,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",296634,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
9,Madonna,Bausa,284585,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
10,"Allein sein","Mario Novembre",273377,https://open.spotify.com/track/11NFxVnEwPDz4LjIyKazxV
11,"Leere Hände (feat. Sido & Samra)",SANTOS,272285,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
12,"Astronaut In The Ocean","Masked Wolf",263764,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
13,"Cover Me In Sunshine",P!nk,261631,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
14,"Your Love (9PM)",ATB,258190,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
15,3065,"AK AUSSERKONTROLLE",248836,https://open.spotify.com/track/4tow4iBkVBJvmvMohCygQH
16,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",247519,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
17,"Wasted Love (feat. Lagique)",Ofenbach,246217,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
18,"Levitating (feat. DaBaby)","Dua Lipa",240020,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
19,"KIDS FROM THE BLOCK",Luciano,232640,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
20,"The Business",Tiësto,225376,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
21,"San Andreas",RIN,199630,https://open.spotify.com/track/1VuBab65w8vPFeFvREDA32
22,ZART,Nimo,197791,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
23,"Drei Uhr Nachts","Mark Forster",190979,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
24,"Kiss Me More (feat. SZA)","Doja Cat",189077,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
25,BED,"Joel Corry",188371,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
26,"Ohne Dich",KASIMIR1441,184659,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
27,"Wer wenn nicht wir","Wincent Weiss",180015,https://open.spotify.com/track/4eNW5iyZwK6ZgyZTojV4vI
28,"Head & Heart (feat. MNEK)","Joel Corry",179202,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
29,"Your Power","Billie Eilish",172665,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
30,Rasputin,Majestic,170376,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
31,"Faded Love",Leony,170176,https://open.spotify.com/track/3RcXFW8aiRYHRaDDYBqJ76
32,"Girls Like Us","Zoe Wees",169046,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
33,Heimkommen,FOURTY,168144,https://open.spotify.com/track/64ZyI00DBUUigpTanQqA0l
34,"Save Your Tears","The Weeknd",163904,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
35,Frisch,01099,160414,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
36,PUSSYBOY,Nimo,158324,https://open.spotify.com/track/6More9229VRrmQAHMe5o7d
37,"Blinding Lights","The Weeknd",151974,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
38,RAPSTAR,"Polo G",150878,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
39,"BAD EYEZ",Nimo,148254,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
40,"White Lies",VIZE,144694,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
41,PEPPERMINT,Luciano,144680,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
42,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,143632,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
43,"Love Not War (The Tampa Beat)","Jason Derulo",143020,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
44,"Love Again (feat. Alida)",Alok,140900,https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB
45,"WITHOUT YOU","The Kid LAROI",139725,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
