,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Heat Waves","Glass Animals",432601,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
2,"STAY (with Justin Bieber)","The Kid LAROI",379252,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
3,Shivers,"Ed Sheeran",354509,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r
4,"Where Are You Now","Lost Frequencies",349372,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
5,Guapa,"RAF Camora",347182,https://open.spotify.com/track/5FsV0biZgb8tmQtau5LxKz
6,"Auf & Ab",Montez,343624,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
7,Vodka,"Apache 207",297974,https://open.spotify.com/track/5axqVsveGtmOkq7H1wV3c0
8,Mosaik,"kid kapri",297921,https://open.spotify.com/track/3x9fMzoAPNxEFVrP6kU1f7
9,MONEY,LISA,297066,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
10,10von10,Pajel,296498,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
11,Mond,Montez,283842,https://open.spotify.com/track/7ucTEwb8eRMpRlA744gjOo
12,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",280027,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
13,"Moje Sve",Hava,274257,https://open.spotify.com/track/1LBWVVGfTCr8EYNSd92W81
14,"Ich bin weg - BoroBoro",Samra,274134,https://open.spotify.com/track/1f6Paz0Vf1CPhcNDs1vMyR
15,"Blaues Licht","RAF Camora",268704,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
16,"Belgisches Viertel",ART,257671,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
17,"Bad Habits","Ed Sheeran",253709,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
18,2CB,"RAF Camora",237805,https://open.spotify.com/track/2r9gIpt17PhZv0y2nCpFHC
19,RAFFAELO,BOJAN,220176,https://open.spotify.com/track/0DCzcpbdO1tMMlRRQ1txZy
20,Pepas,Farruko,212205,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
21,"Rotlichtmassaker 2",Kollegah,207672,https://open.spotify.com/track/0MwarXPnmE6fh9PbICsp3x
