,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ich darf das","Shirin David",687792,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
2,Extasy,"187 Strassenbande",587340,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
3,"Alles nach Plan","187 Strassenbande",490649,https://open.spotify.com/track/1fW5PpJSmPiVXAi0l92PHm
4,"Liege wieder wach",Jamule,447675,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
5,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,368743,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
6,"MONTERO (Call Me By Your Name)","Lil Nas X",360160,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
7,"BLESSED (feat. Capital Bra)",CRO,330226,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
8,"Frag mich nicht","Miksu / Macloud",315408,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
9,"Wenn das Schicksal trifft","Kontra K",312667,https://open.spotify.com/track/7AqFRTYoOtb7Unbi6SuUaj
10,ELMAS,Luciano,284739,https://open.spotify.com/track/37yAd2kwEI9axbB6UznrOQ
11,Madonna,Bausa,267254,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
12,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",259230,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
13,"Astronaut In The Ocean","Masked Wolf",246827,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
14,"Leere Hände (feat. Sido & Samra)",SANTOS,242894,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
15,"Levitating (feat. DaBaby)","Dua Lipa",242015,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
16,"Your Love (9PM)",ATB,234883,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
17,"Täter Intensiv","187 Strassenbande",233987,https://open.spotify.com/track/1IQjulXWBd2vPI5AsWIidN
18,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",233336,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
19,"DU BIST DER FEHLER.",Lune,224574,https://open.spotify.com/track/7Fz8qYsfyRfUCKCzdiCiaV
20,"Une jam",Azet,222291,https://open.spotify.com/track/2VvjtaAG5bne9Jn5UbJhfX
21,"Cover Me In Sunshine",P!nk,219059,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
22,"Allein sein","Mario Novembre",218850,https://open.spotify.com/track/11NFxVnEwPDz4LjIyKazxV
23,"Egal wie hoch",Jumpa,213838,https://open.spotify.com/track/158x2q6kkau2zOK8IzjO0d
24,"The Business",Tiësto,212878,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
25,GNRFT,"187 Strassenbande",212530,https://open.spotify.com/track/32AVIHCkuXtSYGmC3pbdwg
26,"KIDS FROM THE BLOCK",Luciano,211919,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
27,"Wasted Love (feat. Lagique)",Ofenbach,210660,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
28,ZART,Nimo,207553,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
29,High,"187 Strassenbande",200418,https://open.spotify.com/track/4jd831r8j3V5yI6tIOFuYP
30,Verpennt,"187 Strassenbande",192924,https://open.spotify.com/track/0B3oydD4ATrmoBk1QMzNt6
31,"Kiss Me More (feat. SZA)","Doja Cat",191787,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
32,"Ganxta im CD Regal","187 Strassenbande",190679,https://open.spotify.com/track/7mmPRDxLVerjUcnBndTzAW
33,Frisch,01099,185681,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
34,"Ohne Dich",KASIMIR1441,182304,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
35,Rasputin,Majestic,180119,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
36,"Drei Uhr Nachts","Mark Forster",179411,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
37,"Training Day","PA Sports",178757,https://open.spotify.com/track/2wQxtQMqn2PA5jT3nk5gee
38,"Paradies - Sampler Version","187 Strassenbande",176452,https://open.spotify.com/track/2WXcbvwgAa3xrm7IfgeMjB
39,"Head & Heart (feat. MNEK)","Joel Corry",174261,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
40,Nauti,"187 Strassenbande",172844,https://open.spotify.com/track/68OHWej2JvfhEPPE3MNWTB
41,"So muss sein!","187 Strassenbande",165253,https://open.spotify.com/track/1gZDbvoKxDXyKRHn2ccPet
42,3065,"AK AUSSERKONTROLLE",164918,https://open.spotify.com/track/4tow4iBkVBJvmvMohCygQH
43,"Girls Like Us","Zoe Wees",158584,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
44,RAPSTAR,"Polo G",155386,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
45,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",155229,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
46,Kopfschuss,"187 Strassenbande",153182,https://open.spotify.com/track/09ifz0K1CRZzCkdalwFxwL
47,BED,"Joel Corry",152276,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
48,Hotel,"187 Strassenbande",151577,https://open.spotify.com/track/5L7eC2vJO1RpBTG8tPEWuU
49,"WITHOUT YOU","The Kid LAROI",150545,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
50,"Save Your Tears","The Weeknd",148490,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
