,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Auf & Ab",Montez,679031,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
2,"STAY (with Justin Bieber)","The Kid LAROI",641707,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
3,"Wenn du mich siehst","RAF Camora",507163,https://open.spotify.com/track/3hxJ3qXqg8ysYBF1QmO8Ir
4,"Blaues Licht","RAF Camora",482159,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
5,"Bad Habits","Ed Sheeran",400557,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
6,Sommergewitter,Pashanim,386152,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
7,10von10,Pajel,350594,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
8,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",334907,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
9,Beggin',Måneskin,330260,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
10,"Love Tonight - Edit",Shouse,323285,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
11,Paradies,Samra,279275,https://open.spotify.com/track/0DsZj4PVVZjYCjhvibE5wp
12,"good 4 u","Olivia Rodrigo",273339,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
13,Woman,"Doja Cat",244281,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
14,"I WANNA BE YOUR SLAVE",Måneskin,242459,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
15,Crashen,t-low,241519,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
16,"Im Schatten der Feigenbäume",Shindy,235139,https://open.spotify.com/track/4RXaGSgu3taiAD1ZjZtnF2
17,"Because You Move Me",Tinlicker,229547,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
