,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,2CB,"RAF Camora",774210,https://open.spotify.com/track/2r9gIpt17PhZv0y2nCpFHC
2,10von10,Pajel,601258,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
3,"STAY (with Justin Bieber)","The Kid LAROI",591517,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
4,"Auf & Ab",Montez,537384,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
5,"Heat Waves","Glass Animals",439413,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
6,"Blaues Licht","RAF Camora",406529,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
7,"Bad Habits","Ed Sheeran",396243,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
8,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",348516,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
9,Sommergewitter,Pashanim,335788,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
10,"Love Tonight - Edit",Shouse,322281,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
11,"Roid Rage",Kollegah,312049,https://open.spotify.com/track/1NuypJsLPLx3sRGtq0U5rR
12,"Belgisches Viertel",ART,299785,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
13,Beggin',Måneskin,291776,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
14,"Wenn du mich siehst","RAF Camora",286511,https://open.spotify.com/track/3AVC5l5wCEALuj4tg02uIL
15,2sad2disco,"Apache 207",285221,https://open.spotify.com/track/3HJKVymmisbtzi3s0hFCG4
16,"Sterne unterm Dach",badmómzjay,273736,https://open.spotify.com/track/0Gj6aUE3y9Pcjm9Lr3IcH9
17,Woman,"Doja Cat",268529,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
18,"good 4 u","Olivia Rodrigo",253253,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
19,"Where Are You Now","Lost Frequencies",251847,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
20,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",243173,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
21,DUFT,Nimo,241477,https://open.spotify.com/track/04JZSMxttodAJaA1bhrbJg
22,Shivers,"Ed Sheeran",240997,https://open.spotify.com/track/6bQfNiqyCX7UaQSvVVGo4I
23,"Fair Trade (with Travis Scott)",Drake,231753,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
24,Crashen,t-low,228286,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
25,"Because You Move Me",Tinlicker,223153,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
26,Moncler,SSIO,216955,https://open.spotify.com/track/6ekW1oiSgYxhXUwomHQzW0
27,Mandarinen,Shindy,216698,https://open.spotify.com/track/4HOWTItpwHvQSNyyiwWsPT
28,"I WANNA BE YOUR SLAVE",Måneskin,215628,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
29,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,213351,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
30,"61 Grad",Endzone,205867,https://open.spotify.com/track/5Z7J2Au61uO7K1ZPNG1eTv
31,50km/h,Azet,203543,https://open.spotify.com/track/2doQEUAL5bzUVG6fP07VWV
32,Colorado,"Milky Chance",175291,https://open.spotify.com/track/0eZmBWVC1HYayrP2fqQ7nu
33,"Wenn Du mich lässt",LEA,175249,https://open.spotify.com/track/6Ey7KSTV0Zx0fnxOw6bdK8
34,Vollmond,Eno,175060,https://open.spotify.com/track/7fAzrCS4F29tUvXxi4PcRR
35,"MONTERO (Call Me By Your Name)","Lil Nas X",174395,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
36,"Lieben wir","Shirin David",173406,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
37,"Girls Want Girls (with Lil Baby)",Drake,171778,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
38,"Mit Mir",Loredana,167578,https://open.spotify.com/track/5RWOCS1epJ5Sm6Gu4k8FVo
39,"King Kong",HBz,165677,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
40,Habit,Laurell,161925,https://open.spotify.com/track/4bnutybG1itDcpyoQo2Uoc
41,"Chosen (feat. Ty Dolla $ign)",Blxst,157322,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
42,"Iko Iko (My Bestie)","Justin Wellington",151679,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
43,Durstlöscher,01099,147631,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
44,"Way 2 Sexy (with Future & Young Thug)",Drake,143852,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
