,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Frag mich nicht","Miksu / Macloud",596468,https://open.spotify.com/track/46zfTi4Wg6mmkOBPimtg6X
2,Madonna,Bausa,471462,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
3,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",462924,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
4,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,405687,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
5,"Astronaut In The Ocean","Masked Wolf",391429,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
6,Verpennt,"187 Strassenbande",386199,https://open.spotify.com/track/38ymFU7u5XorxpySYJT0FA
7,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",384710,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
8,"Your Love (9PM)",ATB,314260,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
9,"The Business",Tiësto,299813,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
10,"Ohne Dich",KASIMIR1441,299493,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
11,"Wasted Love (feat. Lagique)",Ofenbach,290687,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
12,PEPPERMINT,Luciano,273214,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
13,"LOW LIFE",Ufo361,258629,https://open.spotify.com/track/3IjfWBZrBISpcLhIMY44T6
14,"Girls Like Us","Zoe Wees",256996,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
15,"Save Your Tears","The Weeknd",255705,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
16,Ordentlich,t-low,243575,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv
17,"BAD EYEZ",Nimo,232595,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
18,"KUCK KUCK","Farid Bang",225879,https://open.spotify.com/track/4Eona1ug5YMm4EIWkMQvMQ
19,"WITHOUT YOU","The Kid LAROI",221410,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
20,"Wein für mich",KASIMIR1441,220236,https://open.spotify.com/track/5hCtPGRLgeF05Q902Qdxe2
21,"Hold On","Justin Bieber",216173,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
22,"drivers license","Olivia Rodrigo",203750,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
23,"Cover Me In Sunshine",P!nk,202144,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
24,"White Lies",VIZE,196492,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
25,"Head & Heart (feat. MNEK)","Joel Corry",194302,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
26,"Niemand bringt Marten um",Marteria,192600,https://open.spotify.com/track/0nYSnbFVX5ghrERjwVZgwZ
27,"MONTERO (Call Me By Your Name)","Lil Nas X",192457,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb
28,"Paradise (feat. Dermot Kennedy)",MEDUZA,189614,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
29,"Love Not War (The Tampa Beat)","Jason Derulo",180624,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
30,"Deine Schuld",AYLIVA,179965,https://open.spotify.com/track/1dXz1boMWgpeiNcTK3jRtU
31,"Wellerman - Sea Shanty","Nathan Evans",176935,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
32,"My Head & My Heart","Ava Max",174447,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
33,"Blinding Lights","The Weeknd",173770,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
34,"Mood (feat. iann dior)",24kGoldn,172421,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
35,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,170821,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
36,"Where The Lights Are Low","Toby Romeo",170004,https://open.spotify.com/track/0Cnb8XdGDMHAmIRBUJMkIS
37,"Rise Up (feat. Vamero)",VINAI,168567,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
38,Goosebumps,HVME,165309,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
