,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"good 4 u","Olivia Rodrigo",522097,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
2,Beggin',Måneskin,505032,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
3,"I WANNA BE YOUR SLAVE",Måneskin,445512,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
4,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",382071,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
5,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,322808,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
6,Shawty,"PA Sports",314231,https://open.spotify.com/track/3quQYEq6YMZmSmHpc2UKkc
7,"Liege wieder wach",Jamule,313234,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
8,"Ich darf das","Shirin David",310661,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
9,"MONTERO (Call Me By Your Name)","Lil Nas X",299855,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
10,GHETTOGIRL,Capo,284899,https://open.spotify.com/track/3idbCPumlga23rxFA08fZE
11,"Ramenez la coupe à la maison",Vegedream,281693,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
12,Durstlöscher,01099,254803,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
13,Extasy,"187 Strassenbande",252855,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
14,"Iko Iko (My Bestie)","Justin Wellington",233149,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
15,Rotlichtsonate,Kollegah,227078,https://open.spotify.com/track/1wxnA0kd9ywcsxG2YABWwm
16,"BLESSED (feat. Capital Bra)",CRO,223923,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
17,"Levitating (feat. DaBaby)","Dua Lipa",220360,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
18,Rosenkrieg,Loredana,218417,https://open.spotify.com/track/6DiaHETMcKdX7FwuGXwp1O
19,Dinero,"Trinidad Cardona",212785,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
20,Madonna,Bausa,208900,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
21,"Your Love (9PM)",ATB,208897,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
