,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"STAY (with Justin Bieber)","The Kid LAROI",628130,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
2,"Auf & Ab",Montez,617608,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
3,"Blaues Licht","RAF Camora",464212,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
4,"Im Schatten der Feigenbäume",Shindy,444672,https://open.spotify.com/track/4RXaGSgu3taiAD1ZjZtnF2
5,Sommergewitter,Pashanim,407438,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
6,"Bad Habits","Ed Sheeran",403993,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
7,Beggin',Måneskin,350856,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
8,"Love Tonight - Edit",Shouse,326758,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
9,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",297126,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
10,"good 4 u","Olivia Rodrigo",270630,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
11,"I WANNA BE YOUR SLAVE",Måneskin,247526,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
12,"Because You Move Me",Tinlicker,220500,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
13,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,202395,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
14,1976,RIN,199306,https://open.spotify.com/track/0jTWSs2OyxzYIk1sF7sUsO
15,Venus,Bausa,193863,https://open.spotify.com/track/0f9uqeifywK2mdO0lRVDAc
16,"CLOUD 7",Dardan,192639,https://open.spotify.com/track/7ksQkf6p0rF9CoDhxoePKn
17,"MONTERO (Call Me By Your Name)","Lil Nas X",185023,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
18,"Lieben wir","Shirin David",182697,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
19,"Take My Breath - Single Version","The Weeknd",173796,https://open.spotify.com/track/6OGogr19zPTM4BALXuMQpF
20,"Happier Than Ever","Billie Eilish",173342,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
21,"MONEY II","Farid Bang",171964,https://open.spotify.com/track/3SLNsDPrRMFVSV3B1wZh78
22,"Heat Waves","Glass Animals",169573,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
23,"HAB NUR EINE BITTE.",Lune,167835,https://open.spotify.com/track/6gSXG57Sp2BmdEXMCopTIF
24,Durstlöscher,01099,167467,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
25,Crashen,t-low,165693,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
26,Woman,"Doja Cat",164664,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
27,"Iko Iko (My Bestie)","Justin Wellington",159755,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
28,SAVAGE,KALIM,158611,https://open.spotify.com/track/6ffm65pPdwAxJApUEWP3yI
29,"King Kong",HBz,157310,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
30,"61 Grad",Endzone,147456,https://open.spotify.com/track/5Z7J2Au61uO7K1ZPNG1eTv
31,Colorado,"Milky Chance",145090,https://open.spotify.com/track/0eZmBWVC1HYayrP2fqQ7nu
32,SCHMETTERLING,Luciano,143675,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
33,"Love Tonight - David Guetta Remix Edit",Shouse,139460,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
34,"Ich darf das","Shirin David",139058,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
35,"Following the Sun",SUPER-Hi,138135,https://open.spotify.com/track/2sFbdDiEDpyCdP5nUCuGBm
36,Run,OneRepublic,137083,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
37,"Wenn ich geh",Jamule,137061,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep
38,"Liege wieder wach",Jamule,136858,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
39,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",135973,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
40,"Your Love (9PM)",ATB,131091,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
41,"Levitating (feat. DaBaby)","Dua Lipa",129927,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
42,Zukunft,"RAF Camora",128109,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L
43,"Wasted Love (feat. Lagique)",Ofenbach,125349,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
44,"Vamos a Marte (feat. Luis Fonsi)","Helene Fischer",124884,https://open.spotify.com/track/06sSAsjNx4eJawyXY3SXgB
45,"Need to Know","Doja Cat",123307,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
46,Redlight,Glockenbach,122773,https://open.spotify.com/track/24osWl0SQSyHzGyEMdf394
47,"The Business",Tiësto,121359,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
48,Madonna,Bausa,119500,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
49,FRIENDSHIPS,"Scorpion Gang",119076,https://open.spotify.com/track/1JkwvWynQN8BqAbKZpmW38
50,Schwarz,LEA,118345,https://open.spotify.com/track/0XpTuvT4Yueddiv20w6M9a
51,"Ramenez la coupe à la maison",Vegedream,115294,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
52,Frisch,01099,112161,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
53,"Für dich (feat. ille & MABU)",lityway,110547,https://open.spotify.com/track/2e9SUhfqprCWCWNXcZNjxP
54,Rasputin,Majestic,109753,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
55,"Drei Uhr Nachts","Mark Forster",107888,https://open.spotify.com/track/6NMA5MsBDOqwQuVT3IbwNj
56,"Where Are You Now","Lost Frequencies",107822,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
57,"Filet Mignon","KC Rebell",105302,https://open.spotify.com/track/2ppyU1JWnDDYd6jV98swkI
58,"Blinding Lights","The Weeknd",100590,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
59,"Cover Me In Sunshine",P!nk,99575,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
60,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",99513,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
61,River,"Tom Gregory",99338,https://open.spotify.com/track/6jmIUrOD5seJEh6Z6RP2xz
62,"Kiss Me More (feat. SZA)","Doja Cat",96679,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
63,"Astronaut In The Ocean","Masked Wolf",96196,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
64,Extasy,"187 Strassenbande",95748,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
65,"Head & Heart (feat. MNEK)","Joel Corry",95085,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
66,Tränen,Lucio101,95047,https://open.spotify.com/track/3cWzy2XDyZP5OT5MygdxHt
67,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",94735,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
68,"Fireworks (feat. Moss Kena & The Knocks)","Purple Disco Machine",93968,https://open.spotify.com/track/1kTlT3phtU2yqTJYT1x6hb
69,"If You Really Love Me (How Will I Know)","David Guetta",93500,https://open.spotify.com/track/1V7bZ9gEIwFQpm8yGxRHNA
70,"Frag mich nicht","Miksu / Macloud",91760,https://open.spotify.com/track/5ZIFzmhVJRO3tRwtBXrPXh
71,"Little Bit of Love","Tom Grennan",91014,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
72,"Calabria (feat. Fallen Roses, Lujavo & Lunis)","Strange Fruits Music",90786,https://open.spotify.com/track/3M89zvwwb1jtDUDKYNsdiA
73,GHETTOGIRL,Capo,89208,https://open.spotify.com/track/0G5x5rALxKOkwicMjKta79
74,Roller,"Apache 207",88587,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
75,Magia,"Alvaro Soler",85545,https://open.spotify.com/track/1zxZ9yi8ddRPghXntx4U5Q
76,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,85152,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
77,"Liebe zu dritt",Provinz,84547,https://open.spotify.com/track/1CeL9v59rZeFX63hYI4eAO
78,Flip$,Ufo361,83663,https://open.spotify.com/track/57anOp5t26naVNWzZuhdcl
79,BED,"Joel Corry",82405,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
80,10von10,Pajel,80610,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
81,"Paradise (feat. Dermot Kennedy)",MEDUZA,80578,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
82,blau,LUNA,80257,https://open.spotify.com/track/75J8OuOkEyMIG9scAuuwew
83,"WEISSWEIN x SPRITE",KAYEF,80105,https://open.spotify.com/track/5uURoteZVmKu2wxF9RDOb3
84,"Nese Don",Loredana,80039,https://open.spotify.com/track/6ZVpk9bSJGebJJzJmMocua
85,"Don't Go Yet","Camila Cabello",78782,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
86,Dinero,"Trinidad Cardona",78543,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
87,2055,"Sleepy Hallow",77883,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
88,"BLESSED (feat. Capital Bra)",CRO,77439,https://open.spotify.com/track/28tBoBognmn3BBdfjPzSw9
89,"Mood (feat. iann dior)",24kGoldn,77037,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
90,"Save Your Tears","The Weeknd",76813,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
91,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,76437,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
92,Habit,Laurell,76148,https://open.spotify.com/track/4bnutybG1itDcpyoQo2Uoc
