,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ohne Dich",KASIMIR1441,665453,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
2,"drivers license","Olivia Rodrigo",398162,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
3,"NO HUGS",Ufo361,346649,https://open.spotify.com/track/6lWncv0txvt3Qwf5jY3ogH
4,"The Business",Tiësto,295804,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
5,Angst,"Apache 207",271683,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
6,"WITHOUT YOU","The Kid LAROI",255530,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
7,"Lost (feat. TOPIC42)",Samra,249653,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
8,Paradies,Gzuz,235595,https://open.spotify.com/track/6qNLO4HzHeVvHxTaCFMXrf
9,"All We Got (feat. KIDDO)","Robin Schulz",215922,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
10,Hell,"PA Sports",214178,https://open.spotify.com/track/1CFBjAXDYaKLyxGMrijeo1
11,Whoopty,CJ,214003,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
12,Lonely,"Miksu / Macloud",206185,https://open.spotify.com/track/2YjkalYiseRDPYjpzLu8Vl
13,"Astronaut In The Ocean","Masked Wolf",204833,https://open.spotify.com/track/3Ofmpyhv5UAQ70mENzB277
14,"Mood (feat. iann dior)",24kGoldn,201805,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
15,"Head & Heart (feat. MNEK)","Joel Corry",200120,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
16,"HIGHWAY (feat. ELIF)","Katja Krasavice",196226,https://open.spotify.com/track/6QVxJg8q95hEuPgNRb56jK
17,"Your Love (9PM)",ATB,195953,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
18,"Paradise (feat. Dermot Kennedy)",MEDUZA,193870,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
19,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,181767,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
20,"ALLES DOPE",CRO,179507,https://open.spotify.com/track/7HZMdCSq7oUYmn6OHU6kSB
21,Goosebumps,HVME,178006,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
22,Verlierer,LUNA,177966,https://open.spotify.com/track/6ZklqpekeC0KFGzyFVjQuj
23,Rapkiller,"Kool Savas",174953,https://open.spotify.com/track/1lcmuqFzLwI595hs4uOrnD
24,"Love Not War (The Tampa Beat)","Jason Derulo",170903,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
25,"Gece Gündüz",Murda,166508,https://open.spotify.com/track/4jq1WK3fiUU2SOhZ0iaMP1
26,"Blinding Lights","The Weeknd",164825,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
27,"Save Your Tears","The Weeknd",164699,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
28,"you broke me first","Tate McRae",157603,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
29,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",154005,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
30,Habibi,"Ricky Rich",148934,https://open.spotify.com/track/5lrq8sHObtY0xMmF7Ukzl7
31,"Rise Up (feat. Vamero)",VINAI,146162,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
32,"Girls Like Us","Zoe Wees",143868,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
33,7,Ufo361,142114,https://open.spotify.com/track/3ipliatTDndCmnYGaNiAbI
34,"Verdammt ich lieb' Dich","Mike Singer",139363,https://open.spotify.com/track/6PA5kMfB3Hbi7rFFKiRIf4
