,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"paris freestyle - skrilla remix",Pashanim,416651,https://open.spotify.com/track/6fuO9uk9wbjCHvQJqk2Qpx
2,"Heat Waves","Glass Animals",392974,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
3,"Easy On Me",Adele,366900,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX
4,Shivers,"Ed Sheeran",362456,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r
5,"Where Are You Now","Lost Frequencies",354088,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
6,"STAY (with Justin Bieber)","The Kid LAROI",330782,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
7,Späti,Gzuz,306216,https://open.spotify.com/track/1S4Ehm8b7O4n9lIy3uAMS1
8,B.I.B.O.,Dardan,300108,https://open.spotify.com/track/5F3sqL2deoeV2kr8Vn9H4V
9,"Auf & Ab",Montez,297396,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
10,Pepas,Farruko,262197,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
11,MONEY,LISA,260179,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
12,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",257157,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
13,"Belgisches Viertel",ART,256102,https://open.spotify.com/track/1h3d2lvISrSIV6fS89U51S
14,10von10,Pajel,253783,https://open.spotify.com/track/1sa59Q9urE82MD3ELi44HN
15,"Cold Heart - PNAU Remix","Elton John",246736,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
16,"Normal für mich",Jamule,246004,https://open.spotify.com/track/4KNeXUjINFJmLceS4KUYGa
17,Mosaik,"kid kapri",238645,https://open.spotify.com/track/3x9fMzoAPNxEFVrP6kU1f7
18,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",236444,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
19,"Blaues Licht","RAF Camora",223698,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
20,"Bad Habits","Ed Sheeran",218904,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
21,Guapa,"RAF Camora",212705,https://open.spotify.com/track/5FsV0biZgb8tmQtau5LxKz
22,"Per Ty (feat. Mozzik)",Dardan,201644,https://open.spotify.com/track/1KwLkHOnyWedxyhZBOIHUM
23,2CB,"RAF Camora",196492,https://open.spotify.com/track/2r9gIpt17PhZv0y2nCpFHC
24,"Ich bin weg - BoroBoro",Samra,194711,https://open.spotify.com/track/1f6Paz0Vf1CPhcNDs1vMyR
25,Sommergewitter,Pashanim,193496,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
26,Acapulco,"Jason Derulo",193035,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
27,Vodka,"Apache 207",179074,https://open.spotify.com/track/5axqVsveGtmOkq7H1wV3c0
28,"Happy End (feat. Sido)","Vanessa Mai",177613,https://open.spotify.com/track/1YRaS0rNK8y9E5NeTrKe03
29,"Dies & Das",01099,172544,https://open.spotify.com/track/5GzBVGr752l5qcGo2ZBNoS
30,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",171389,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
31,"THATS WHAT I WANT","Lil Nas X",170658,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
32,"Love Tonight - Edit",Shouse,170038,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
33,"Moje Sve",Hava,168870,https://open.spotify.com/track/1LBWVVGfTCr8EYNSd92W81
34,Mond,Montez,167916,https://open.spotify.com/track/7ucTEwb8eRMpRlA744gjOo
35,"love nwantiti (ah ah ah)",CKay,167345,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
36,Infinity,"Jaymes Young",166598,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
37,"Friendships (Lost My Love)","Pascal Letoublon",165962,https://open.spotify.com/track/0lQ2obtzmAsJu9xk3D6FqH
38,Woman,"Doja Cat",160142,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
39,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,158557,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
40,"good 4 u","Olivia Rodrigo",157243,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
41,"Because You Move Me",Tinlicker,154538,https://open.spotify.com/track/1F80MEkZA9yTlpMQp9dhht
42,Colorado,"Milky Chance",151685,https://open.spotify.com/track/0eZmBWVC1HYayrP2fqQ7nu
43,Beggin',Måneskin,148540,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
44,Trapstar,"Dante YN",148231,https://open.spotify.com/track/5KZ5thdA04hdkJm1CZwSxY
45,"My Universe",Coldplay,147676,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
46,"Wenn du mich siehst","RAF Camora",135728,https://open.spotify.com/track/3AVC5l5wCEALuj4tg02uIL
47,"Life Goes On","Oliver Tree",135435,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
48,Crashen,t-low,132184,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7
49,FYM,RIN,128948,https://open.spotify.com/track/0e5N4nfdmFiPvdXuEIqxx5
50,"In Da Getto","J Balvin",126840,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn
