,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ohne Dich",KASIMIR1441,693448,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
2,"drivers license","Olivia Rodrigo",596030,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
3,"Dirty South",RIN,508851,https://open.spotify.com/track/51Gj7QV1S482b5g9jRU4zc
4,Angst,"Apache 207",464950,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
5,"vija vija",Dardan,405448,https://open.spotify.com/track/5Hplvh1ZoVp6SNPvLIpcgS
6,"Birkin Bag (feat. Luciano, reezy & KALIM)","DJ JEEZY",390911,https://open.spotify.com/track/6DYhtpfCTasCnkDJAFMqGJ
7,Lonely,"Miksu / Macloud",381600,https://open.spotify.com/track/2YjkalYiseRDPYjpzLu8Vl
8,Goldjunge,Samra,376457,https://open.spotify.com/track/7wgkebUBtfN1dY3UikcYpm
9,"The Business",Tiësto,356682,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
10,"Rap über Hass",K.I.Z,340799,https://open.spotify.com/track/1parCywpMDF9i6sO13kyvc
11,"Lost (feat. TOPIC42)",Samra,336961,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
12,Warum,"Pietro Lombardi",326092,https://open.spotify.com/track/426VLlB1Zlhm5utUE3lO2l
13,"Auf mein Fahrrad",LX,298244,https://open.spotify.com/track/45e6Qb3cu7z96jPdyIzugR
14,7,Ufo361,296595,https://open.spotify.com/track/3ipliatTDndCmnYGaNiAbI
15,"Mood (feat. iann dior)",24kGoldn,277272,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
16,Goosebumps,HVME,263923,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
17,"All We Got (feat. KIDDO)","Robin Schulz",258636,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
18,"Head & Heart (feat. MNEK)","Joel Corry",253814,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
19,Whoopty,CJ,253444,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
20,"HIGHWAY (feat. ELIF)","Katja Krasavice",246149,https://open.spotify.com/track/2UD1csihq8aPrpM69C2XrW
21,"WITHOUT YOU","The Kid LAROI",239293,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
22,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,232868,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
23,"Tag und Nacht",Zuna,232417,https://open.spotify.com/track/0Piato0t4F36fA4unaMVww
24,Horay,LX,223143,https://open.spotify.com/track/39iRIqhuZocEK7FQCEeFq0
25,"SUICIDE DOORS",Luciano,222885,https://open.spotify.com/track/2m7m1EMhMP02OhBZOWkdUV
26,Verlierer,LUNA,221806,https://open.spotify.com/track/6ZklqpekeC0KFGzyFVjQuj
27,Habibi,"Ricky Rich",217892,https://open.spotify.com/track/6G0503JielRvasifhBznrX
28,"Paradise (feat. Dermot Kennedy)",MEDUZA,216383,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
29,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",203767,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
30,"Blinding Lights","The Weeknd",203528,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
31,HOLIDAY,"Lil Nas X",199238,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
32,"gebe auf.",Lune,194385,https://open.spotify.com/track/1upzszB5JxMfNUEBmkcgaO
33,DON,"Yung Kafa & Kücük Efendi",188727,https://open.spotify.com/track/1Ul3rST5CUjBzEOrdCxigG
34,"Out Of Order",FOURTY,187552,https://open.spotify.com/track/15F6SCYBuZ3hHBAoPkHKRy
35,"SIE WEISS WIE",Fler,186774,https://open.spotify.com/track/2GJAmJLpWQrAIoGkAn6GXp
36,"Love Not War (The Tampa Beat)","Jason Derulo",181313,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
37,"you broke me first","Tate McRae",176115,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
38,"Bayrisch Drip",Sääftig,175959,https://open.spotify.com/track/3ECbHfRSFMjfm99YFvAD4x
39,"Bout that Time",LX,169503,https://open.spotify.com/track/2ZLqg5gtd8k5dPCdyqrQTM
40,"Jerusalema (feat. Nomcebo Zikode)","Master KG",168718,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
41,Angeklagt,"Bonez MC",166110,https://open.spotify.com/track/5eu4Lxm5TlI0tKSTTDWJAT
42,Therapie,LX,164003,https://open.spotify.com/track/1PoUePQzaFX7eLLbrLJPUl
